symbol,entity_id,whyfail
5241.T,5241.T,emptyfail
JXJT,JXJT,emptyfail
STICX,STICX,emptyfail
PRIF-PG,PRIF-PG,emptyfail
MSVX,MSVX,emptyfail
FAIGX,FAIGX,emptyfail
CAT.L,CAT.L,emptyfail
CATC.L,CATC.L,emptyfail
G6P.DE,G6P.DE,emptyfail
IBDP,IBDP,emptyfail
IBHD,IBHD,emptyfail
FCG.AX,FCG.AX,emptyfail
IBTE,IBTE,emptyfail
3SFT.L,3SFT.L,emptyfail
3SGF.L,3SGF.L,emptyfail
3GFM.L,3GFM.L,emptyfail
3SFG.L,3SFG.L,emptyfail
3FTG.L,3FTG.L,emptyfail
BSCO,BSCO,emptyfail
ABHY,ABHY,emptyfail
BSJO,BSJO,emptyfail
FTNG.L,FTNG.L,emptyfail
GFOF,GFOF,emptyfail
RENW,RENW,emptyfail
DJCB,DJCB,emptyfail
AMND,AMND,emptyfail
AMNA,AMNA,emptyfail
WUCT,WUCT,emptyfail
CWCFX,CWCFX,emptyfail
BIK-PA.TO,BIK-PA.TO,emptyfail
IBMM,IBMM,emptyfail
FLDM.TO,FLDM.TO,emptyfail
FLGD.TO,FLGD.TO,emptyfail
SCE-PH,SCE-PH,emptyfail
MAGQ,MAGQ,emptyfail
NFAM.TO,NFAM.TO,emptyfail
PRWU.L,PRWU.L,emptyfail
PRIW.L,PRIW.L,emptyfail
CBDRX,CBDRX,emptyfail
ICMZX,ICMZX,emptyfail
CTYRX,CTYRX,emptyfail
IQIN,IQIN,emptyfail
ROOF,ROOF,emptyfail
EQUL,EQUL,emptyfail
LGCF.L,LGCF.L,emptyfail
MWFRX,MWFRX,emptyfail
MWFLX,MWFLX,emptyfail
TGHNX,TGHNX,emptyfail
LGCU.L,LGCU.L,emptyfail
TV1.L,TV1.L,emptyfail
BREAX,BREAX,emptyfail
NIO.L,NIO.L,emptyfail
GLCO.L,GLCO.L,emptyfail
MAC2.L,MAC2.L,emptyfail
MTILX,MTILX,emptyfail
MTIIX,MTIIX,emptyfail
MSGTX,MSGTX,emptyfail
GIFS.L,GIFS.L,emptyfail
MWATX,MWATX,emptyfail
PRB,PRB,emptyfail
MACSX,MACSX,emptyfail
PREOX,PREOX,emptyfail
GUMPX,GUMPX,emptyfail
SEUPX,SEUPX,emptyfail
SAOSX,SAOSX,emptyfail
SEGPX,SEGPX,emptyfail
TVVFX,TVVFX,emptyfail
TVEFX,TVEFX,emptyfail
WUKD.L,WUKD.L,emptyfail
CID,CID,emptyfail
CIZ,CIZ,emptyfail
HIIGX,HIIGX,emptyfail
RNWOX,RNWOX,emptyfail
BBSA,BBSA,emptyfail
BGRSX,BGRSX,emptyfail
RNWIX,RNWIX,emptyfail
OBEMX,OBEMX,emptyfail
MNRIX,MNRIX,emptyfail
VIRS,VIRS,emptyfail
AFTY,AFTY,emptyfail
URA.L,URA.L,emptyfail
MKC.TO,MKC.TO,emptyfail
MNREX,MNREX,emptyfail
MOHR,MOHR,emptyfail
COGVX,COGVX,emptyfail
COGLX,COGLX,emptyfail
MUS.TO,MUS.TO,emptyfail
MWD.TO,MWD.TO,emptyfail
4770.T,4770.T,emptyfail
NSCI.L,NSCI.L,emptyfail
MEU.TO,MEU.TO,emptyfail
AEMB,AEMB,emptyfail
MEE.TO,MEE.TO,emptyfail
MXU.TO,MXU.TO,emptyfail
LSST,LSST,emptyfail
IMPAX,IMPAX,emptyfail
CSERX,CSERX,emptyfail
KFVG,KFVG,emptyfail
TAB.L,TAB.L,emptyfail
LBE.L,LBE.L,emptyfail
EHEF.L,EHEF.L,emptyfail
VLON,VLON,emptyfail
USHF.L,USHF.L,emptyfail
EMHF.L,EMHF.L,emptyfail
PHEF.L,PHEF.L,emptyfail
JHEF.L,JHEF.L,emptyfail
FGHNX,FGHNX,emptyfail
RQL.TO,RQL.TO,emptyfail
MFDAX,MFDAX,emptyfail
RYFSX,RYFSX,emptyfail
FCRH.TO,FCRH.TO,emptyfail
EMFQ,EMFQ,emptyfail
PRDEX,PRDEX,emptyfail
USI.MC,USI.MC,emptyfail
JDORGOCHEM.BO,JDORGOCHEM.BO,emptyfail
RUFF,RUFF,emptyfail
ENTR,ENTR,emptyfail
GDVD,GDVD,emptyfail
CAVE.L,CAVE.L,emptyfail
KURE.L,KURE.L,emptyfail
KESG.L,KESG.L,emptyfail
SSUPX,SSUPX,emptyfail
RYSRX,RYSRX,emptyfail
BIAAX,BIAAX,emptyfail
IAUF,IAUF,emptyfail
HEWG,HEWG,emptyfail
STK.L,STK.L,emptyfail
QUAKX,QUAKX,emptyfail
GTCGX,GTCGX,emptyfail
CETU,CETU,emptyfail
BTEC,BTEC,emptyfail
0RI9.L,0RI9.L,emptyfail
WFHY,WFHY,emptyfail
TRES,TRES,emptyfail
EOMYX,EOMYX,emptyfail
G39.MU,G39.MU,emptyfail
SHREMINVIT.NS,SHREMINVIT.NS,emptyfail
PINCON.NS,PINCON.NS,emptyfail
ARTEDZ.NS,ARTEDZ.NS,emptyfail
OPAL.NS,OPAL.NS,emptyfail
INNOVATIVE.NS,INNOVATIVE.NS,emptyfail
JAKHARIA.NS,JAKHARIA.NS,emptyfail
MINDPOOL.NS,MINDPOOL.NS,emptyfail
NAKODA.NS,NAKODA.NS,emptyfail
SUG.V,SUG.V,emptyfail
SPICEISL.BO,SPICEISL.BO,emptyfail
HDAW,HDAW,emptyfail
PMB-UN.TO,PMB-UN.TO,emptyfail
FA.L,FA.L,emptyfail
SEPA,SEPA,emptyfail
HEFT.L,HEFT.L,emptyfail
MGF.AX,MGF.AX,emptyfail
CHL.L,CHL.L,emptyfail
BOIL.L,BOIL.L,emptyfail
CHNT.L,CHNT.L,emptyfail
NBMI.L,NBMI.L,emptyfail
DRV.L,DRV.L,emptyfail
TFREX,TFREX,emptyfail
HLFE.TO,HLFE.TO,emptyfail
HBFE.TO,HBFE.TO,emptyfail
TPAY.TO,TPAY.TO,emptyfail
COIN.V,COIN.V,emptyfail
FBGX,FBGX,emptyfail
ACPRF,ACPRF,emptyfail
AEIT.L,AEIT.L,emptyfail
MRNS.L,MRNS.L,emptyfail
TMOR.L,TMOR.L,emptyfail
CACG,CACG,emptyfail
FHAZX,FHAZX,emptyfail
FFFVX,FFFVX,emptyfail
0RGZ.L,0RGZ.L,emptyfail
MEVOX,MEVOX,emptyfail
JAVCX,JAVCX,emptyfail
03EA.F,03EA.F,emptyfail
HWLCX,HWLCX,emptyfail
HWCCX,HWCCX,emptyfail
DIP,DIP,emptyfail
QEM.TO,QEM.TO,emptyfail
QCD.TO,QCD.TO,emptyfail
KBND.L,KBND.L,emptyfail
KA50.L,KA50.L,emptyfail
KOIN,KOIN,emptyfail
BGFLX,BGFLX,emptyfail
VSSCX,VSSCX,emptyfail
HMEX.L,HMEX.L,emptyfail
HMED.L,HMED.L,emptyfail
USVT,USVT,emptyfail
JPEH.L,JPEH.L,emptyfail
METR.L,METR.L,emptyfail
HTRD.L,HTRD.L,emptyfail
HMLA.L,HMLA.L,emptyfail
HTRY.L,HTRY.L,emptyfail
HMLD.L,HMLD.L,emptyfail
HMBR.L,HMBR.L,emptyfail
HBRL.L,HBRL.L,emptyfail
ACC.L,ACC.L,emptyfail
TGJNX,TGJNX,emptyfail
FIF,FIF,emptyfail
IVPB.L,IVPB.L,emptyfail
APEO.L,APEO.L,emptyfail
IVPM.L,IVPM.L,emptyfail
HOG.TO,HOG.TO,emptyfail
GBLMX,GBLMX,emptyfail
TFSIX,TFSIX,emptyfail
SECO,SECO,emptyfail
VIAO,VIAO,emptyfail
FEEM,FEEM,emptyfail
CSML,CSML,emptyfail
SPXB,SPXB,emptyfail
ULTR,ULTR,emptyfail
MPCF.TO,MPCF.TO,emptyfail
SABOOBR.BO,SABOOBR.BO,emptyfail
DALT,DALT,emptyfail
RYJ,RYJ,emptyfail
ELEC.L,ELEC.L,emptyfail
SID.TO,SID.TO,emptyfail
CINC.TO,CINC.TO,emptyfail
CCOR.TO,CCOR.TO,emptyfail
XXM.TO,XXM.TO,emptyfail
YXM.TO,YXM.TO,emptyfail
FQC.TO,FQC.TO,emptyfail
TANP.L,TANP.L,emptyfail
TANN.L,TANN.L,emptyfail
SKYY.L,SKYY.L,emptyfail
YGF,YGF,emptyfail
BSCVX,BSCVX,emptyfail
FCCB.TO,FCCB.TO,emptyfail
CSQ.DE,CSQ.DE,emptyfail
NGE,NGE,emptyfail
HUF.TO,HUF.TO,emptyfail
HSL.TO,HSL.TO,emptyfail
RIB-UN.TO,RIB-UN.TO,emptyfail
HARC.TO,HARC.TO,emptyfail
PSYK,PSYK,emptyfail
HYI.TO,HYI.TO,emptyfail
EGPT,EGPT,emptyfail
ESEB,ESEB,emptyfail
CN,CN,emptyfail
DRTAX,DRTAX,emptyfail
WWOIX,WWOIX,emptyfail
JVIAX,JVIAX,emptyfail
NWWOX,NWWOX,emptyfail
UMFG,UMFG,emptyfail
CYA,CYA,emptyfail
RSGL.L,RSGL.L,emptyfail
BETS,BETS,emptyfail
PRIU.L,PRIU.L,emptyfail
CBECX,CBECX,emptyfail
RHJMX,RHJMX,emptyfail
JHBTX,JHBTX,emptyfail
JGLNX,JGLNX,emptyfail
JGBSX,JGBSX,emptyfail
JGBIX,JGBIX,emptyfail
ZERO.L,ZERO.L,emptyfail
CUK.L,CUK.L,emptyfail
UFOP.L,UFOP.L,emptyfail
FORZ.TO,FORZ.TO,emptyfail
ERSX,ERSX,emptyfail
CBMAX,CBMAX,emptyfail
THCX,THCX,emptyfail
TRPCX,TRPCX,emptyfail
TRPDX,TRPDX,emptyfail
TRPNX,TRPNX,emptyfail
BFIT,BFIT,emptyfail
CHB,CHB,emptyfail
PGAL,PGAL,emptyfail
TRPLX,TRPLX,emptyfail
CHIC,CHIC,emptyfail
CHIH,CHIH,emptyfail
CHIX,CHIX,emptyfail
BEGBX,BEGBX,emptyfail
HMJU.TO,HMJU.TO,emptyfail
NVQ,NVQ,emptyfail
HMJI.TO,HMJI.TO,emptyfail
ALBUD.PA,ALBUD.PA,emptyfail
TYWSX,TYWSX,emptyfail
MBESX,MBESX,emptyfail
TLESX,TLESX,emptyfail
MMS.L,MMS.L,emptyfail
ROSOX,ROSOX,emptyfail
0A4X.L,0A4X.L,emptyfail
HBSTOCK.BO,HBSTOCK.BO,emptyfail
WESG.L,WESG.L,emptyfail
LESW.L,LESW.L,emptyfail
BARK.L,BARK.L,emptyfail
JZZI,JZZI,emptyfail
RESE,RESE,emptyfail
DFDU.L,DFDU.L,emptyfail
0P00009ND4.TO,0P00009ND4.TO,emptyfail
RESD,RESD,emptyfail
RESP,RESP,emptyfail
WSRI.L,WSRI.L,emptyfail
GAVAX,GAVAX,emptyfail
MWRD.L,MWRD.L,emptyfail
QVFD.L,QVFD.L,emptyfail
BADAX,BADAX,emptyfail
NALA.TA,NALA.TA,emptyfail
HFT.TO,HFT.TO,emptyfail
RY8.DE,RY8.DE,emptyfail
TDSE,TDSE,emptyfail
TNT.L,TNT.L,emptyfail
TDSD,TDSD,emptyfail
CLSA,CLSA,emptyfail
CLSC,CLSC,emptyfail
XWEB,XWEB,emptyfail
0IBG.L,0IBG.L,emptyfail
DISH,DISH,emptyfail
MLEES.PA,MLEES.PA,emptyfail
BWSA.L,BWSA.L,emptyfail
JPDEX,JPDEX,emptyfail
PRRY,PRRY,emptyfail
3PLE.L,3PLE.L,emptyfail
SCIT.L,SCIT.L,emptyfail
CRME.L,CRME.L,emptyfail
CPN3.L,CPN3.L,emptyfail
SSME.L,SSME.L,emptyfail
JPEAX,JPEAX,emptyfail
OSP.TO,OSP.TO,emptyfail
GPAB.L,GPAB.L,emptyfail
GIGR.TO,GIGR.TO,emptyfail
EDI,EDI,emptyfail
AGPXX,AGPXX,emptyfail
MRND,MRND,emptyfail
TCBT.L,TCBT.L,emptyfail
PAWZ.L,PAWZ.L,emptyfail
FLWR.L,FLWR.L,emptyfail
CLRG,CLRG,emptyfail
CPI,CPI,emptyfail
LRNG.L,LRNG.L,emptyfail
GEHI,GEHI,emptyfail
PETZ.L,PETZ.L,emptyfail
TAGB.L,TAGB.L,emptyfail
FLWG.L,FLWG.L,emptyfail
GRES,GRES,emptyfail
LERN.L,LERN.L,emptyfail
MAJ.AS,MAJ.AS,emptyfail
MBEYX,MBEYX,emptyfail
TLEVX,TLEVX,emptyfail
FLBA.TO,FLBA.TO,emptyfail
FLRM.TO,FLRM.TO,emptyfail
POU.AX,POU.AX,emptyfail
EEU.AX,EEU.AX,emptyfail
IBBS.L,IBBS.L,emptyfail
GCLM.L,GCLM.L,emptyfail
HMONY.OL,HMONY.OL,emptyfail
VGSRX,VGSRX,emptyfail
RESI,RESI,emptyfail
XDNA,XDNA,emptyfail
QUIK.TA,QUIK.TA,emptyfail
RGD.L,RGD.L,emptyfail
QMED,QMED,emptyfail
IMPC.TA,IMPC.TA,emptyfail
LIFA.HE,LIFA.HE,emptyfail
MPG.AX,MPG.AX,emptyfail
RC2.L,RC2.L,emptyfail
PABU.L,PABU.L,emptyfail
PABS.L,PABS.L,emptyfail
JHAA,JHAA,emptyfail
UESG.L,UESG.L,emptyfail
LESU.L,LESU.L,emptyfail
PGG.AX,PGG.AX,emptyfail
FLVEX,FLVEX,emptyfail
FCPEX,FCPEX,emptyfail
FMEIX,FMEIX,emptyfail
FLGEX,FLGEX,emptyfail
USAU.L,USAU.L,emptyfail
D4T4.L,D4T4.L,emptyfail
FIENX,FIENX,emptyfail
TDSA,TDSA,emptyfail
0OOJ.L,0OOJ.L,emptyfail
FLEQ.L,FLEQ.L,emptyfail
SPKY,SPKY,emptyfail
ERGO.L,ERGO.L,emptyfail
FMQP.L,FMQP.L,emptyfail
BOSS,BOSS,emptyfail
USRI.L,USRI.L,emptyfail
WIZ,WIZ,emptyfail
FLFR,FLFR,emptyfail
SESG,SESG,emptyfail
0K79.L,0K79.L,emptyfail
MLPO,MLPO,emptyfail
CBR.AX,CBR.AX,emptyfail
JPT,JPT,emptyfail
0I8A.L,0I8A.L,emptyfail
TRCA-UN,TRCA-UN,emptyfail
TRCA,TRCA,emptyfail
SCSP.L,SCSP.L,emptyfail
FFT.AX,FFT.AX,emptyfail
FRBN,FRBN,emptyfail
SPCIX,SPCIX,emptyfail
MLUMH.PA,MLUMH.PA,emptyfail
FRBNU,FRBNU,emptyfail
3278.T,3278.T,emptyfail
BOAC,BOAC,emptyfail
EWGS,EWGS,emptyfail
3453.T,3453.T,emptyfail
BOAC-UN,BOAC-UN,emptyfail
XFS.TO,XFS.TO,emptyfail
GSMFX,GSMFX,emptyfail
SENT,SENT,emptyfail
DC2.AX,DC2.AX,emptyfail
CYB,CYB,emptyfail
NBW,NBW,emptyfail
PCCT,PCCT,emptyfail
GRA.L,GRA.L,emptyfail
XFC.TO,XFC.TO,emptyfail
FSNB-UN,FSNB-UN,emptyfail
XFI.TO,XFI.TO,emptyfail
UMG.AX,UMG.AX,emptyfail
XFA.TO,XFA.TO,emptyfail
XFF.TO,XFF.TO,emptyfail
IRNT,IRNT,emptyfail
NZRO,NZRO,emptyfail
GENY,GENY,emptyfail
NUM.L,NUM.L,emptyfail
BTWNU,BTWNU,emptyfail
BTWNW,BTWNW,emptyfail
MLPI.L,MLPI.L,emptyfail
BTWN,BTWN,emptyfail
MORE,MORE,emptyfail
FSNB,FSNB,emptyfail
ASPY,ASPY,emptyfail
VEDU,VEDU,emptyfail
LOOK.L,LOOK.L,emptyfail
INCMX,INCMX,emptyfail
RELAX,RELAX,emptyfail
CEN,CEN,emptyfail
AJIT.L,AJIT.L,emptyfail
FZT-UN,FZT-UN,emptyfail
AJG.L,AJG.L,emptyfail
INLZ.L,INLZ.L,emptyfail
FZT,FZT,emptyfail
3464.T,3464.T,emptyfail
FCS.L,FCS.L,emptyfail
SURFX,SURFX,emptyfail
CBDP.L,CBDP.L,emptyfail
MCLD,MCLD,emptyfail
6569.T,6569.T,emptyfail
CBDX.L,CBDX.L,emptyfail
DDH.AX,DDH.AX,emptyfail
3AIR.L,3AIR.L,emptyfail
ARGS.L,ARGS.L,emptyfail
MINC,MINC,emptyfail
ROAI.L,ROAI.L,emptyfail
DTOC,DTOC,emptyfail
GLCN,GLCN,emptyfail
VHNA,VHNA,emptyfail
UTAAU,UTAAU,emptyfail
SNLN,SNLN,emptyfail
UTAA,UTAA,emptyfail
PIAI,PIAI,emptyfail
PIAI-UN,PIAI-UN,emptyfail
0M1G.L,0M1G.L,emptyfail
RXE.TO,RXE.TO,emptyfail
RQK.TO,RQK.TO,emptyfail
RIEH.TO,RIEH.TO,emptyfail
RIE.TO,RIE.TO,emptyfail
RUEH.TO,RUEH.TO,emptyfail
RUE.TO,RUE.TO,emptyfail
RCE.TO,RCE.TO,emptyfail
BTB,BTB,emptyfail
ATAQ,ATAQ,emptyfail
IBET,IBET,emptyfail
UTME,UTME,emptyfail
TOCA.TO,TOCA.TO,emptyfail
TOCC.TO,TOCC.TO,emptyfail
TOCM.TO,TOCM.TO,emptyfail
AXI.L,AXI.L,emptyfail
3MF.AX,3MF.AX,emptyfail
ALO.AX,ALO.AX,emptyfail
0A8G.L,0A8G.L,emptyfail
NCA2.L,NCA2.L,emptyfail
HYLD,HYLD,emptyfail
HGRO.TO,HGRO.TO,emptyfail
HGGAX,HGGAX,emptyfail
HNGIX,HNGIX,emptyfail
TSN.AX,TSN.AX,emptyfail
MFOIX,MFOIX,emptyfail
APMIU,APMIU,emptyfail
APMIW,APMIW,emptyfail
AFTR,AFTR,emptyfail
AFTR-UN,AFTR-UN,emptyfail
MAVT.L,MAVT.L,emptyfail
APMI,APMI,emptyfail
REEVO.MI,REEVO.MI,emptyfail
BILT.TO,BILT.TO,emptyfail
MKEA.PA,MKEA.PA,emptyfail
GFN.AX,GFN.AX,emptyfail
LYFE,LYFE,emptyfail
EGIS,EGIS,emptyfail
VKCO.IL,VKCO.IL,emptyfail
6032.T,6032.T,emptyfail
RIN.PA,RIN.PA,emptyfail
JPFAX,JPFAX,emptyfail
JRO,JRO,emptyfail
DALS,DALS,emptyfail
JSD,JSD,emptyfail
NSL,NSL,emptyfail
JUSUX,JUSUX,emptyfail
0HA5.L,0HA5.L,emptyfail
CINE.L,CINE.L,emptyfail
NMTR,NMTR,emptyfail
VCIF,VCIF,emptyfail
PYR.AX,PYR.AX,emptyfail
0HJC.L,0HJC.L,emptyfail
MAKOX,MAKOX,emptyfail
UBG.L,UBG.L,emptyfail
BICK,BICK,emptyfail
AZSPX,AZSPX,emptyfail
ERM,ERM,emptyfail
OPA.AX,OPA.AX,emptyfail
ALCES.PA,ALCES.PA,emptyfail
MLOSA.PA,MLOSA.PA,emptyfail
MLCAS.PA,MLCAS.PA,emptyfail
MLAHC.PA,MLAHC.PA,emptyfail
CN1.L,CN1.L,emptyfail
NANOV.OL,NANOV.OL,emptyfail
CWEG.L,CWEG.L,emptyfail
QDYN,QDYN,emptyfail
FCHPX,FCHPX,emptyfail
NRGW.L,NRGW.L,emptyfail
INDW.L,INDW.L,emptyfail
MLAIR.PA,MLAIR.PA,emptyfail
DLSF.F,DLSF.F,emptyfail
WEQRX,WEQRX,emptyfail
WTIFX,WTIFX,emptyfail
PSMM,PSMM,emptyfail
PSMB,PSMB,emptyfail
PSMG,PSMG,emptyfail
PBND,PBND,emptyfail
PBDM,PBDM,emptyfail
PSMC,PSMC,emptyfail
PBEE,PBEE,emptyfail
PBSM,PBSM,emptyfail
EMBOX,EMBOX,emptyfail
TUL.AX,TUL.AX,emptyfail
RNDM,RNDM,emptyfail
C6C.AX,C6C.AX,emptyfail
090460.KQ,090460.KQ,emptyfail
MLROU.PA,MLROU.PA,emptyfail
HFOIX,HFOIX,emptyfail
MLACW,MLACW,emptyfail
SWIM.L,SWIM.L,emptyfail
PURP.L,PURP.L,emptyfail
DLT.AX,DLT.AX,emptyfail
PYPE,PYPE,emptyfail
HOM,HOM,emptyfail
ALAI.L,ALAI.L,emptyfail
FNETX,FNETX,emptyfail
PGM.V,PGM.V,emptyfail
FNTEX,FNTEX,emptyfail
FMEDX,FMEDX,emptyfail
FBOTX,FBOTX,emptyfail
FTEKX,FTEKX,emptyfail
BAL,BAL,emptyfail
JJA,JJA,emptyfail
JO,JO,emptyfail
SGG,SGG,emptyfail
JJM,JJM,emptyfail
JJC,JJC,emptyfail
OIL,OIL,emptyfail
JJUB,JJUB,emptyfail
GSP,GSP,emptyfail
JJG,JJG,emptyfail
JJS,JJS,emptyfail
COW,COW,emptyfail
JJN,JJN,emptyfail
JJU,JJU,emptyfail
SAVN,SAVN,emptyfail
RHS,RHS,emptyfail
FIHD,FIHD,emptyfail
FDLB,FDLB,emptyfail
DEX.AX,DEX.AX,emptyfail
BCM,BCM,emptyfail
PSA.MI,PSA.MI,emptyfail
JJT,JJT,emptyfail
EAI.AX,EAI.AX,emptyfail
HFOQX,HFOQX,emptyfail
HFOSX,HFOSX,emptyfail
HFOCX,HFOCX,emptyfail
HFORX,HFORX,emptyfail
JJP,JJP,emptyfail
NXR.DE,NXR.DE,emptyfail
GRCYU,GRCYU,emptyfail
HUDC.L,HUDC.L,emptyfail
LD,LD,emptyfail
GRCY,GRCY,emptyfail
MLGML.PA,MLGML.PA,emptyfail
SPCMU,SPCMU,emptyfail
MED.V,MED.V,emptyfail
WEB.MI,WEB.MI,emptyfail
TNIS.L,TNIS.L,emptyfail
ALF.MI,ALF.MI,emptyfail
OLEM,OLEM,emptyfail
VPGDX,VPGDX,emptyfail
TCUS.L,TCUS.L,emptyfail
FGLD,FGLD,emptyfail
HWF.TO,HWF.TO,emptyfail
MTCN,MTCN,emptyfail
NNN.L,NNN.L,emptyfail
SBCEX,SBCEX,emptyfail
DBECX,DBECX,emptyfail
SBYEX,SBYEX,emptyfail
GLOW.L,GLOW.L,emptyfail
EMIL.L,EMIL.L,emptyfail
CLEM.L,CLEM.L,emptyfail
EFIS.L,EFIS.L,emptyfail
EFIW.L,EFIW.L,emptyfail
GBND.L,GBND.L,emptyfail
PGRWW,PGRWW,emptyfail
PGRWU,PGRWU,emptyfail
PGRW,PGRW,emptyfail
GBNG.L,GBNG.L,emptyfail
CECL.L,CECL.L,emptyfail
HHI.AX,HHI.AX,emptyfail
CE9U.L,CE9U.L,emptyfail
CE9G.L,CE9G.L,emptyfail
BSMX,BSMX,emptyfail
AE1.AX,AE1.AX,emptyfail
3PLU.L,3PLU.L,emptyfail
HPA1.L,HPA1.L,emptyfail
CHEKZ,CHEKZ,emptyfail
3ZM.L,3ZM.L,emptyfail
IBUY.L,IBUY.L,emptyfail
LEDOX,LEDOX,emptyfail
HZON,HZON,emptyfail
NCA.L,NCA.L,emptyfail
SPTE.L,SPTE.L,emptyfail
3ROK.L,3ROK.L,emptyfail
SVDE.L,SVDE.L,emptyfail
TLEI.L,TLEI.L,emptyfail
TLEP.L,TLEP.L,emptyfail
GEEC.L,GEEC.L,emptyfail
DTLA-P,DTLA-P,emptyfail
SUPP.L,SUPP.L,emptyfail
MSGR,MSGR,emptyfail
USB.TO,USB.TO,emptyfail
0R11.L,0R11.L,emptyfail
AEXK.L,AEXK.L,emptyfail
HZON-UN,HZON-UN,emptyfail
1BID.L,1BID.L,emptyfail
EXR.IR,EXR.IR,emptyfail
NFC.L,NFC.L,emptyfail
PANA,PANA,emptyfail
BSO-UN.TO,BSO-UN.TO,emptyfail
PXG.TO,PXG.TO,emptyfail
PSY.TO,PSY.TO,emptyfail
PPS.TO,PPS.TO,emptyfail
ELV.TO,ELV.TO,emptyfail
ILV.TO,ILV.TO,emptyfail
PZC.TO,PZC.TO,emptyfail
NUO,NUO,emptyfail
NKG,NKG,emptyfail
DVO.L,DVO.L,emptyfail
AKL.AX,AKL.AX,emptyfail
EXD,EXD,emptyfail
TCVA,TCVA,emptyfail
RDMX,RDMX,emptyfail
RWE.TO,RWE.TO,emptyfail
RWX.TO,RWX.TO,emptyfail
RWW.TO,RWW.TO,emptyfail
BSCE,BSCE,emptyfail
IDLB,IDLB,emptyfail
AQGX,AQGX,emptyfail
BSDE,BSDE,emptyfail
IDHD,IDHD,emptyfail
AHHX,AHHX,emptyfail
IBDD,IBDD,emptyfail
EWSC,EWSC,emptyfail
MTR.L,MTR.L,emptyfail
ADRE,ADRE,emptyfail
AMXVF,AMXVF,emptyfail
FCONX,FCONX,emptyfail
EMGC,EMGC,emptyfail
PUD.TO,PUD.TO,emptyfail
SESG.L,SESG.L,emptyfail
SCRF.L,SCRF.L,emptyfail
AOU.AX,AOU.AX,emptyfail
SESP.L,SESP.L,emptyfail
LVRAW,LVRAW,emptyfail
LVRAU,LVRAU,emptyfail
LBY.AX,LBY.AX,emptyfail
LDHA,LDHA,emptyfail
LDHAW,LDHAW,emptyfail
QTT,QTT,emptyfail
RAMMW,RAMMW,emptyfail
RAMMU,RAMMU,emptyfail
LVRA,LVRA,emptyfail
CLOAX,CLOAX,emptyfail
LDHAU,LDHAU,emptyfail
KSICU,KSICU,emptyfail
KSICW,KSICW,emptyfail
GFLU,GFLU,emptyfail
MESG.L,MESG.L,emptyfail
LESG.L,LESG.L,emptyfail
BELR.BR,BELR.BR,emptyfail
TBSA,TBSA,emptyfail
TBSAW,TBSAW,emptyfail
XSER.L,XSER.L,emptyfail
AGGR,AGGR,emptyfail
DEX,DEX,emptyfail
DDF,DDF,emptyfail
MGU,MGU,emptyfail
AGGRU,AGGRU,emptyfail
AGGRW,AGGRW,emptyfail
TBSAU,TBSAU,emptyfail
GET,GET,emptyfail
RSX,RSX,emptyfail
DBS,DBS,emptyfail
DBV,DBV,emptyfail
DGL,DGL,emptyfail
CYRN,CYRN,emptyfail
IRL,IRL,emptyfail
3478.T,3478.T,emptyfail
HYFIX,HYFIX,emptyfail
PUR.L,PUR.L,emptyfail
FNTC,FNTC,emptyfail
RIMIX,RIMIX,emptyfail
GRU,GRU,emptyfail
CRBU.L,CRBU.L,emptyfail
MCRDX,MCRDX,emptyfail
CRAL.L,CRAL.L,emptyfail
MAINX,MAINX,emptyfail
CRBL.L,CRBL.L,emptyfail
SSHO.L,SSHO.L,emptyfail
SO.PA,SO.PA,emptyfail
HYRE,HYRE,emptyfail
AHPI,AHPI,emptyfail
KLCD,KLCD,emptyfail
QED,QED,emptyfail
HYLV,HYLV,emptyfail
QMN,QMN,emptyfail
EXN,EXN,emptyfail
MFGP,MFGP,emptyfail
MEDRX,MEDRX,emptyfail
KWINX,KWINX,emptyfail
CSD.TO,CSD.TO,emptyfail
MEACU,MEACU,emptyfail
MEAC,MEAC,emptyfail
CRNL.L,CRNL.L,emptyfail
CRNO.L,CRNO.L,emptyfail
BTCR,BTCR,emptyfail
VLNS,VLNS,emptyfail
FNI,FNI,emptyfail
SWIR,SWIR,emptyfail
SOFT.L,SOFT.L,emptyfail
SOFP.L,SOFP.L,emptyfail
PQIN,PQIN,emptyfail
OG,OG,emptyfail
DGEP.L,DGEP.L,emptyfail
DGEN.L,DGEN.L,emptyfail
SPKAR,SPKAR,emptyfail
SPK,SPK,emptyfail
LFG,LFG,emptyfail
CEY,CEY,emptyfail
ATA,ATA,emptyfail
BAMR,BAMR,emptyfail
QNGY,QNGY,emptyfail
HMYD.L,HMYD.L,emptyfail
HMYR.L,HMYR.L,emptyfail
GLDNX,GLDNX,emptyfail
HIEEX,HIEEX,emptyfail
FTB.TO,FTB.TO,emptyfail
IDIV,IDIV,emptyfail
GOWLX,GOWLX,emptyfail
EEHIX,EEHIX,emptyfail
EUR.TO,EUR.TO,emptyfail
FDE.TO,FDE.TO,emptyfail
EEHAX,EEHAX,emptyfail
GETVV,GETVV,emptyfail
FEO,FEO,emptyfail
IBMK,IBMK,emptyfail
RCOR,RCOR,emptyfail
CGMRX,CGMRX,emptyfail
EQOS,EQOS,emptyfail
KUKAF,KUKAF,emptyfail
