source,BoScore,AggScore,rankOfRanks,Altman-Z,Piotroski,CycleHeat,moatScore,grahamNumberToPrice,earnYield,returnOnEquity,Original_Rank,OLS_Rank,OLS_Score
CKN.L,0.0022608418193699313,-0.1370940505966052,3.2,-0.11273902669425759,-1.998025689188323,0.23690018549014644,5,-0.18130234949688284,-0.41842159675262275,-0.09773559625820685,40,62.0,-0.7929702702667017
MSA.TO,0.10195150472069132,-0.1463266834256435,2.5,-0.09802709196258663,-0.33761652919802704,-0.565498385284464,5,0.230991615189512,0.624982214916958,-0.1371698904574646,41,2.0,2.973102079791668
SBOK.ST,-0.06004582249395701,-0.1590847438900323,1.6,-0.09235307823295955,-1.4445559691915577,0.6661253352876171,3,-0.024419645566747604,0.2983678074695968,-0.18886731211192775,42,84.0,-1.3982098004698433
SEIC,-0.04224391840443482,-0.19661474983428434,3.4,0.5648886504152328,-0.33761652919802704,0.4125636025898502,6,-0.2902556390807694,-0.7042417851660504,-0.00505021219049806,43,32.0,0.377743861189292
GFI,-0.09208924985509526,-0.200180222896185,4.6,-0.08816528773762135,0.7693229107955036,-0.565498385284464,3,-0.17554474337863796,-0.3541435893151883,0.004464831103763423,44,16.0,1.0753047866335415
DPM.TO,0.030743888362604544,-0.20604187118576492,2.5,-0.0006258389008378728,-0.8910862491947924,-0.48677824556858723,5,-0.08136372547443663,-0.017234393323001022,-0.14438054915771914,45,20.0,0.7997141078651471
HEN3.DE,-0.06894677453871736,-0.21080922391156168,4.1,-0.17915113573263905,-0.33761652919802704,0.5645532624156948,4,-0.17876957164290236,-0.18754364023444342,-0.08720879926604172,46,70.5,-1.0112378062027474
HEN.DE,-0.06894677453871736,-0.21080922391156168,4.1,-0.17915113573263905,-0.33761652919802704,0.5645532624156948,4,-0.17876957164290236,-0.18754364023444342,-0.08720879926604172,47,70.5,-1.0112378062027474
0LJL.L,0.028963697953652473,-0.21142204920953644,5.9,-0.21395134493386234,0.7693229107955036,-0.030662703757767026,3,-0.18305942869376002,-0.3524404242741531,-0.14243826729694226,48,63.5,-0.8331933185303542
UHS,0.028963697953652473,-0.21142204920953644,5.9,-0.21395134493386234,0.7693229107955036,-0.030662703757767026,3,-0.18305942869376002,-0.3524404242741531,-0.14243826729694226,49,63.5,-0.8331933185303542
DNG.TO,-0.0493646800402441,-0.23226391743700328,2.8,-0.07785004638682483,-0.33761652919802704,0.3012239699861488,2,-0.07605910055911705,0.3300888890549949,-0.11864060426436537,50,77.0,-1.160793923219639
0L7G.L,0.014722174682034917,-0.2350094462807531,4.2,-0.005383025967858538,0.21585319079873833,0.5499123301826884,7,-0.25476910905111816,-0.5885748468486462,-0.07774189979166067,51,46.5,-0.26248848746561376
SNA,0.014722174682034917,-0.2350094462807531,4.2,-0.005383025967858538,0.21585319079873833,0.5499123301826884,7,-0.25476910905111816,-0.5885748468486462,-0.07774189979166067,52,46.5,-0.26248848746561376
ZM,-0.06538639372081272,-0.24039233501626045,4.3,0.18004944593685743,-0.33761652919802704,-0.565498385284464,5,-0.3053530749488416,-1.069772051178929,-0.1917316071091273,53,50.0,-0.36751508018972145
LRCX,-0.08140810740138235,-0.24088232779467642,4.8,0.2099802233488964,0.21585319079873833,0.03129096995073347,7,-0.34303693505107247,-0.815758388731936,0.39665712381259327,54,15.0,1.1032366100221842
0JT5.L,-0.08140810740138235,-0.24089361553209487,4.9,0.2099802233488964,0.21585319079873833,0.03129096995073347,7,-0.34303693505107247,-0.815758388731936,0.39665712381259327,55,14.0,1.1032947041738939
0RPW.L,-0.09742982108195197,-0.24565073035623666,5.1,-0.1354329758331411,0.21585319079873833,0.171669857580401,5,-0.1239334533659577,-0.39581702365522026,-0.21056359505096012,56,49.0,-0.3506585898386229
0QME.L,-0.02444201431491312,-0.2470845891451713,4.0,-0.055711683357079114,-1.4445559691915577,-0.565498385284464,5,-0.12115425951629007,-1.0752863215158641,-0.26122519114959497,57,53.0,-0.46325977189411033
0A1O.L,-0.038683537586530176,-0.2583431519875473,4.4,0.18101994611347696,-0.33761652919802704,-0.565498385284464,5,-0.3053530749488416,-1.069772051178929,-0.1917316071091273,58,43.0,-0.21180716429168106
SAFT,-0.08318829781033442,-0.3094489582249199,5.2,-0.2642500781161237,-0.33761652919802704,0.5385598316668997,5,-0.21606426010458057,-0.8347790113268102,-0.2379417928335911,59,85.0,-1.4556001658997513
VH2.DE,-0.07962791699243027,-0.31164707866361846,6.3,0.020816806067988837,1.322792630792269,-0.5166885149807153,2,-0.269368853390208,-0.8290836589718806,-0.1265644927496824,60,36.0,0.22095218618627144
0QQM.L,-0.09208924985509577,-0.3166056104722559,3.8,0.10370703477467147,-1.4445559691915577,0.6501658772220309,4,-0.23157310043547535,-0.41868989267054907,-0.06306361441175572,61,88.0,-1.7350614036335354
GMR.L,0.1678185498519219,-0.33136300373997524,4.7,0.7613423511053895,0.21585319079873833,0.7139618237827546,4,-0.2664379905789222,-2.706800682845994,-0.3374315665828179,62,19.0,0.8122411170906402
AEM.TO,0.11263264717440424,-0.3344397774258908,5.3,0.0404955339173148,0.21585319079873833,-0.23320661491510156,5,-0.23581594725856633,-0.8153127126977278,-0.21114166771559567,63,22.0,0.7513162778056461
AEM,0.11263264717440424,-0.36191994229309243,5.5,0.0404955339173148,0.21585319079873833,-0.23526621636598977,4,-0.2347725308206672,-0.8153127126977278,-0.21114166771559567,64,23.0,0.7290363972410407
0R2J.L,0.0859297910401217,-0.36490808444830813,5.7,0.0404955339173148,0.21585319079873833,-0.23526621636598977,4,-0.2347725308206672,-0.8153127126977278,-0.21114166771559567,65,25.0,0.6834112281297743
TCBX,-0.07428734576557407,-0.38345150181570486,5.0,-0.30258143876764737,0.21585319079873833,0.013342568667003769,3,-0.030355213622659593,0.00146829723771845,-0.22238820550527807,66,42.0,-0.14074765569175532
SCSC,-0.08140810740138285,-0.40344612123191637,6.4,-0.19363718750485928,0.7693229107955036,-0.565498385284464,3,-0.1087007588003164,-0.2856257125282637,-0.21329384064950616,67,38.0,0.03898110422952076
EVER,0.0022608418193694256,-0.40640391512621665,7.0,0.1340129490125331,0.7693229107955036,0.7139618237827546,5,-0.3206310204360767,-2.2048466494100927,-0.44856236092154855,68,76.0,-1.1166289770241347
0VL5.L,0.00048065141041735696,-0.4140394210235917,3.9,-0.05790474538881487,0.21585319079873833,-0.565498385284464,5,-0.004190135426771428,0.42138023021293375,-0.16818169506506989,69,8.0,1.808812679401889
TXG.TO,-0.017321252679104338,-0.41738855669809266,4.1,-0.05790474538881487,0.21585319079873833,-0.565498385284464,5,-0.006719522634107938,0.42138023021293375,-0.16818169506506989,70,10.0,1.7742261131141686
0J7X.L,0.005821222637273562,-0.41899298097390786,5.6,-0.17310374020990243,1.322792630792269,-0.565498385284464,3,-0.22772551610883526,-0.9402312549912649,-0.26713086404716313,71,44.5,-0.2619411814186101
MBB.DE,0.005821222637273562,-0.41899298097390786,5.6,-0.17310374020990243,1.322792630792269,-0.565498385284464,3,-0.22772551610883526,-0.9402312549912649,-0.26713086404716313,72,44.5,-0.2619411814186101
0QNG.L,0.05210617327003038,-0.44291821236020235,4.5,-0.07506157520248033,-1.998025689188323,0.7139618237827546,3,-0.13532877657121917,-0.2761666959798973,-0.16258716841470525,73,79.0,-1.2104910451659872
NICE,-0.06360620331186116,-0.4844568498449604,6.5,0.007988693506214941,-0.8910862491947924,0.29641228898963495,3,-0.3294504207766036,-1.1363975420198977,-0.18912135178633457,74,83.0,-1.3823045832340344
YETI,-0.08318829781033493,-0.5123394513351108,5.8,-0.07765132517178734,-0.8910862491947924,0.6169815290381369,3,-0.3197698148275556,-0.9625398781978696,-0.027254326483342955,75,87.0,-1.6278373511071929
MER.L,-0.09208924985509526,-0.5195471016281173,7.2,-0.24145972572620739,-0.33761652919802704,-0.565498385284464,3,-0.05071889747711003,-0.5720977586917689,-0.2919803829505415,76,35.0,0.2257787658629555
MTE.DE,-0.07606753617452615,-0.5577718453265669,6.8,0.11077991733776091,0.21585319079873833,-0.565498385284464,4,-0.23887573697319733,-1.2387760171772197,-0.24251914675602348,77,18.0,0.8793843241638049
KGC,0.023623126726795257,-0.5864287642687136,6.1,-0.007687619332885858,0.21585319079873833,-0.565498385284464,5,-0.17928437985913903,-1.0679699565571954,-0.23203076748494744,78,6.0,1.9749332226029592
K.TO,0.005821222637273562,-0.6002860122750642,6.0,-0.007687619332885858,0.21585319079873833,-0.565498385284464,5,-0.17928437985913903,-1.0679699565571954,-0.23203076748494744,79,7.0,1.9283263215777018
TRT.L,-0.036903347177577595,-0.6151156034753322,6.2,0.4715563926628445,0.21585319079873833,0.7139618237827546,4,-0.23437461334005008,-2.606977259774402,-0.4060568651224273,80,69.0,-0.9683637103473542
MU,-0.07606753617452615,-0.6180104998591192,7.1,0.06317270025967767,0.21585319079873833,-0.565498385284464,4,-0.24084245744527466,-1.2387760171772197,-0.24251914675602348,81,21.0,0.7856474193028135
HRTG,-0.05470525126710031,-0.6235331541564203,5.4,-0.28596540802406295,-0.33761652919802704,-0.565498385284464,3,0.26450444398076767,-6.463737832105198,-0.41047358796521094,82,1.0,3.1434051816190003
0DTF.L,-0.06894677453871685,-0.6777989041108862,3.6,-0.16453098850464898,-0.8910862491947924,0.7139618237827546,5,-0.12943656488702154,-0.19541625295784618,-0.1316665065206154,83,80.0,-1.30770177970067
EGO,-0.01554106227015227,-0.7768068918952695,6.6,-0.18034892401424052,-1.4445559691915577,-0.565498385284464,3,-0.10666679359007736,-1.6317710498685583,-0.3135697901079526,84,13.0,1.2116152460836733
ELD.TO,-0.04224391840443482,-0.8722000735363844,6.7,-0.18034892401424052,-1.4445559691915577,-0.17621377237678568,3,-0.14573904831580753,-1.6317710498685583,-0.3135697901079526,85,12.0,1.294631043737882
F3A.DE,-0.01554106227015227,-0.9340246041464187,7.3,-0.07915720970670698,0.21585319079873833,-0.565498385284464,3,-0.26396596510024833,-0.9672765654073564,-0.19347901915985966,86,26.0,0.6439975632763317
FSLR,-0.05114487044919566,-0.9407710651432645,7.4,-0.07915720970670698,0.21585319079873833,-0.565498385284464,3,-0.2640973393239614,-0.9672765654073564,-0.19347901915985966,87,28.0,0.5979796942231848
0R06.L,-0.05114487044919566,-0.9407745519273181,7.5,-0.07915720970670698,0.21585319079873833,-0.565498385284464,3,-0.2640973393239614,-0.9672765654073564,-0.19347901915985966,88,27.0,0.5979976395167614
KIN2.DE,0.07702883899536035,-1.15740759154276,6.9,-0.007687619332885858,0.21585319079873833,-0.565498385284464,5,-0.17871692591958477,-1.0679699565571954,-0.23203076748494744,89,5.0,2.2367982080626487
