cohort,n_stocks,rank_range,mean_return,median_return,std_return,positive_pct,min_return,max_return
Bottom 50%,4277,4277-8553,532.7228766438145,0.18759155616987008,22712.187292548177,62.16974514846856,-0.9999998893088843,1317869.5604194065
Top 50-25%,2138,2139-4276,442.1365314136707,0.19004494850851278,17780.923428076858,61.03835360149673,-0.9999935978475802,816547.2148848017
Top 25-10%,1283,856-2138,4.337334128378631,0.10927501632819146,70.13215240615433,55.572876071706936,-0.9999656325848111,2281.333636842574
Top 10-5%,428,428-855,1008.8425106543598,0.040850389064742657,14849.89335837816,51.4018691588785,-0.9999808046687281,282078.84189068276
Top 5-1%,342,86-427,3.6082676402465506,0.06832751214036648,47.36413593155808,53.80116959064327,-0.999851790465117,864.3572970107498
Top 1%,85,1-85,0.09668071053518414,-0.15070739216161066,0.9183852837357456,44.70588235294118,-0.997191364251209,3.660492400810246
