from_cohort,to_cohort,median_improvement_pct,absolute_improvement
Bottom 50%,Top 50-25%,1.3078372975492947,0.002453392338642696
Top 50-25%,Top 25-10%,-42.50043624637744,-0.08076993218032132
Top 25-10%,Top 10-5%,-62.61689960122768,-0.0684246272634488
Top 10-5%,Top 5-1%,67.2628185549863,0.02747712307562382
Top 5-1%,Top 1%,-320.56619279801913,-0.21903490430197714
