source,RoA,earnYield,grahamNumberToPrice,bVpRatio,revenueGrowth,incomeQuality,returnOnEquity,returnOnCapitalEmployed,currentRatio,grossProfitMargin,freeCashFlowYield,freeCashFlowPerShareGrowth,DcfToPrice,marketCapRevQuants,Altman-Z,Piotroski,tbVpRatio,BoScore,EPStoEPSmean,priceGrowth,CycleHeat,AggScore,rankOfRanks,moatScore,total_return
ENVA,-0.49919565537297406,0.23634384930990793,-0.10077170761452513,-0.0422723531814986,0.337207207919991,1.476390834226079,-0.0991154574314779,-0.1655193218360813,0.31086505053057606,0.0598432720905757,7.016496305946896,0.2481171991155583,0.0,-0.05856516070822727,-0.21836964951006388,0.7693229107955036,-0.11318972535446982,0.17315912107877762,-0.09645971503138971,-0.021074385653346454,0.05538447039824981,0.926859708971806,1.0,5,1.9994787594474859
SLP.L,1.0504887792577682,3.1881072213814208,0.19748201249987282,0.1199558621641113,0.6981273302676001,-0.03759755345120989,0.1171916590842617,0.28083672716782593,0.12338800932475436,-0.2566845552007527,1.523846393215159,1.0573839115032961,-0.19823056954538795,0.17569548212468183,0.001856475804693497,0.21585319079873833,0.2885934535849825,-0.004859919816439354,0.26204568504645,-0.3278869937510399,0.6670787953345988,0.9142671396795384,0.1,5,-0.05333858903851402
GSL-PB,0.04403704561361438,4.263712879849671,0.38561729253649335,0.22096528953900346,0.21805697016546116,-0.07726742143751138,0.048738169103617786,-0.07746688457149059,-0.15279403348859244,0.13510117827623716,2.937811202676685,-0.07682320813302734,0.056184757423958606,0.17569548212468183,-0.2251948177476689,0.21585319079873833,0.5258790069353413,-0.08140810740138235,-0.0638755818330614,0.10264484685491249,0.32200323768179406,0.8897470494967475,0.8,4,1.2606680984995837
GSL,0.04403704561361438,4.263712879849671,0.38561729253649335,0.22096528953900346,0.21805697016546116,-0.07726742143751138,0.048738169103617786,-0.07746688457149059,-0.15279403348859244,0.13510117827623716,2.937811202676685,-0.07682320813302734,0.056184757423958606,0.17569548212468183,-0.2251948177476689,0.21585319079873833,0.5258790069353413,-0.08140810740138235,-0.0638755818330614,0.10264484685491249,0.32200323768179406,0.8897470494967475,0.8,4,1.2606680984995837
CFX.L,0.060253621186275495,1.2271596908747744,-0.045071793926101035,-0.07708426560959701,-0.3579069528423989,-0.09811036021610556,0.08925255899169078,0.05935801039878518,-0.12185666591654185,0.15639687270788938,3.3554377727040126,0.0827883554816084,0.0,0.4099561249575909,-0.18507780148543415,0.7693229107955036,-0.04716737586097015,0.19986197721306065,0.18124929712881951,0.08108193903803823,0.25477635078613775,0.5994620266407037,0.7,3,0.10400273221769225
CAPD.L,0.2535096059487027,2.4293696860324707,0.11516522909775977,0.06013762326369568,0.7936463537160225,0.27127819933034136,0.04159954089772605,0.10660939125313655,-0.1135753221425237,-0.2817898983237849,-0.8345679733848236,2.581831741103418,0.0,0.17569548212468183,-0.21785534111467086,-0.33761652919802704,0.22775501717090066,-0.09208924985509526,0.2511628340834701,0.0660717335807333,0.18866178081636564,0.56849999044005,0.4,3,0.0753139009890026
SYF,-0.6300960269787979,0.7932293179566876,-0.034704820698921175,-0.008797090781104057,-0.1711126541612386,0.5003352616892986,-0.06589059728626676,-0.2119574485701238,-0.14341409940295685,0.20577704476812736,4.372652657139476,0.12288566072106359,0.0,-0.2928258035411364,-0.33144234180911214,1.322792630792269,-0.00198338567032144,-0.08852886903719062,-0.04371758869042156,0.09678452375380842,-0.08978945938799843,0.530019691080514,2.9,6,1.2368005797763695
SYF-PA,-0.6300960269787979,0.7932293179566876,-0.034704820698921175,-0.008797090781104057,-0.1711126541612386,0.5003352616892986,-0.06589059728626676,-0.2119574485701238,-0.14341409940295685,0.20577704476812736,4.372652657139476,0.12288566072106359,0.0,-0.2928258035411364,-0.33144234180911214,1.322792630792269,-0.00198338567032144,-0.08852886903719062,-0.04371758869042156,0.09678452375380842,-0.08978945938799843,0.530019691080514,2.9,6,1.2368005797763695
RFX.L,0.2077922302173528,1.1763820582832056,-0.057642361895314506,0.0,0.5097725580097977,-0.4460588244242939,0.004179262464146803,0.07004993181321616,-0.0875687262973223,0.1303677216297073,0.575604002238953,0.5971322896273119,0.3564285207608052,0.4099561249575909,-0.08512671585708036,0.21585319079873833,-0.04211817145978652,0.0093816034551777,0.24226285858235078,0.11212280692759313,0.41084784360167986,0.43096182034338304,0.2,5,0.32634330299686254
AEP.L,0.24063512932104297,2.462129194396361,0.2353468765907021,0.15859964978492164,0.09992460350953902,-0.39292431340437656,-0.034159421011472534,0.019705519870232325,0.01046476445070297,-0.9378608517447834,0.6800673055776177,-0.8951110173360737,0.3613975970024213,0.17569548212468183,0.02024274280007466,0.7693229107955036,0.4442986116056728,0.06990807735955207,0.13346522103627076,0.1331508245302216,0.2688169512243195,0.40231158584831295,0.3,3,0.3297913211516055
MPE.L,0.13641015670963252,0.6755362708659945,-0.06918292428147949,-0.028135203527004167,1.1089640672434193,0.7784142651910242,-0.061441335217664685,0.008768061999164198,-0.11757852680948094,-0.7926623691714292,-0.00551625485469612,0.09174154457724343,0.0,0.17569548212468183,0.049008664407224456,-0.33761652919802704,0.05061729245244033,-0.06716658412976478,0.08808858995249,0.0856097841751541,-0.14355008868429034,0.16260043638246324,0.9,3,0.728559939963662
PRU.TO,0.28936273900802284,0.6653559465643658,-0.034655983508207464,-0.10012163293737487,2.336640100032563,-0.28815333239633484,0.00812093550588044,0.08188692098373132,-0.06786007863048772,-0.48825012714022276,0.29611936831288704,0.10439689895279772,0.5028834323067891,-0.05856516070822727,0.31693051884352735,-1.4445559691915577,0.13349908948762776,0.18740064435039516,0.21000317896722184,-0.46881055812818095,-0.565498385284464,0.1616128545390752,0.5,4,2.2671276284425987
CDFF.L,-0.2553292344345314,0.07635659786507015,-0.04088162767704864,0.13344225399094695,-1.6057297075037376,-0.11150912153576843,-0.20697885877902367,-0.25753772756768883,0.3089431935818633,1.8073992070940645,-0.30978212344638834,0.3587863838254085,0.0,0.4099561249575909,0.5508927873840391,-0.8910862491947924,0.3642605141278131,0.005821222637273562,0.3068366194536056,0.1119372123727541,0.7139618237827546,0.1469759290934205,0.6,6,0.04752742945680249
HSM.L,-0.05988995874049866,1.0524483974867545,0.0105976477459521,0.010779102239041065,-0.5266782605363642,-0.2170079800830172,-0.007620665954617677,-0.07110965595104056,-0.04087640917159116,-0.11123410032637283,-0.4734581186162095,-0.18675404594232337,-0.04896684300579155,0.4099561249575909,-0.09967974794843885,0.7693229107955036,0.08863306109140119,-0.09386944026404784,0.24974510608106987,0.15973939581469315,0.5873890978201352,0.1401465617491828,1.2,4,-0.33371790303022064
RRBI,-0.7212210494762941,-0.207292581892138,-0.1301083447462157,-0.01862872087920695,-0.23604466687759038,-0.12946939280178002,-0.17378966990672604,-0.15591488207702497,1.048657920194768,0.7906564887736246,-0.3893956050107039,0.20454760794235607,0.17398938320385224,0.17569548212468183,-0.360280687866095,0.7693229107955036,0.06343645217883473,-0.0903090594461437,0.14521282224445098,0.13918797437333963,0.48466332332469214,0.1382915704176185,2.3,5,0.28973810326335003
NEXN,-0.6506785121962799,-1.0499936293856895,-0.1999776679778363,0.46978032318671914,-0.5505296330778151,0.1478110267813574,-0.2861003795323013,-0.2567709223677074,-0.1301928698154696,0.8587230669930114,2.3539227108010867,0.020102956889784085,0.0,0.17569548212468183,-0.23136487970802,-0.8910862491947924,0.02648370647401147,0.06634769654164743,0.2386962045523053,0.19230770524083518,0.7139618237827546,0.10171379601122835,2.6,4,0.4341085046485124
