buy_year,eval_years,n_stocks,mean_return,median_return,std_return,positive_pct,min_return,max_return
2021,1,100,0.020586304400235803,-0.0531788349373495,0.35095779875770156,39.0,-0.5742574246120989,1.1630603888447308
2021,2,99,0.23660353233781814,0.16696344212468633,0.7979843448705768,66.66666666666666,-0.6819771033178298,6.977784180430456
2021,3,100,0.9656299175206118,0.24750479800837621,4.788278010731709,69.0,-0.585534415479359,35.36854581653824
2022,1,99,0.2125237957767813,0.13193588162762027,0.425240808403034,71.71717171717171,-0.6875,2.902837240510388
2022,2,100,0.4513418981592864,0.14761857410891777,1.6750302114454576,63.0,-0.6806640625,15.654308691771398
2023,1,99,0.29362394033640304,0.1522915179066676,0.5905827542668378,66.66666666666666,-0.40921981878993746,3.2934753056794848
