source,BoScore,AggScore,rankOfRanks,Altman-Z,Piotroski,CycleHeat,moatScore,grahamNumberToPrice,earnYield,returnOnEquity,Original_Rank,OLS_Rank,OLS_Score
MBB.DE,0.005821222637273562,-0.4184759609311176,5.5,-0.17310374020990243,1.322792630792269,-0.565498385284464,3,-0.22772551610883526,-0.9402312549912649,-0.26713086404716313,72,46.5,-0.2653887618486801
0QNG.L,0.05210617327003038,-0.4432996202629503,4.6,-0.07506157520248033,-1.998025689188323,0.7139618237827546,3,-0.13532877657121917,-0.2761666959798973,-0.16258716841470525,73,79.0,-1.2052936323711454
NICE,-0.06360620331186116,-0.4844568498449605,6.4,0.007988693506214941,-0.8910862491947924,0.29641228898963495,3,-0.3294504207766036,-1.1363975420198977,-0.18912135178633457,74,83.0,-1.3827082516910507
YETI,-0.08318829781033493,-0.5108789220160898,5.7,-0.07765132517178734,-0.8910862491947924,0.6169815290381369,3,-0.3197698148275556,-0.9625398781978696,-0.027254326483342955,75,87.0,-1.6328808093639915
MER.L,-0.09208924985509526,-0.5195471016281173,7.1,-0.24145972572620739,-0.33761652919802704,-0.565498385284464,3,-0.05071889747711003,-0.5720977586917689,-0.2919803829505415,76,35.0,0.2260974425190372
MTE.DE,-0.07606753617452615,-0.5579305861916782,6.7,0.11077991733776091,0.21585319079873833,-0.565498385284464,4,-0.23887573697319733,-1.2387760171772197,-0.24251914675602348,77,18.0,0.8780907037167914
KGC,0.023623126726795257,-0.586704386472231,6.0,-0.007687619332885858,0.21585319079873833,-0.565498385284464,5,-0.17928437985913903,-1.0679699565571954,-0.23203076748494744,78,6.0,1.9763458570833365
K.TO,0.005821222637273562,-0.6007518036533697,5.9,-0.007687619332885858,0.21585319079873833,-0.565498385284464,5,-0.17928437985913903,-1.0679699565571954,-0.23203076748494744,79,7.0,1.9305861801352124
TRT.L,-0.036903347177577595,-0.6151156034753322,6.1,0.4715563926628445,0.21585319079873833,0.7139618237827546,4,-0.23437461334005008,-2.606977259774402,-0.4060568651224273,80,69.0,-0.9690270328208604
MU,-0.07606753617452615,-0.6181954956139156,7.0,0.06317270025967767,0.21585319079873833,-0.565498385284464,4,-0.24084245744527466,-1.2387760171772197,-0.24251914675602348,81,21.0,0.7848759667857871
HRTG,-0.05470525126710031,-0.6204621556555714,5.4,-0.28596540802406295,-0.33761652919802704,-0.565498385284464,3,0.26450444398076767,-6.463737832105198,-0.41047358796521094,82,1.0,3.1407655538611703
0DTF.L,-0.06894677453871685,-0.6776917996244016,3.6,-0.16453098850464898,-0.8910862491947924,0.7139618237827546,5,-0.12943656488702154,-0.19541625295784618,-0.1316665065206154,83,80.0,-1.3067126354384568
EGO,-0.01554106227015227,-0.7771592003900043,6.5,-0.18034892401424052,-1.4445559691915577,-0.565498385284464,3,-0.10666679359007736,-1.6317710498685583,-0.3135697901079526,84,13.0,1.2102486338365803
ELD.TO,-0.04224391840443482,-0.872548139058574,6.6,-0.18034892401424052,-1.4445559691915577,-0.17621377237678568,3,-0.14573904831580753,-1.6317710498685583,-0.3135697901079526,85,12.0,1.2955342812926547
F3A.DE,-0.01554106227015227,-0.9347619804709435,7.2,-0.07915720970670698,0.21585319079873833,-0.565498385284464,3,-0.26396596510024833,-0.9672765654073564,-0.19347901915985966,86,26.0,0.6482546895187502
FSLR,-0.05114487044919566,-0.9413843690679137,7.3,-0.07915720970670698,0.21585319079873833,-0.565498385284464,3,-0.2640973393239614,-0.9672765654073564,-0.19347901915985966,87,27.5,0.6008844883730137
0R06.L,-0.05114487044919566,-0.9413843690679137,7.3,-0.07915720970670698,0.21585319079873833,-0.565498385284464,3,-0.2640973393239614,-0.9672765654073564,-0.19347901915985966,88,27.5,0.6008844883730137
KIN2.DE,0.07702883899536035,-1.1575090615077366,6.8,-0.007687619332885858,0.21585319079873833,-0.565498385284464,5,-0.17871692591958477,-1.0679699565571954,-0.23203076748494744,89,5.0,2.237012755871955
