from_cohort,to_cohort,median_improvement_pct,absolute_improvement
Bottom 50%,Top 50-25%,10245.167905918155,0.23514130191555732
Top 50-25%,Top 25-10%,18.900501940915422,0.044876679968044064
Top 25-10%,Top 10-5%,20.52765526391252,0.05795226513682822
Top 10-5%,Top 5-1%,-5.020266296099953,-0.017082228715952774
Top 5-1%,Top 1%,6.655336480525629,0.021508926864319045
Top 1%,Top 100,-25.085847137699112,-0.08646893045101528
