source,BoScore,AggScore,rankOfRanks,Altman-Z,Piotroski,CycleHeat,moatScore,grahamNumberToPrice,earnYield,returnOnEquity,Original_Rank,OLS_Rank,OLS_Score
0L7G.L,0.015115171016977354,0.0974709985028524,1.5,-0.07112821607973667,0.7220563265986036,0.2127920264050514,6,-0.22203113640268865,-0.14385151237980515,0.15696129789004598,22,52.5,-0.43211846143020316
0RPW.L,-0.09665193861559762,0.0867163542632769,2.9,-0.09036129439568202,0.7220563265986036,0.2127920264050514,5,-0.09755699418330975,-0.22679764118107973,0.019404934797490638,23,41.0,-0.14336650430426887
0QME.L,-0.023914613299160174,0.08270733672022149,2.3,-0.09808663096810041,0.24549915104352538,0.2127920264050514,5,-0.1639623513500283,-1.4974478628815695,-0.10950292320077996,24,30.0,0.3778474593285058
0LJL.L,0.029307819859209272,0.07764882276249642,3.7,-0.09605263177282444,0.7220563265986036,0.2127920264050514,3,-0.17429519142682381,-0.03326434002964461,0.08536322272214858,25,61.5,-0.6794924415555108
UHS,0.029307819859209272,0.07764882276249642,3.7,-0.09605263177282444,0.7220563265986036,0.2127920264050514,3,-0.17429519142682381,-0.03326434002964461,0.08536322272214858,26,61.5,-0.6794924415555108
RRBI,-0.08955561419448217,0.07554207547092537,3.5,-0.1372799803373983,0.24549915104352538,0.2127920264050514,5,-0.14384759482475734,0.04637516411804121,0.06225713307506204,27,51.0,-0.4048839995171814
0QQF.L,0.18542695712375787,0.07290152441321286,2.0,-0.08847565264226423,0.7220563265986036,0.2127920264050514,3,-0.04150823512621955,-0.8259054385111811,-0.05246091731794998,28,26.0,0.40314191280435324
TCL-B.TO,0.002696603280024297,0.056254305188183674,2.6,-0.10926994390163586,-0.23105802451155288,0.2127920264050514,2,-0.09812214312625249,-0.0019107667989682038,0.0006140317231420135,29,76.5,-1.32072086362643
TCL-A.TO,0.002696603280024297,0.056254305188183674,2.6,-0.10926994390163586,-0.23105802451155288,0.2127920264050514,2,-0.09812214312625249,-0.0019107667989682038,0.0006140317231420135,30,76.5,-1.32072086362643
ANP.L,0.07720800970174112,0.04500966634411981,1.2,0.0029735537140186735,0.24549915104352538,0.2127920264050514,4,-0.20302155725082102,0.06445756954427173,0.19361100846104412,31,73.0,-0.9213569918827621
FRES.L,-0.052299910983623514,0.037458489520123164,3.2,-0.04767072687251363,0.24549915104352538,0.2127920264050514,4,-0.228827054167759,0.06793830657565632,0.2786311632433325,32,69.0,-0.8382995249590888
