score,source,date,uCurrentRatio,dCurrentRatio,returnOnAssets,dReturnOnAssets,mDebtEquityRatio,dEffectiveTaxRate,dReturnOnCapitalEmployed,dGrossProfitMargin,mGrossProfitMargin,mPfcfRatio,mEarningsYield,dReturnOnTangibleAssets,mPbRatio,dPbRatio,grahamNetNet,dNetIncomePerShare,dGrossProfitToAssets,uGrahamNumberToPrice,dSalesToAssets,dAssetsToLongTermLiabilities,mSalesToMarketCap,CFO,dSalesToInventory,dGrossProfit,dFreeCashFlowToEquity,dCFOtoMarketCap,uIncomeQuality,dRevenue,dSharesOutstanding,dEPS,mEquityToAssets,uNetDebtToEBITDA,mNetProfitMargin,PEG,returnOnEquity,capitalExpenditureCoverageRatio,symbol,buy_price,eval_price,price_return,div_return,total_return,current_price,current_return
13.410000000000002,VHI,2021-10-01,3.6099244875943906,-0.8960172830532627,0.017303340875815254,0.0037536761431605625,0.8107293550331525,-0.016924157129753925,0.010347405279930756,0.019596238201903537,0.28337236533957844,3.336217426710098,0.06346300533943554,0.004197010390568289,0.9877938517179023,0.10887118152623032,-21.532456140350877,0.45614035087719285,0.011369520269025726,4.80926167932072,0.026213614129075247,0.45811694008172044,0.8338062547673531,270500000.0,0.19723914050577718,40900000.0,0.16812427716072914,0.1609325686605115,3.0599547511312215,104300000.0,0.0,0.45614035087719285,0.2760215626247837,-0.1942985746436609,0.07611241217798595,7.7728272086866745,0.03268836648583484,-12.863453815261044,VHI,7.1875,3.7975,-0.4716521739130435,0.03319342453853819,-0.4384587493745053,3.945,-0.3879255892165541
13.409999999999998,ETD,2021-10-01,1.419299245569234,0.12683940375316882,0.0390148086252118,0.009303503497936603,0.32693311899040106,-0.0054338571479873865,0.016384101887698198,-0.01131101460318873,0.5875690196210348,190.1625861577898,0.040280930659344946,0.009918968521838531,1.8253620181043224,0.08256345549383748,-5.13812214521972,0.26477877048245446,0.016393854461073054,2.8185548686622237,0.033075742193583224,-0.028344789368514256,0.3116747119690291,5712000.0,0.1159935900077198,13077000.0,-0.03520354930838872,-0.01969443072208904,0.21238938053097345,25766000.0,21000.0,0.26477877048245446,0.5306167745978693,0.35799671265627336,0.12924029160039022,4.506760140771209,0.04352728087946217,-4.595184007269423,ETD,6.5725,7.98,0.21414986686953225,0.16510705082097665,0.3792569176905089,7.364999999999999,0.3990805502806689
13.400000000000002,0QLZ.L,2021-10-01,1.4545094050102585,0.10942347522210905,0.0909179161775997,-0.024792269966441682,0.017415921959205948,-0.008041761560403482,-0.04919471216372126,-0.012013679907740271,0.9568258810072006,14.38879856164204,0.03758490283435414,-0.06873916592429491,3.7396741687700388,-0.3365943418161814,4.775493719015855,-0.13724913469982547,-0.0813305873903919,1.9021338928092275,-0.0802152976916426,98.0760508146227,0.12438734902794477,38105000.0,,-6422000.0,0.01886639784477856,0.010167909142548233,1.8493981751116289,-5783000.0,-17079.0,-0.13724913469982547,0.6468480553520841,-2.9994500458295144,0.302160172461834,-2.245416898653154,0.11055529026536598,-6352.833333333333,0QLZ.L,10.3,6.125,-0.40533980582524276,0.15808641203788976,-0.247253393787353,1.905,-0.5259790867640007
13.39,FLNG,2021-10-01,1.1785604186560599,-0.013378929930831784,0.013012862925042164,0.007996069404624159,1.8656724561032858,-0.00243672802547785,0.007062596389128269,0.09736569925123711,0.5875165125495376,21.614632494072485,0.03427273601029665,0.007996069404624159,1.111149289457127,0.1883145721659678,-28.429999247809246,0.37789748612782387,0.011753021879149454,1.5731188587169058,0.012107118279145283,0.0064479869856317595,0.1197122034592417,79357000.0,3.935668182143882,31228000.0,0.037800238449915945,0.02658015819623498,1.3499664695482534,32833000.0,-47000.0,0.37789748612782387,0.34567209797735726,22.749903213317847,0.40126718528303734,20.70606613985455,0.008082126265592827,-22145.5,FLNG,9.532139909390345,3.238958328503636,-0.6602065895704218,0.2253261545686916,-0.4348804350017302,5.1998367814315065,-0.014901091345376982
13.359999999999998,SB,2021-10-01,1.399404681369233,-0.7120285930686172,0.05958494773009723,0.007527621596058007,0.5559934632824922,0.0,-0.0008263125348992595,-0.008708634925888692,0.6510098332990772,-2.576459468203923,0.1421822523856721,0.007527621596058007,0.6751686306312938,-0.3297800194419078,-2.48353259091985,0.07411943464078558,-0.0023669196843989007,8.706985420547545,-0.0024726776845211546,0.6002697050593202,0.20157149900749807,-153796800.0,,-840000.0,-0.2937347057529452,-0.4452449917804132,-2.3586657464918335,-53000.0,1753042.0,0.07411943464078558,0.6206959573068207,3.343756043318507,0.7053688298482275,8.047961515451865,0.06599699664330723,4.355239669421487,SB,0.9425,0.9825,0.04244031830238731,0.25525077870297946,0.2976910970053668,1.11,0.577644041805613
13.359999999999998,SB-PC,2021-10-01,1.399404681369233,-0.7120285930686172,0.05958494773009723,0.007527621596058007,0.5559934632824922,0.0,-0.0008263125348992595,-0.008708634925888692,0.6510098332990772,-2.576459468203923,0.1421822523856721,0.007527621596058007,0.6751686306312938,-0.3297800194419078,-2.48353259091985,0.07411943464078558,-0.0023669196843989007,8.706985420547545,-0.0024726776845211546,0.6002697050593202,0.20157149900749807,-153796800.0,,-840000.0,-0.2937347057529452,-0.4452449917804132,-2.3586657464918335,-53000.0,1753042.0,0.07411943464078558,0.6206959573068207,3.343756043318507,0.7053688298482275,8.047961515451865,0.06599699664330723,4.355239669421487,SB-PC,0.9425,0.9825,0.04244031830238731,0.25525077870297946,0.2976910970053668,1.11,0.577644041805613
13.359999999999998,SB-PD,2021-10-01,1.399404681369233,-0.7120285930686172,0.05958494773009723,0.007527621596058007,0.5559934632824922,0.0,-0.0008263125348992595,-0.008708634925888692,0.6510098332990772,-2.576459468203923,0.1421822523856721,0.007527621596058007,0.6751686306312938,-0.3297800194419078,-2.48353259091985,0.07411943464078558,-0.0023669196843989007,8.706985420547545,-0.0024726776845211546,0.6002697050593202,0.20157149900749807,-153796800.0,,-840000.0,-0.2937347057529452,-0.4452449917804132,-2.3586657464918335,-53000.0,1753042.0,0.07411943464078558,0.6206959573068207,3.343756043318507,0.7053688298482275,8.047961515451865,0.06599699664330723,4.355239669421487,SB-PD,0.9425,0.9825,0.04244031830238731,0.25525077870297946,0.2976910970053668,1.11,0.577644041805613
13.35,WNEB,2021-10-01,0.13322799701182775,-0.026650322437373586,0.00245033830032402,4.6321728700177665e-05,0.09962984156503701,-0.01581035822907839,0.0007072377671706841,-0.01078430926551377,0.9308720881338828,27.002120195285258,0.032131717364259765,4.634915938649467e-05,0.8653937613103966,-0.01832032535181216,-91.23005110696151,0.014634908066187391,-0.0001047234274714811,3.6560433745215204,-3.915838554271328e-06,6.8410794415898835,0.1228547431441842,9003000.0,,-22000.0,0.011475874955032508,0.020589959843169085,1.447427652733119,249000.0,-522419.0,0.014634908066187391,0.08812078355673301,-8.578225171521764,0.2615423429484484,-0.5239745575665228,-0.0021934122527806563,-6.908942202835332,WNEB,2.19,2.25,0.02739726027397263,0.06796979124478691,0.09536705151875954,3.0025,0.49576848521358863
13.349999999999998,XD4.DE,2021-10-01,1.2045176070621673,0.0,0.040687178097932174,0.020343589048966087,0.29490135406840656,0.035933134431972935,0.05166481270243979,-0.2584800593909298,0.1178929306943596,3.5478182600425705,0.132285541806616,0.022094610194686063,0.9290387710357934,-0.07097726534562276,-24.16658382066277,2.424133097027644,-0.05047719701535314,7.159629046977987,0.35813762374682717,0.0,2.3304194623287033,1283069000.0,4.518103338860782,-617122500.0,0.13093099800222655,0.18271679424729093,2.5793857250840317,4378507500.0,-23.0,2.424133097027644,0.3310635372763494,-2.854511741795825,0.05676469148366443,52.132870510756504,0.09289839718582257,-7.749006411836133,XD4.DE,9.1625,10.375,0.1323328785811733,0.08552325674126587,0.21785613532243917,20.175,1.365909854049474
13.349999999999998,0MKP.L,2021-10-01,1.2045176070621673,0.0,0.040687178097932174,0.020343589048966087,0.29490135406840656,0.035933134431972935,0.05166481270243979,-0.2584800593909298,0.1178929306943596,3.5478182600425705,0.132285541806616,0.022094610194686063,0.9290387710357934,-0.07097726534562276,-24.16658382066277,2.424133097027644,-0.05047719701535314,7.159629046977987,0.35813762374682717,0.0,2.3304194623287033,1283069000.0,4.518103338860782,-617122500.0,0.13093099800222655,0.18271679424729093,2.5793857250840317,4378507500.0,-23.0,2.424133097027644,0.3310635372763494,-2.854511741795825,0.05676469148366443,52.132870510756504,0.09289839718582257,-7.749006411836133,0MKP.L,9.1625,10.375,0.1323328785811733,0.08552325674126587,0.21785613532243917,20.175,1.365909854049474
