source,RoA,earnYield,grahamNumberToPrice,bVpRatio,revenueGrowth,incomeQuality,returnOnEquity,returnOnCapitalEmployed,currentRatio,grossProfitMargin,freeCashFlowYield,freeCashFlowPerShareGrowth,DcfToPrice,marketCapRevQuants,Altman-Z,Piotroski,tbVpRatio,BoScore,EPStoEPSmean,priceGrowth,CycleHeat,AggScore,rankOfRanks,moatScore,total_return
SNA,-0.005088832224728112,-0.14385151237980515,-0.22203113640268865,-0.1327908515750384,0.03034226930999735,0.06167920544210012,0.15696129789004598,0.11942341380450106,-0.07649804806365583,-0.06597009043355755,-0.31521920508551404,0.0020288586190010775,0.09913341240882578,-0.1471707626041169,-0.07112821607973667,0.7220563265986036,-0.2526805316978888,0.015115171016977354,0.913773499960152,0.07383369011999832,0.2127920264050514,0.0974709985028524,1.5,6,0.5671680321646336
0L7G.L,-0.005088832224728112,-0.14385151237980515,-0.22203113640268865,-0.1327908515750384,0.03034226930999735,0.06167920544210012,0.15696129789004598,0.11942341380450106,-0.07649804806365583,-0.06597009043355755,-0.31521920508551404,0.0020288586190010775,0.09913341240882578,-0.1471707626041169,-0.07112821607973667,0.7220563265986036,-0.2526805316978888,0.015115171016977354,0.913773499960152,0.07383369011999832,0.2127920264050514,0.0974709985028524,1.5,6,0.5671680321646336
0RPW.L,-0.31343285245154034,-0.22679764118107973,-0.09755699418330975,0.020960049650644717,0.5607350651927616,-0.2655291605818569,0.019404934797490638,0.06333291062977414,-0.06524281786976349,0.6074124460935493,0.05133232602974566,0.2764103063505826,-0.0032350284140770964,-0.1471707626041169,-0.09036129439568202,0.7220563265986036,-0.2738140115669807,-0.09665193861559762,-0.1450565897624929,0.057576242511062824,0.2127920264050514,0.0867163542632769,2.9,5,1.0897486581363143
0QME.L,-0.6425520541622638,-1.4974478628815695,-0.1639623513500283,-0.06235975265051408,1.0402612302831087,0.9897399357276774,-0.10950292320077996,0.10526771806446295,-0.10445805359593384,0.026648018724065612,0.4905796605011451,0.1929793928407189,0.06671929098326372,0.2988012452871465,-0.09808663096810041,0.24549915104352538,-0.05628812133464853,-0.023914613299160174,-0.1450565897624929,0.061414650547540604,0.2127920264050514,0.08270733672022149,2.3,5,0.32153699152195747
0LJL.L,-0.28340482039884557,-0.03326434002964461,-0.17429519142682381,-0.07503974216124187,0.043732989203401476,0.14341894448193337,0.08536322272214858,0.07788374072716611,-0.13519741616949965,1.1713855595318714,-0.4355553046458362,-0.3605670932494087,0.04253601030344724,-0.37015676654974866,-0.09605263177282444,0.7220563265986036,-0.2713720905142344,0.029307819859209272,0.4283500310105086,0.05456695369973087,0.2127920264050514,0.07764882276249642,3.7,3,0.4662152970503583
UHS,-0.28340482039884557,-0.03326434002964461,-0.17429519142682381,-0.07503974216124187,0.043732989203401476,0.14341894448193337,0.08536322272214858,0.07788374072716611,-0.13519741616949965,1.1713855595318714,-0.4355553046458362,-0.3605670932494087,0.04253601030344724,-0.37015676654974866,-0.09605263177282444,0.7220563265986036,-0.2713720905142344,0.029307819859209272,0.4283500310105086,0.05456695369973087,0.2127920264050514,0.07764882276249642,3.7,3,0.4662152970503583
RRBI,-0.5371859586450389,0.04637516411804121,-0.14384759482475734,-0.03788170076188908,-0.18275532795690708,0.0666632371679393,0.06225713307506204,0.09269890483160459,-0.1623871501729382,1.133120088462777,-0.23532026055966485,0.08264137477393166,0.17758323624021605,0.07581524134151478,-0.1372799803373983,0.24549915104352538,-0.032513504312388926,-0.08955561419448217,0.0590143595410076,0.05968792947404771,0.2127920264050514,0.07554207547092537,3.5,5,0.28973810326335003
0QQF.L,-0.5226306745317991,-0.8259054385111811,-0.04150823512621955,0.12150305766199891,0.17010995758713046,0.5183942991348489,-0.05246091731794998,0.038634424541366855,-0.1100390617240015,-0.028419873357026247,-0.16752544110086467,-0.0885212482985254,0.2382099989056833,0.2988012452871465,-0.08847565264226423,0.7220563265986036,0.23329944140839584,0.18542695712375787,-0.1450565897624929,0.06033064185046968,0.2127920264050514,0.07290152441321286,2.0,3,0.9572744608902972
TCL-B.TO,-0.4311870658272333,-0.0019107667989682038,-0.09812214312625249,0.0890017351846764,0.4036185112990343,0.45328937370379196,0.0006140317231420135,0.05744951198057832,-0.11667472861379799,0.026880614498246327,0.3641405533925282,0.14338272516192005,0.2800655222373027,-0.1471707626041169,-0.10926994390163586,-0.23105802451155288,-0.3278538895765331,0.002696603280024297,-0.06102700207721003,0.052886170052841276,0.2127920264050514,0.056254305188183674,2.6,2,0.4962484375154755
TCL-A.TO,-0.4311870658272333,-0.0019107667989682038,-0.09812214312625249,0.0890017351846764,0.4036185112990343,0.45328937370379196,0.0006140317231420135,0.05744951198057832,-0.11667472861379799,0.026880614498246327,0.3641405533925282,0.14338272516192005,0.2800655222373027,-0.1471707626041169,-0.10926994390163586,-0.23105802451155288,-0.3278538895765331,0.002696603280024297,-0.06102700207721003,0.052886170052841276,0.2127920264050514,0.056254305188183674,2.6,2,0.4962484375154755
ANP.L,0.32901498020817627,0.06445756954427173,-0.20302155725082102,-0.12761688176966499,0.056179780419375075,0.03029714412820362,0.19361100846104412,0.14942982547485026,-0.013316675406343478,-0.16352921162602027,-0.342218780886245,-0.14908984173011336,0.10611403396680036,0.2988012452871465,0.0029735537140186735,0.24549915104352538,-0.2589107719366908,0.07720800970174112,-0.13135843641826536,0.072780492111158,0.2127920264050514,0.04500966634411981,1.2,4,-0.09163348291022155
