cohort,n_stocks,rank_range,mean_return,median_return,std_return,positive_pct,min_return,max_return
Bottom 50%,4049,4050-8098,355.11534525423923,0.0022951434673874616,20760.22832365335,50.111138552729074,-0.9999987414149085,1317869.5604194065
Top 50-25%,2025,2025-4049,0.7145985994400956,0.23743644538294478,4.3020214910167915,67.95061728395062,-0.9860135135135135,126.03601455276744
Top 25-10%,1215,810-2024,129.3267748273618,0.28231312535098885,3615.2772056635317,74.07407407407408,-0.971889523382504,120998.99999999999
Top 10-5%,405,405-809,0.6844251868371587,0.34026539048781707,1.9318869318730227,72.34567901234567,-0.9558391460525825,29.154867001499657
Top 5-1%,324,81-404,5.3957664701044,0.3231831617718643,85.38626972596589,72.8395061728395,-0.8823179243854545,1537.3138551506556
Top 1%,80,1-80,0.6990159013882933,0.34469208863618334,1.8484116289716168,76.25,-0.775390625,13.063131232572427
Top 100,100,1-100,0.8580124729165971,0.25822315818516806,2.733910578265826,73.0,-0.775390625,22.05362538841865
