source,date,price,marketCap,prev_price,prev_mcap,removal_reason
0MDS.L,2025-07-01,0.0,0.0,1.525,1219390000.0,zero_price
0MN5.L,2013-10-01,-0.531023219494953,142280994.5,,,negative_price (-0.5310)
0MN5.L,2017-10-01,-31.091401615948033,324294720.0,8.9425,340785010.86,negative_price (-31.0914)
0N08.L,2019-10-01,-0.6339714874619686,146886061.0627,,,negative_price (-0.6340)
0N7N.L,2025-01-01,-0.0,0.0,3.6799999999999997,748718300.8000001,zero_price
0NJB.L,2019-10-01,-10.027439041384396,321010866.0,,,negative_price (-10.0274)
0O80.L,2025-07-01,0.0,0.0,25.625,2513101560.0,zero_price
0OA4.L,2017-04-01,-0.4471859286155015,376870413.2,4.929810942368871,329232650.0,negative_price (-0.4472)
0OA4.L,2020-10-01,-6.6445441988950265,583604486.4,15.665222676233038,363079174.40000004,negative_price (-6.6445)
0OAL.L,2024-04-01,-1.7820475226519137,49244815111.829994,19.41,52995266478.72,negative_price (-1.7820)
0OB3.L,2019-04-01,-15.159090909090907,266762398.6,,,negative_price (-15.1591)
0OB3.L,2019-07-01,-1.144394927536232,236406677.38,,,negative_price (-1.1444)
0OB3.L,2020-07-01,25.63053743954864,697981360.25,0.09609103097748135,616929463.8,price_mcap_mismatch (price 267x but mcap 1.13x)
0OB3.L,2021-04-01,-3.629322906412305,1354571779.44,6.99697118098454,1028667600.0,negative_price (-3.6293)
0OB3.L,2021-10-01,-0.8667582188483772,2471943229.0,6.99697118098454,1028667600.0,negative_price (-0.8668)
0OB3.L,2022-04-01,-1.3511285338118417,1002350700.0,25.45527991233258,1683316183.68,negative_price (-1.3511)
0OB3.L,2022-07-01,-0.5321526426234664,482014800.0,25.45527991233258,1683316183.68,negative_price (-0.5322)
0OB3.L,2023-10-01,-2.161597146462168,655078510.4,1.3013536888239592,768884522.8,negative_price (-2.1616)
0OB3.L,2024-01-01,-0.3862119964691304,506575389.7,1.3013536888239592,768884522.8,negative_price (-0.3862)
0P3V.L,2021-01-01,0.001171271776440269,35389000.0,0.1238802889950612,31908800.0,price_mcap_mismatch (price 0.0095x but mcap 1.11x)
0P3V.L,2022-04-01,0.08077282027926305,29351040.0,0.00043207656768777406,54326475.0,price_mcap_mismatch (price 187x but mcap 0.54x)
0P3V.L,2022-07-01,1.5938624832190456,53458019.99999999,0.00043207656768777406,54326475.0,price_mcap_mismatch (price 3689x but mcap 0.98x)
0P3V.L,2022-10-01,0.5783655504350284,52350480.0,0.00043207656768777406,54326475.0,price_mcap_mismatch (price 1339x but mcap 0.96x)
0P3V.L,2023-01-01,0.19563614366148788,56004509.99999999,0.00043207656768777406,54326475.0,price_mcap_mismatch (price 453x but mcap 1.03x)
0P3V.L,2023-04-01,0.13372674979946034,50988420.0,0.00043207656768777406,54326475.0,price_mcap_mismatch (price 309x but mcap 0.94x)
0P3V.L,2023-07-01,0.15601868033729424,49529200.0,0.00043207656768777406,54326475.0,price_mcap_mismatch (price 361x but mcap 0.91x)
0P3V.L,2023-10-01,0.23147199708388957,30743520.0,0.00043207656768777406,54326475.0,price_mcap_mismatch (price 536x but mcap 0.57x)
0P49.L,2024-10-01,0.0,1525827600.0,16.925,1420887600.0,zero_price
0Q19.L,2020-01-01,-2.5996171273360167,590963200.0,29.53837661820108,655516580.0,negative_price (-2.5996)
0Q19.L,2020-10-01,-8.424667333120016,872557310.0,6.238636466182376,815756000.0,negative_price (-8.4247)
0Q19.L,2021-01-01,-64.16900399952223,1012329500.0,6.238636466182376,815756000.0,negative_price (-64.1690)
0Q19.L,2021-04-01,-1.2033458663020449,1265957900.0,6.238636466182376,815756000.0,negative_price (-1.2033)
0Q19.L,2021-07-01,-6.2412338128126565,1079527900.0,6.238636466182376,815756000.0,negative_price (-6.2412)
0Q19.L,2021-10-01,-247.15534399929737,978209750.0,6.238636466182376,815756000.0,negative_price (-247.1553)
0Q19.L,2022-01-01,-4.701849060947926,993525480.0,6.238636466182376,815756000.0,negative_price (-4.7018)
0Q19.L,2022-10-01,-0.5707150192894322,608824530.0,161.24299685493946,753757600.0,negative_price (-0.5707)
0Q19.L,2023-01-01,-15.965728048712597,593379260.0,161.24299685493946,753757600.0,negative_price (-15.9657)
0Q19.L,2023-10-01,-3.69937753597942,457700950.0,5.4124788364328715,599811800.0,negative_price (-3.6994)
0Q19.L,2024-01-01,-8.21018245077417,534093780.0,5.4124788364328715,599811800.0,negative_price (-8.2102)
0Q19.L,2025-07-01,-6.488268592167045,525278040.0,7.088033332123403,608596040.0,negative_price (-6.4883)
0QEJ.L,2019-10-01,-1.0147004059716522,490996823.824,,,negative_price (-1.0147)
0QEJ.L,2020-01-01,-0.0477629054764418,522557000.69,,,negative_price (-0.0478)
0QEJ.L,2020-07-01,-0.137964458373667,376370000.0,0.1697903225806452,442860000.0,negative_price (-0.1380)
0QEJ.L,2021-01-01,-0.01269082451129201,294908524.32,1.129875,261795988.256,negative_price (-0.0127)
