date,currency,rate,pair
2019-01-01,AED,0.27186,AEDUSD
2019-01-02,AED,0.27186,AEDUSD
2019-01-03,AED,0.27186,AEDUSD
2019-01-04,AED,0.27186,AEDUSD
2019-01-07,AED,0.27186,AEDUSD
2019-01-08,AED,0.27186,AEDUSD
2019-01-09,AED,0.27186,AEDUSD
2019-01-10,AED,0.27186,AEDUSD
2019-01-11,AED,0.27186,AEDUSD
2019-01-14,AED,0.27186,AEDUSD
2019-01-15,AED,0.27186,AEDUSD
2019-01-16,AED,0.27186,AEDUSD
2019-01-17,AED,0.27186,AEDUSD
2019-01-18,AED,0.27186,AEDUSD
2019-01-21,AED,0.27187,AEDUSD
2019-01-22,AED,0.27186,AEDUSD
2019-01-23,AED,0.27186,AEDUSD
2019-01-24,AED,0.27187,AEDUSD
2019-01-25,AED,0.27186,AEDUSD
2019-01-28,AED,0.27186,AEDUSD
2019-01-29,AED,0.27188,AEDUSD
2019-01-30,AED,0.27186,AEDUSD
2019-01-31,AED,0.27187,AEDUSD
2019-02-01,AED,0.27187,AEDUSD
2019-02-04,AED,0.27187,AEDUSD
2019-02-05,AED,0.27186,AEDUSD
2019-02-06,AED,0.27186,AEDUSD
2019-02-07,AED,0.27188,AEDUSD
2019-02-08,AED,0.27188,AEDUSD
2019-02-11,AED,0.27186,AEDUSD
2019-02-12,AED,0.27188,AEDUSD
2019-02-13,AED,0.27187,AEDUSD
2019-02-14,AED,0.27187,AEDUSD
2019-02-15,AED,0.27186,AEDUSD
2019-02-18,AED,0.27186,AEDUSD
2019-02-19,AED,0.27186,AEDUSD
2019-02-20,AED,0.27186,AEDUSD
2019-02-21,AED,0.27188,AEDUSD
2019-02-22,AED,0.27188,AEDUSD
2019-02-25,AED,0.27186,AEDUSD
2019-02-26,AED,0.27187,AEDUSD
2019-02-27,AED,0.27186,AEDUSD
2019-02-28,AED,0.27186,AEDUSD
2019-03-01,AED,0.27186,AEDUSD
2019-03-04,AED,0.27186,AEDUSD
2019-03-05,AED,0.27186,AEDUSD
2019-03-06,AED,0.27186,AEDUSD
2019-03-07,AED,0.27186,AEDUSD
2019-03-08,AED,0.27187,AEDUSD
2019-03-11,AED,0.27186,AEDUSD
2019-03-12,AED,0.27186,AEDUSD
2019-03-13,AED,0.27186,AEDUSD
2019-03-14,AED,0.27186,AEDUSD
2019-03-15,AED,0.27186,AEDUSD
2019-03-18,AED,0.27186,AEDUSD
2019-03-19,AED,0.27186,AEDUSD
2019-03-20,AED,0.27186,AEDUSD
2019-03-21,AED,0.27186,AEDUSD
2019-03-22,AED,0.27187,AEDUSD
2019-03-25,AED,0.27186,AEDUSD
2019-03-26,AED,0.27186,AEDUSD
2019-03-27,AED,0.27184,AEDUSD
2019-03-28,AED,0.27186,AEDUSD
2019-03-29,AED,0.27186,AEDUSD
2019-04-01,AED,0.27186,AEDUSD
2019-04-02,AED,0.27186,AEDUSD
2019-04-03,AED,0.27186,AEDUSD
2019-04-04,AED,0.27186,AEDUSD
2019-04-05,AED,0.27185,AEDUSD
2019-04-08,AED,0.27186,AEDUSD
2019-04-09,AED,0.27186,AEDUSD
2019-04-10,AED,0.27186,AEDUSD
2019-04-11,AED,0.27186,AEDUSD
2019-04-12,AED,0.27185,AEDUSD
2019-04-15,AED,0.27186,AEDUSD
2019-04-16,AED,0.27186,AEDUSD
2019-04-17,AED,0.27186,AEDUSD
2019-04-18,AED,0.27186,AEDUSD
2019-04-19,AED,0.27186,AEDUSD
2019-04-22,AED,0.27186,AEDUSD
2019-04-23,AED,0.27186,AEDUSD
2019-04-24,AED,0.27186,AEDUSD
2019-04-25,AED,0.27188,AEDUSD
2019-04-26,AED,0.27188,AEDUSD
2019-04-29,AED,0.27186,AEDUSD
2019-04-30,AED,0.27186,AEDUSD
2019-05-01,AED,0.27186,AEDUSD
2019-05-02,AED,0.27186,AEDUSD
2019-05-03,AED,0.27186,AEDUSD
2019-05-06,AED,0.27184,AEDUSD
2019-05-07,AED,0.27186,AEDUSD
2019-05-08,AED,0.27186,AEDUSD
2019-05-09,AED,0.27186,AEDUSD
2019-05-10,AED,0.27186,AEDUSD
2019-05-13,AED,0.27186,AEDUSD
2019-05-14,AED,0.27186,AEDUSD
2019-05-15,AED,0.27186,AEDUSD
2019-05-16,AED,0.27184,AEDUSD
2019-05-17,AED,0.27185,AEDUSD
2019-05-20,AED,0.27185,AEDUSD
2019-05-21,AED,0.27186,AEDUSD
2019-05-22,AED,0.27186,AEDUSD
2019-05-23,AED,0.27186,AEDUSD
2019-05-24,AED,0.27187,AEDUSD
2019-05-27,AED,0.27186,AEDUSD
2019-05-28,AED,0.27186,AEDUSD
2019-05-29,AED,0.27186,AEDUSD
2019-05-30,AED,0.27186,AEDUSD
2019-05-31,AED,0.27187,AEDUSD
2019-06-03,AED,0.27187,AEDUSD
2019-06-04,AED,0.27186,AEDUSD
2019-06-05,AED,0.27186,AEDUSD
2019-06-06,AED,0.27186,AEDUSD
2019-06-07,AED,0.27187,AEDUSD
2019-06-10,AED,0.27186,AEDUSD
2019-06-11,AED,0.27186,AEDUSD
2019-06-12,AED,0.27186,AEDUSD
2019-06-13,AED,0.27186,AEDUSD
2019-06-14,AED,0.27182,AEDUSD
2019-06-17,AED,0.27186,AEDUSD
2019-06-18,AED,0.27186,AEDUSD
2019-06-19,AED,0.27186,AEDUSD
2019-06-20,AED,0.27186,AEDUSD
2019-06-21,AED,0.27186,AEDUSD
2019-06-24,AED,0.27186,AEDUSD
2019-06-25,AED,0.27186,AEDUSD
2019-06-26,AED,0.27186,AEDUSD
2019-06-27,AED,0.27186,AEDUSD
2019-06-28,AED,0.27186,AEDUSD
2019-07-01,AED,0.27186,AEDUSD
2019-07-02,AED,0.27186,AEDUSD
2019-07-03,AED,0.27186,AEDUSD
2019-07-04,AED,0.27186,AEDUSD
2019-07-05,AED,0.27186,AEDUSD
2019-07-08,AED,0.27186,AEDUSD
2019-07-09,AED,0.27186,AEDUSD
2019-07-10,AED,0.27186,AEDUSD
2019-07-11,AED,0.27185,AEDUSD
2019-07-12,AED,0.27186,AEDUSD
2019-07-15,AED,0.27185,AEDUSD
2019-07-16,AED,0.27186,AEDUSD
2019-07-17,AED,0.27186,AEDUSD
2019-07-18,AED,0.27186,AEDUSD
2019-07-19,AED,0.27186,AEDUSD
2019-07-22,AED,0.27188,AEDUSD
2019-07-23,AED,0.27186,AEDUSD
2019-07-24,AED,0.27186,AEDUSD
2019-07-25,AED,0.27186,AEDUSD
2019-07-26,AED,0.27186,AEDUSD
2019-07-29,AED,0.27186,AEDUSD
2019-07-30,AED,0.27185,AEDUSD
2019-07-31,AED,0.27186,AEDUSD
2019-08-01,AED,0.27186,AEDUSD
2019-08-02,AED,0.27188,AEDUSD
2019-08-05,AED,0.27186,AEDUSD
2019-08-06,AED,0.27185,AEDUSD
2019-08-07,AED,0.27186,AEDUSD
2019-08-08,AED,0.27186,AEDUSD
2019-08-09,AED,0.27185,AEDUSD
2019-08-12,AED,0.27186,AEDUSD
2019-08-13,AED,0.27186,AEDUSD
2019-08-14,AED,0.27186,AEDUSD
2019-08-15,AED,0.27179,AEDUSD
2019-08-16,AED,0.27187,AEDUSD
2019-08-19,AED,0.27186,AEDUSD
2019-08-20,AED,0.27186,AEDUSD
2019-08-21,AED,0.27186,AEDUSD
2019-08-22,AED,0.27186,AEDUSD
2019-08-23,AED,0.27186,AEDUSD
2019-08-26,AED,0.27186,AEDUSD
2019-08-27,AED,0.27186,AEDUSD
2019-08-28,AED,0.27186,AEDUSD
2019-08-29,AED,0.27186,AEDUSD
2019-08-30,AED,0.27186,AEDUSD
2019-09-02,AED,0.27186,AEDUSD
2019-09-03,AED,0.27186,AEDUSD
2019-09-04,AED,0.27186,AEDUSD
2019-09-05,AED,0.27186,AEDUSD
2019-09-06,AED,0.27186,AEDUSD
2019-09-09,AED,0.27186,AEDUSD
2019-09-10,AED,0.27186,AEDUSD
2019-09-11,AED,0.27186,AEDUSD
2019-09-12,AED,0.27186,AEDUSD
2019-09-13,AED,0.27188,AEDUSD
2019-09-16,AED,0.27186,AEDUSD
2019-09-17,AED,0.27186,AEDUSD
2019-09-18,AED,0.27186,AEDUSD
2019-09-19,AED,0.27186,AEDUSD
2019-09-20,AED,0.27186,AEDUSD
2019-09-23,AED,0.27186,AEDUSD
2019-09-24,AED,0.27187,AEDUSD
2019-09-25,AED,0.27186,AEDUSD
2019-09-26,AED,0.27186,AEDUSD
2019-09-27,AED,0.27186,AEDUSD
2019-09-30,AED,0.27186,AEDUSD
2019-10-01,AED,0.27184,AEDUSD
2019-10-02,AED,0.27186,AEDUSD
2019-10-03,AED,0.27186,AEDUSD
2019-10-04,AED,0.27186,AEDUSD
2019-10-07,AED,0.27186,AEDUSD
2019-10-08,AED,0.27186,AEDUSD
2019-10-09,AED,0.27186,AEDUSD
2019-10-10,AED,0.27186,AEDUSD
2019-10-11,AED,0.27186,AEDUSD
2019-10-14,AED,0.27185,AEDUSD
2019-10-15,AED,0.27186,AEDUSD
2019-10-16,AED,0.27186,AEDUSD
2019-10-17,AED,0.27186,AEDUSD
2019-10-18,AED,0.27186,AEDUSD
2019-10-21,AED,0.27186,AEDUSD
2019-10-22,AED,0.27186,AEDUSD
2019-10-23,AED,0.27186,AEDUSD
2019-10-24,AED,0.27188,AEDUSD
2019-10-25,AED,0.27188,AEDUSD
2019-10-28,AED,0.27186,AEDUSD
2019-10-29,AED,0.27187,AEDUSD
2019-10-30,AED,0.27188,AEDUSD
2019-10-31,AED,0.27187,AEDUSD
2019-11-01,AED,0.27187,AEDUSD
2019-11-04,AED,0.27186,AEDUSD
2019-11-05,AED,0.27186,AEDUSD
2019-11-06,AED,0.27186,AEDUSD
2019-11-07,AED,0.27186,AEDUSD
2019-11-08,AED,0.27186,AEDUSD
2019-11-11,AED,0.27186,AEDUSD
2019-11-12,AED,0.27186,AEDUSD
2019-11-13,AED,0.27186,AEDUSD
2019-11-14,AED,0.27188,AEDUSD
2019-11-15,AED,0.27186,AEDUSD
2019-11-18,AED,0.27186,AEDUSD
2019-11-19,AED,0.27186,AEDUSD
2019-11-20,AED,0.27186,AEDUSD
2019-11-21,AED,0.27186,AEDUSD
2019-11-22,AED,0.27186,AEDUSD
2019-11-25,AED,0.27186,AEDUSD
2019-11-26,AED,0.27187,AEDUSD
2019-11-27,AED,0.27186,AEDUSD
2019-11-28,AED,0.27186,AEDUSD
2019-11-29,AED,0.27186,AEDUSD
2019-12-02,AED,0.27186,AEDUSD
2019-12-03,AED,0.27186,AEDUSD
2019-12-04,AED,0.27186,AEDUSD
2019-12-05,AED,0.27186,AEDUSD
2019-12-06,AED,0.27186,AEDUSD
2019-12-09,AED,0.27186,AEDUSD
2019-12-10,AED,0.27186,AEDUSD
2019-12-11,AED,0.27186,AEDUSD
2019-12-12,AED,0.27185,AEDUSD
2019-12-13,AED,0.27182,AEDUSD
2019-12-16,AED,0.27185,AEDUSD
2019-12-17,AED,0.27186,AEDUSD
2019-12-18,AED,0.27186,AEDUSD
2019-12-19,AED,0.27186,AEDUSD
2019-12-20,AED,0.27186,AEDUSD
2019-12-23,AED,0.27186,AEDUSD
2019-12-24,AED,0.27186,AEDUSD
2019-12-25,AED,0.27186,AEDUSD
2019-12-26,AED,0.27186,AEDUSD
2019-12-27,AED,0.27186,AEDUSD
2019-12-30,AED,0.27186,AEDUSD
2019-12-31,AED,0.27186,AEDUSD
2020-01-01,AED,0.27186,AEDUSD
2020-01-02,AED,0.27186,AEDUSD
2020-01-03,AED,0.27186,AEDUSD
2020-01-06,AED,0.27186,AEDUSD
2020-01-07,AED,0.27186,AEDUSD
2020-01-08,AED,0.27186,AEDUSD
2020-01-09,AED,0.27186,AEDUSD
2020-01-10,AED,0.27186,AEDUSD
2020-01-13,AED,0.27186,AEDUSD
2020-01-14,AED,0.27186,AEDUSD
2020-01-15,AED,0.27185,AEDUSD
2020-01-16,AED,0.27186,AEDUSD
2020-01-17,AED,0.27186,AEDUSD
2020-01-20,AED,0.27186,AEDUSD
2020-01-21,AED,0.27186,AEDUSD
2020-01-22,AED,0.27186,AEDUSD
2020-01-23,AED,0.27185,AEDUSD
2020-01-24,AED,0.27186,AEDUSD
2020-01-27,AED,0.27186,AEDUSD
2020-01-28,AED,0.27186,AEDUSD
2020-01-29,AED,0.27186,AEDUSD
2020-01-30,AED,0.27186,AEDUSD
2020-01-31,AED,0.27188,AEDUSD
2020-02-03,AED,0.27186,AEDUSD
2020-02-04,AED,0.27185,AEDUSD
2020-02-05,AED,0.27186,AEDUSD
2020-02-06,AED,0.27186,AEDUSD
2020-02-07,AED,0.27186,AEDUSD
2020-02-10,AED,0.27186,AEDUSD
2020-02-11,AED,0.27185,AEDUSD
2020-02-12,AED,0.27186,AEDUSD
2020-02-13,AED,0.27186,AEDUSD
2020-02-14,AED,0.27186,AEDUSD
2020-02-17,AED,0.27186,AEDUSD
2020-02-18,AED,0.27186,AEDUSD
2020-02-19,AED,0.27186,AEDUSD
2020-02-20,AED,0.27186,AEDUSD
2020-02-21,AED,0.27184,AEDUSD
2020-02-24,AED,0.27186,AEDUSD
2020-02-25,AED,0.27186,AEDUSD
2020-02-26,AED,0.27186,AEDUSD
2020-02-27,AED,0.27185,AEDUSD
2020-02-28,AED,0.27186,AEDUSD
2020-03-02,AED,0.27186,AEDUSD
2020-03-03,AED,0.27186,AEDUSD
2020-03-04,AED,0.27186,AEDUSD
2020-03-05,AED,0.27186,AEDUSD
2020-03-06,AED,0.27186,AEDUSD
2020-03-09,AED,0.27185,AEDUSD
2020-03-10,AED,0.27186,AEDUSD
2020-03-11,AED,0.27186,AEDUSD
2020-03-12,AED,0.27186,AEDUSD
2020-03-13,AED,0.27186,AEDUSD
2020-03-16,AED,0.27188,AEDUSD
2020-03-17,AED,0.27186,AEDUSD
2020-03-18,AED,0.27185,AEDUSD
2020-03-19,AED,0.27186,AEDUSD
2020-03-20,AED,0.27186,AEDUSD
2020-03-23,AED,0.27186,AEDUSD
2020-03-24,AED,0.27186,AEDUSD
2020-03-25,AED,0.27188,AEDUSD
2020-03-27,AED,0.27186,AEDUSD
2020-03-30,AED,0.27186,AEDUSD
2020-03-31,AED,0.27186,AEDUSD
2020-04-01,AED,0.27186,AEDUSD
2020-04-02,AED,0.27186,AEDUSD
2020-04-03,AED,0.27186,AEDUSD
2020-04-06,AED,0.27186,AEDUSD
2020-04-07,AED,0.27186,AEDUSD
2020-04-08,AED,0.27186,AEDUSD
2020-04-09,AED,0.27186,AEDUSD
2020-04-10,AED,0.27186,AEDUSD
2020-04-13,AED,0.27186,AEDUSD
2020-04-14,AED,0.27186,AEDUSD
2020-04-15,AED,0.27186,AEDUSD
2020-04-16,AED,0.27186,AEDUSD
2020-04-17,AED,0.27186,AEDUSD
2020-04-20,AED,0.27188,AEDUSD
2020-04-21,AED,0.27186,AEDUSD
2020-04-22,AED,0.27186,AEDUSD
2020-04-23,AED,0.27186,AEDUSD
2020-04-24,AED,0.27186,AEDUSD
2020-04-27,AED,0.27185,AEDUSD
2020-04-28,AED,0.27186,AEDUSD
2020-04-29,AED,0.27185,AEDUSD
2020-04-30,AED,0.27186,AEDUSD
2020-05-01,AED,0.27186,AEDUSD
2020-05-04,AED,0.27186,AEDUSD
2020-05-05,AED,0.27185,AEDUSD
2020-05-06,AED,0.27187,AEDUSD
2020-05-07,AED,0.27187,AEDUSD
2020-05-08,AED,0.27185,AEDUSD
2020-05-11,AED,0.27185,AEDUSD
2020-05-12,AED,0.27185,AEDUSD
2020-05-13,AED,0.27187,AEDUSD
2020-05-14,AED,0.27185,AEDUSD
2020-05-15,AED,0.27187,AEDUSD
2020-05-18,AED,0.27187,AEDUSD
2020-05-19,AED,0.27186,AEDUSD
2020-05-20,AED,0.27185,AEDUSD
2020-05-21,AED,0.27185,AEDUSD
2020-05-22,AED,0.27185,AEDUSD
2020-05-25,AED,0.27185,AEDUSD
2020-05-26,AED,0.27185,AEDUSD
2020-05-27,AED,0.27185,AEDUSD
2020-05-28,AED,0.27185,AEDUSD
2020-05-29,AED,0.27185,AEDUSD
2020-06-01,AED,0.27185,AEDUSD
2020-06-02,AED,0.27185,AEDUSD
2020-06-03,AED,0.27185,AEDUSD
2020-06-04,AED,0.27185,AEDUSD
2020-06-05,AED,0.27185,AEDUSD
2020-06-08,AED,0.27185,AEDUSD
2020-06-09,AED,0.27185,AEDUSD
2020-06-10,AED,0.27185,AEDUSD
2020-06-11,AED,0.27185,AEDUSD
2020-06-12,AED,0.27186,AEDUSD
2020-06-15,AED,0.27185,AEDUSD
2020-06-16,AED,0.27185,AEDUSD
2020-06-17,AED,0.27185,AEDUSD
2020-06-18,AED,0.27185,AEDUSD
2020-06-19,AED,0.27186,AEDUSD
2020-06-22,AED,0.27185,AEDUSD
2020-06-23,AED,0.27185,AEDUSD
2020-06-24,AED,0.27185,AEDUSD
2020-06-25,AED,0.27184,AEDUSD
2020-06-26,AED,0.27184,AEDUSD
2020-06-29,AED,0.27186,AEDUSD
2020-06-30,AED,0.27184,AEDUSD
2020-07-01,AED,0.27184,AEDUSD
2020-07-02,AED,0.27186,AEDUSD
2020-07-03,AED,0.27184,AEDUSD
2020-07-06,AED,0.27184,AEDUSD
2020-07-07,AED,0.27184,AEDUSD
2020-07-08,AED,0.27186,AEDUSD
2020-07-09,AED,0.27184,AEDUSD
2020-07-10,AED,0.27184,AEDUSD
2020-07-13,AED,0.27184,AEDUSD
2020-07-14,AED,0.27184,AEDUSD
2020-07-15,AED,0.27186,AEDUSD
2020-07-16,AED,0.27184,AEDUSD
2020-07-17,AED,0.27186,AEDUSD
2020-07-20,AED,0.27184,AEDUSD
2020-07-21,AED,0.27184,AEDUSD
2020-07-22,AED,0.27184,AEDUSD
2020-07-23,AED,0.27184,AEDUSD
2020-07-24,AED,0.27184,AEDUSD
2020-07-27,AED,0.27184,AEDUSD
2020-07-28,AED,0.27184,AEDUSD
2020-07-29,AED,0.27186,AEDUSD
2020-07-30,AED,0.27184,AEDUSD
2020-07-31,AED,0.27184,AEDUSD
2020-08-03,AED,0.27184,AEDUSD
2020-08-04,AED,0.27184,AEDUSD
2020-08-05,AED,0.27184,AEDUSD
2020-08-06,AED,0.27184,AEDUSD
2020-08-07,AED,0.27184,AEDUSD
2020-08-10,AED,0.27184,AEDUSD
2020-08-11,AED,0.27184,AEDUSD
2020-08-12,AED,0.27184,AEDUSD
2020-08-13,AED,0.27184,AEDUSD
2020-08-14,AED,0.27185,AEDUSD
2020-08-17,AED,0.27184,AEDUSD
2020-08-18,AED,0.27185,AEDUSD
2020-08-19,AED,0.27184,AEDUSD
2020-08-20,AED,0.27184,AEDUSD
2020-08-21,AED,0.27184,AEDUSD
2020-08-24,AED,0.27184,AEDUSD
2020-08-25,AED,0.27184,AEDUSD
2020-08-26,AED,0.27184,AEDUSD
2020-08-27,AED,0.27184,AEDUSD
2020-08-28,AED,0.27185,AEDUSD
2020-08-31,AED,0.27184,AEDUSD
2020-09-01,AED,0.27184,AEDUSD
2020-09-02,AED,0.27184,AEDUSD
2020-09-03,AED,0.27184,AEDUSD
2020-09-04,AED,0.27184,AEDUSD
2020-09-07,AED,0.27184,AEDUSD
2020-09-08,AED,0.27187,AEDUSD
2020-09-09,AED,0.27184,AEDUSD
2020-09-10,AED,0.27186,AEDUSD
2020-09-11,AED,0.27187,AEDUSD
2020-09-14,AED,0.27186,AEDUSD
2020-09-15,AED,0.27187,AEDUSD
2020-09-16,AED,0.27184,AEDUSD
2020-09-17,AED,0.27184,AEDUSD
2020-09-18,AED,0.27186,AEDUSD
2020-09-21,AED,0.27184,AEDUSD
2020-09-22,AED,0.27184,AEDUSD
2020-09-23,AED,0.27184,AEDUSD
2020-09-24,AED,0.27184,AEDUSD
2020-09-25,AED,0.27186,AEDUSD
2020-09-28,AED,0.27186,AEDUSD
2020-09-29,AED,0.27186,AEDUSD
2020-09-30,AED,0.27184,AEDUSD
2020-10-01,AED,0.27184,AEDUSD
2020-10-02,AED,0.27184,AEDUSD
2020-10-05,AED,0.27186,AEDUSD
2020-10-06,AED,0.27184,AEDUSD
2020-10-07,AED,0.27184,AEDUSD
2020-10-08,AED,0.27184,AEDUSD
2020-10-09,AED,0.27186,AEDUSD
2020-10-12,AED,0.27184,AEDUSD
2020-10-13,AED,0.27184,AEDUSD
2020-10-14,AED,0.27184,AEDUSD
2020-10-15,AED,0.27186,AEDUSD
2020-10-16,AED,0.27184,AEDUSD
2020-10-19,AED,0.27184,AEDUSD
2020-10-20,AED,0.27184,AEDUSD
2020-10-21,AED,0.27186,AEDUSD
2020-10-22,AED,0.27186,AEDUSD
2020-10-23,AED,0.27184,AEDUSD
2020-10-26,AED,0.27184,AEDUSD
2020-10-27,AED,0.27184,AEDUSD
2020-10-28,AED,0.27184,AEDUSD
2020-10-29,AED,0.27184,AEDUSD
2020-10-30,AED,0.27184,AEDUSD
2020-11-02,AED,0.27186,AEDUSD
2020-11-03,AED,0.27186,AEDUSD
2020-11-04,AED,0.27184,AEDUSD
2020-11-05,AED,0.27184,AEDUSD
2020-11-06,AED,0.27186,AEDUSD
2020-11-09,AED,0.27186,AEDUSD
2020-11-10,AED,0.27184,AEDUSD
2020-11-11,AED,0.27184,AEDUSD
2020-11-12,AED,0.27184,AEDUSD
2020-11-13,AED,0.27184,AEDUSD
2020-11-16,AED,0.27184,AEDUSD
2020-11-17,AED,0.27184,AEDUSD
2020-11-18,AED,0.27186,AEDUSD
2020-11-19,AED,0.27186,AEDUSD
2020-11-20,AED,0.27184,AEDUSD
2020-11-23,AED,0.27184,AEDUSD
2020-11-24,AED,0.27184,AEDUSD
2020-11-25,AED,0.27184,AEDUSD
2020-11-26,AED,0.27184,AEDUSD
2020-11-27,AED,0.27184,AEDUSD
2020-11-30,AED,0.27184,AEDUSD
2020-12-01,AED,0.27184,AEDUSD
2020-12-02,AED,0.27186,AEDUSD
2020-12-03,AED,0.27184,AEDUSD
2020-12-04,AED,0.27186,AEDUSD
2020-12-07,AED,0.27186,AEDUSD
2020-12-08,AED,0.27184,AEDUSD
2020-12-09,AED,0.27184,AEDUSD
2020-12-10,AED,0.27184,AEDUSD
2020-12-11,AED,0.27184,AEDUSD
2020-12-14,AED,0.27184,AEDUSD
2020-12-15,AED,0.27186,AEDUSD
2020-12-16,AED,0.27186,AEDUSD
2020-12-17,AED,0.27186,AEDUSD
2020-12-18,AED,0.27184,AEDUSD
2020-12-21,AED,0.27184,AEDUSD
2020-12-22,AED,0.27184,AEDUSD
2020-12-23,AED,0.27184,AEDUSD
2020-12-24,AED,0.27184,AEDUSD
2020-12-25,AED,0.27184,AEDUSD
2020-12-28,AED,0.27184,AEDUSD
2020-12-29,AED,0.27184,AEDUSD
2020-12-31,AED,0.27184,AEDUSD
2021-01-01,AED,0.27184,AEDUSD
2021-01-04,AED,0.27184,AEDUSD
2021-01-05,AED,0.27184,AEDUSD
2021-01-06,AED,0.27184,AEDUSD
2021-01-07,AED,0.27186,AEDUSD
2021-01-08,AED,0.27184,AEDUSD
2021-01-11,AED,0.27184,AEDUSD
2021-01-12,AED,0.27184,AEDUSD
2021-01-13,AED,0.27184,AEDUSD
2021-01-14,AED,0.27184,AEDUSD
2021-01-15,AED,0.27184,AEDUSD
2021-01-18,AED,0.27184,AEDUSD
2021-01-19,AED,0.27184,AEDUSD
2021-01-20,AED,0.27186,AEDUSD
2021-01-21,AED,0.27186,AEDUSD
2021-01-22,AED,0.27184,AEDUSD
2021-01-25,AED,0.27184,AEDUSD
2021-01-26,AED,0.27184,AEDUSD
2021-01-27,AED,0.27184,AEDUSD
2021-01-28,AED,0.27184,AEDUSD
2021-01-29,AED,0.27184,AEDUSD
2021-02-01,AED,0.27185,AEDUSD
2021-02-02,AED,0.27184,AEDUSD
2021-02-03,AED,0.27186,AEDUSD
2021-02-04,AED,0.27184,AEDUSD
2021-02-05,AED,0.27184,AEDUSD
2021-02-08,AED,0.27186,AEDUSD
2021-02-09,AED,0.27184,AEDUSD
2021-02-10,AED,0.27184,AEDUSD
2021-02-11,AED,0.27184,AEDUSD
2021-02-12,AED,0.27184,AEDUSD
2021-02-15,AED,0.27184,AEDUSD
2021-02-16,AED,0.27184,AEDUSD
2021-02-17,AED,0.27184,AEDUSD
2021-02-18,AED,0.27184,AEDUSD
2021-02-19,AED,0.27183,AEDUSD
2021-02-22,AED,0.27186,AEDUSD
2021-02-23,AED,0.27186,AEDUSD
2021-02-24,AED,0.27186,AEDUSD
2021-02-25,AED,0.27186,AEDUSD
2021-02-26,AED,0.27184,AEDUSD
2021-03-01,AED,0.27186,AEDUSD
2021-03-02,AED,0.27184,AEDUSD
2021-03-03,AED,0.27184,AEDUSD
2021-03-04,AED,0.27186,AEDUSD
2021-03-05,AED,0.27184,AEDUSD
2021-03-08,AED,0.27184,AEDUSD
2021-03-09,AED,0.27186,AEDUSD
2021-03-10,AED,0.27184,AEDUSD
2021-03-11,AED,0.27184,AEDUSD
2021-03-12,AED,0.27186,AEDUSD
2021-03-15,AED,0.27186,AEDUSD
2021-03-16,AED,0.27184,AEDUSD
2021-03-17,AED,0.27184,AEDUSD
2021-03-18,AED,0.27186,AEDUSD
2021-03-19,AED,0.27184,AEDUSD
2021-03-22,AED,0.27184,AEDUSD
2021-03-23,AED,0.27186,AEDUSD
2021-03-24,AED,0.27184,AEDUSD
2021-03-25,AED,0.27185,AEDUSD
2021-03-26,AED,0.27186,AEDUSD
2021-03-29,AED,0.27184,AEDUSD
2021-03-30,AED,0.27184,AEDUSD
2021-03-31,AED,0.27184,AEDUSD
2021-04-01,AED,0.27184,AEDUSD
2021-04-02,AED,0.27184,AEDUSD
2021-04-05,AED,0.27184,AEDUSD
2021-04-06,AED,0.27184,AEDUSD
2021-04-07,AED,0.27184,AEDUSD
2021-04-08,AED,0.27185,AEDUSD
2021-04-09,AED,0.27184,AEDUSD
2021-04-12,AED,0.27184,AEDUSD
2021-04-13,AED,0.27184,AEDUSD
2021-04-14,AED,0.27184,AEDUSD
2021-04-15,AED,0.27184,AEDUSD
2021-04-16,AED,0.27184,AEDUSD
2021-04-19,AED,0.27184,AEDUSD
2021-04-20,AED,0.27186,AEDUSD
2021-04-21,AED,0.27186,AEDUSD
2021-04-22,AED,0.27184,AEDUSD
2021-04-23,AED,0.27184,AEDUSD
2021-04-26,AED,0.27184,AEDUSD
2021-04-27,AED,0.27184,AEDUSD
2021-04-28,AED,0.27184,AEDUSD
2021-04-29,AED,0.27184,AEDUSD
2021-04-30,AED,0.27185,AEDUSD
2021-05-03,AED,0.27184,AEDUSD
2021-05-04,AED,0.27184,AEDUSD
2021-05-05,AED,0.27184,AEDUSD
2021-05-06,AED,0.27184,AEDUSD
2021-05-07,AED,0.27184,AEDUSD
2021-05-10,AED,0.27184,AEDUSD
2021-05-11,AED,0.27184,AEDUSD
2021-05-12,AED,0.27186,AEDUSD
2021-05-13,AED,0.27184,AEDUSD
2021-05-14,AED,0.27184,AEDUSD
2021-05-17,AED,0.27184,AEDUSD
2021-05-18,AED,0.27184,AEDUSD
2021-05-19,AED,0.27184,AEDUSD
2021-05-20,AED,0.27184,AEDUSD
2021-05-21,AED,0.27184,AEDUSD
2021-05-24,AED,0.27184,AEDUSD
2021-05-25,AED,0.27184,AEDUSD
2021-05-26,AED,0.27185,AEDUSD
2021-05-27,AED,0.27184,AEDUSD
2021-05-28,AED,0.27184,AEDUSD
2021-05-31,AED,0.27184,AEDUSD
2021-06-01,AED,0.27184,AEDUSD
2021-06-02,AED,0.27184,AEDUSD
2021-06-03,AED,0.27184,AEDUSD
2021-06-04,AED,0.27185,AEDUSD
2021-06-07,AED,0.27184,AEDUSD
2021-06-08,AED,0.27186,AEDUSD
2021-06-09,AED,0.27184,AEDUSD
