source,verdict,dollarVolume_usd,dollarVolume_basis,floor_usd
058860.KS,ejected_below_floor,146157.36196773598,2026-08-21|KRW,1000000.0
0O6D.L,ejected_below_floor,3519.1490400000002,2026-08-21|EUR,1000000.0
267980.KQ,ejected_below_floor,144986.8617828,2026-08-21|KRW,1000000.0
MPCK.DE,ejected_below_floor,97041.80983200001,2026-08-21|EUR,1000000.0
A4S.DE,ejected_below_floor,5525.62038,2026-08-21|EUR,1000000.0
0HC2.L,ejected_below_floor,6528.01,2026-08-21|USD,1000000.0
SFCA.PA,ejected_below_floor,746.8107192,2026-08-21|EUR,1000000.0
VUXEN.ST,ejected_below_floor,42948.1206,2026-08-21|SEK,1000000.0
0MT8.L,ejected_below_floor,10914.925896,2026-08-21|EUR,1000000.0
DRW8.DE,ejected_below_floor,143779.49377200002,2026-08-21|EUR,1000000.0
SVED-B.ST,ejected_below_floor,369576.5487,2026-08-21|SEK,1000000.0
CASE.ST,ejected_below_floor,7029.5607,2026-08-21|SEK,1000000.0
XAU.TO,ejected_below_floor,93359.3455368,2026-08-21|CAD,1000000.0
CCL-A.TO,ejected_below_floor,15055.024257000001,2026-08-21|CAD,1000000.0
0QJQ.L,ejected_below_floor,56595.010500000004,2026-08-21|EUR,1000000.0
068330.KQ,ejected_below_floor,92527.04700577799,2026-08-21|KRW,1000000.0
LOVE.TO,ejected_below_floor,67760.6997312,2026-08-21|CAD,1000000.0
002720.KS,ejected_below_floor,145379.26334248,2026-08-21|KRW,1000000.0
MBB.DE,ejected_below_floor,612465.465888,2026-08-21|EUR,1000000.0
BIJ.DE,ejected_below_floor,269068.84992,2026-08-21|EUR,1000000.0
REC.L,ejected_below_floor,198793.7346504,2026-08-21|GBp,1000000.0
ARPL.ST,ejected_below_floor,95321.82475500001,2026-08-21|SEK,1000000.0
0N2Q.L,ejected_below_floor,26145.677754000004,2026-08-21|EUR,1000000.0
NOVA.IC,ejected_below_floor,62922.4079946,2026-08-21|ISK,1000000.0
0RFX.L,ejected_below_floor,47263.9986,2026-08-21|CHF,1000000.0
0VJA.L,ejected_below_floor,27550.64151,2026-08-21|CAD,1000000.0
0J7X.L,ejected_below_floor,60633.454260000006,2026-08-21|EUR,1000000.0
TIMA.DE,ejected_below_floor,183971.51413199998,2026-08-21|EUR,1000000.0
ALCAF.PA,ejected_below_floor,23722.95924,2026-08-21|EUR,1000000.0
DPAM.PA,ejected_below_floor,10084.518,2026-08-21|EUR,1000000.0
072130.KS,ejected_below_floor,221995.428423782,2026-08-21|KRW,1000000.0
IOF.L,ejected_below_floor,256522.878,2026-08-21|GBp,1000000.0
0AH3.L,ejected_below_floor,22325.56326,2026-08-21|CAD,1000000.0
VIL.PA,ejected_below_floor,283946.64364799997,2026-08-21|EUR,1000000.0
FDX.DE,ejected_below_floor,28011.777240000003,2026-08-21|EUR,1000000.0
BAR.BR,ejected_below_floor,701343.4063344,2026-08-21|EUR,1000000.0
0JW2.L,ejected_below_floor,888723.64,2026-08-21|USD,1000000.0
SII.DE,ejected_below_floor,202475.67735,2026-08-21|EUR,1000000.0
AFGB,ejected_below_floor,172376.6,2026-08-21|USD,1000000.0
AFGD,ejected_below_floor,183576.9,2026-08-21|USD,1000000.0
AFGE,ejected_below_floor,135248.87999999998,2026-08-21|USD,1000000.0
VX1.DE,ejected_below_floor,49792.65536700001,2026-08-21|EUR,1000000.0
HCO.PA,ejected_below_floor,56085.3134592,2026-08-21|EUR,1000000.0
0KGE.L,ejected_below_floor,133947.24,2026-08-21|USD,1000000.0
CCZ,ejected_below_floor,10033.9349,2026-08-21|USD,1000000.0
PCX.DE,ejected_below_floor,10614.569539200002,2026-08-21|EUR,1000000.0
ALLOG.PA,ejected_below_floor,127309.28278512001,2026-08-21|EUR,1000000.0
AJ91.DE,ejected_below_floor,8187.237648,2026-08-21|EUR,1000000.0
WEYS,ejected_below_floor,970830.8400000001,2026-08-21|USD,1000000.0
0HW9.L,ejected_below_floor,895.26,2026-08-21|SEK,1000000.0
0KV3.L,ejected_below_floor,853305.89,2026-08-21|USD,1000000.0
058630.KQ,ejected_below_floor,203756.46896926,2026-08-21|KRW,1000000.0
0A18.L,ejected_below_floor,10428.8317056,2026-08-21|CAD,1000000.0
366030.KQ,ejected_below_floor,439122.57420616195,2026-08-21|KRW,1000000.0
094280.KS,ejected_below_floor,144982.50821519998,2026-08-21|KRW,1000000.0
0QYN.L,ejected_below_floor,140317.147152,2026-08-21|CAD,1000000.0
COZ.DE,ejected_below_floor,17586.819822,2026-08-21|EUR,1000000.0
KCC.OL,ejected_below_floor,459285.55296,2026-08-21|NOK,1000000.0
EXM.BR,ejected_below_floor,20066.568024000004,2026-08-21|EUR,1000000.0
0N66.L,ejected_below_floor,305175.597264,2026-08-21|EUR,1000000.0
SYS1.L,ejected_below_floor,142673.84076,2026-08-21|GBp,1000000.0
119610.KQ,ejected_below_floor,750827.2828220279,2026-08-21|KRW,1000000.0
215000.KQ,ejected_below_floor,767649.7002187,2026-08-21|KRW,1000000.0
CTP2.DE,ejected_below_floor,190910.7752904,2026-08-21|EUR,1000000.0
0HGC.L,ejected_below_floor,251094.92,2026-08-21|USD,1000000.0
ALS.DE,ejected_below_floor,3530.3926980000006,2026-08-21|EUR,1000000.0
0F6L.L,ejected_below_floor,787365.6604983001,2026-08-21|EUR,1000000.0
0R3D.L,ejected_below_floor,193188.87,2026-08-21|USD,1000000.0
MZX.DE,ejected_below_floor,21531.836898,2026-08-21|EUR,1000000.0
SINT.ST,ejected_below_floor,52458.4884,2026-08-21|SEK,1000000.0
CARE.ST,ejected_below_floor,35560.39344,2026-08-21|SEK,1000000.0
AFGC,ejected_below_floor,190032.00000000003,2026-08-21|USD,1000000.0
NIL-B.ST,ejected_below_floor,136245.37212,2026-08-21|SEK,1000000.0
WWIB.OL,ejected_below_floor,427428.0603,2026-08-21|NOK,1000000.0
ELEC.PA,ejected_below_floor,532888.882092,2026-08-21|EUR,1000000.0
107590.KS,ejected_below_floor,26332.98898536,2026-08-21|KRW,1000000.0
0UGS.L,ejected_below_floor,248722.0416576,2026-08-21|CAD,1000000.0
0VQD.L,ejected_below_floor,608292.2999999999,2026-08-21|USD,1000000.0
JIM.L,ejected_below_floor,3594.0554528,2026-08-21|GBp,1000000.0
UT8.DE,ejected_below_floor,923069.7330624001,2026-08-21|EUR,1000000.0
ET.TO,ejected_below_floor,415540.98714239994,2026-08-21|CAD,1000000.0
XTC.TO,ejected_below_floor,93329.0418816,2026-08-21|CAD,1000000.0
053210.KS,ejected_below_floor,129922.04492976199,2026-08-21|KRW,1000000.0
ALGIL.PA,ejected_below_floor,73825.162944,2026-08-21|EUR,1000000.0
ABL.DE,ejected_below_floor,144080.3601504,2026-08-21|EUR,1000000.0
690D.DE,ejected_below_floor,144653.0564502,2026-08-21|EUR,1000000.0
SHF.DE,ejected_below_floor,20011.161132000005,2026-08-21|EUR,1000000.0
0D1X.L,ejected_below_floor,2327.437206,2026-08-21|EUR,1000000.0
003100.KQ,ejected_below_floor,484350.64881904,2026-08-21|KRW,1000000.0
0HCZ.L,ejected_below_floor,538567.38,2026-08-21|USD,1000000.0
ZZ-B.ST,ejected_below_floor,827662.54008,2026-08-21|SEK,1000000.0
0NJB.L,ejected_below_floor,1340.429496,2026-08-21|EUR,1000000.0
TFW.L,ejected_below_floor,169011.09677479998,2026-08-21|GBp,1000000.0
ESSITY-A.ST,ejected_below_floor,565365.27825,2026-08-21|SEK,1000000.0
0UWL.L,ejected_below_floor,1620.9289908,2026-08-21|CAD,1000000.0
RICO.L,ejected_below_floor,167110.0414676,2026-08-21|JPY,1000000.0
000050.KS,ejected_below_floor,305551.680919758,2026-08-21|KRW,1000000.0
DP4B.DE,ejected_below_floor,116435.61300000001,2026-08-21|EUR,1000000.0
EDL.DE,ejected_below_floor,17817.1177572,2026-08-21|EUR,1000000.0
ALDLT.PA,ejected_below_floor,58301.26458,2026-08-21|EUR,1000000.0
096760.KS,ejected_below_floor,297920.867353587,2026-08-21|KRW,1000000.0
TECK-A.TO,ejected_below_floor,519868.74499559996,2026-08-21|CAD,1000000.0
ALVU.PA,ejected_below_floor,55313.00166,2026-08-21|EUR,1000000.0
VETO.PA,ejected_below_floor,709242.41223,2026-08-21|EUR,1000000.0
MTU.PA,ejected_below_floor,351366.9785220001,2026-08-21|EUR,1000000.0
LPE.PA,ejected_below_floor,272951.96892,2026-08-21|EUR,1000000.0
0O1O.L,ejected_below_floor,11506.087296000002,2026-08-21|EUR,1000000.0
TAGM-B.ST,ejected_below_floor,83966.019,2026-08-21|SEK,1000000.0
0DK7.L,ejected_below_floor,1402.0957440000002,2026-08-21|EUR,1000000.0
JEN.BR,ejected_below_floor,305987.45892,2026-08-21|EUR,1000000.0
HMM-A.TO,ejected_below_floor,273523.15166399995,2026-08-21|CAD,1000000.0
0OQQ.L,ejected_below_floor,1641.052455,2026-08-21|EUR,1000000.0
INF.PA,ejected_below_floor,171671.53185,2026-08-21|EUR,1000000.0
0HYP.L,ejected_below_floor,117222.3,2026-08-21|USD,1000000.0
IC2.DE,ejected_below_floor,8468.120452800002,2026-08-21|EUR,1000000.0
ADP.DE,ejected_below_floor,43218.824685,2026-08-21|EUR,1000000.0
PGH.L,ejected_below_floor,235187.303571,2026-08-21|GBp,1000000.0
UZU.DE,ejected_below_floor,34354.12766400001,2026-08-21|EUR,1000000.0
DEQ.DE,ejected_below_floor,162947.380554,2026-08-21|EUR,1000000.0
0ABJ.L,ejected_below_floor,614709.857154393,2026-08-21|SEK,1000000.0
CHV.DE,ejected_below_floor,690616.2611184001,2026-08-21|EUR,1000000.0
FFARM.AS,ejected_below_floor,710837.0874936,2026-08-21|EUR,1000000.0
EBA.DE,ejected_below_floor,33956.03262240001,2026-08-21|EUR,1000000.0
JEL.L,ejected_below_floor,18481.021151999998,2026-08-21|GBp,1000000.0
ELIX.L,ejected_below_floor,598064.9526912,2026-08-21|GBp,1000000.0
YGR.TO,ejected_below_floor,178439.6705994,2026-08-21|CAD,1000000.0
KEI.TO,ejected_below_floor,126234.89037180001,2026-08-21|CAD,1000000.0
3V64.DE,ejected_below_floor,768803.314248,2026-08-21|EUR,1000000.0
DLCG.TO,ejected_below_floor,214509.75453180002,2026-08-21|CAD,1000000.0
REP.DE,ejected_below_floor,420431.031873,2026-08-21|EUR,1000000.0
AKVA.OL,ejected_below_floor,65293.62084,2026-08-21|NOK,1000000.0
HMSB.DE,ejected_below_floor,7584.4558695000005,2026-08-21|EUR,1000000.0
SNX.ST,ejected_below_floor,73791.33705,2026-08-21|SEK,1000000.0
KFI1.DE,ejected_below_floor,4205.70302544,2026-08-21|EUR,1000000.0
SDG.PA,ejected_below_floor,43481.891508,2026-08-21|EUR,1000000.0
0HDQ.L,ejected_below_floor,701.0478720000001,2026-08-21|EUR,1000000.0
STGO.TO,ejected_below_floor,512050.7688785999,2026-08-21|CAD,1000000.0
BEIA-B.ST,ejected_below_floor,982181.9384999999,2026-08-21|SEK,1000000.0
SOF-B.ST,ejected_below_floor,43042.648604999995,2026-08-21|SEK,1000000.0
F3A.DE,ejected_below_floor,184225.365792,2026-08-21|EUR,1000000.0
EQS.PA,ejected_below_floor,432299.234505,2026-08-21|EUR,1000000.0
UU2.DE,ejected_below_floor,286945.107,2026-08-21|EUR,1000000.0
THEP.PA,ejected_below_floor,379276.4037,2026-08-21|EUR,1000000.0
CEMX.TO,ejected_below_floor,27674.6296491,2026-08-21|CAD,1000000.0
0RUJ.L,ejected_below_floor,10492.53528,2026-08-21|EUR,1000000.0
039840.KQ,ejected_below_floor,213398.96816812,2026-08-21|KRW,1000000.0
0DZJ.L,ejected_below_floor,121.01421600000002,2026-08-21|EUR,1000000.0
BRM.DE,ejected_below_floor,111157.26036480001,2026-08-21|EUR,1000000.0
AUB.PA,ejected_below_floor,504986.29584000004,2026-08-21|EUR,1000000.0
0FNZ.L,ejected_below_floor,1502.7090959999998,2026-08-21|EUR,1000000.0
FIV.DE,ejected_below_floor,124120.83290970002,2026-08-21|EUR,1000000.0
IWS.OL,ejected_below_floor,19370.682172,2026-08-21|NOK,1000000.0
0IPY.L,ejected_below_floor,55235.33928,2026-08-21|EUR,1000000.0
0N0B.L,ejected_below_floor,600901.1698177054,2026-08-21|NOK,1000000.0
0R20.L,ejected_below_floor,314806.75931879994,2026-08-21|CAD,1000000.0
TAL.TO,ejected_below_floor,260081.73229500002,2026-08-21|CAD,1000000.0
PTAL.L,ejected_below_floor,176395.93615199998,2026-08-21|GBp,1000000.0
BWE.OL,ejected_below_floor,658660.41725,2026-08-21|NOK,1000000.0
ALCA.ST,ejected_below_floor,49670.21154,2026-08-21|SEK,1000000.0
0Q76.L,ejected_below_floor,1100.6729784,2026-08-21|EUR,1000000.0
MCAP.ST,ejected_below_floor,938726.6427,2026-08-21|SEK,1000000.0
MRD.TO,ejected_below_floor,75324.72805199999,2026-08-21|CAD,1000000.0
BSD.PA,ejected_below_floor,53979.063347999996,2026-08-21|EUR,1000000.0
AEC1.DE,ejected_below_floor,69485.34278400001,2026-08-21|EUR,1000000.0
CINT,ejected_below_floor,649816.72,2026-08-21|USD,1000000.0
TII.DE,ejected_below_floor,363215.24394600006,2026-08-21|EUR,1000000.0
ULTP.L,ejected_below_floor,120635.48572,2026-08-21|GBp,1000000.0
0M3Q.L,ejected_below_floor,904731.012,2026-08-21|USD,1000000.0
GIS.DE,ejected_below_floor,142626.3813,2026-08-21|EUR,1000000.0
003090.KS,ejected_below_floor,743698.5553232459,2026-08-21|KRW,1000000.0
0IP9.L,ejected_below_floor,386515.61,2026-08-21|USD,1000000.0
0IWU.L,ejected_below_floor,40713.169704,2026-08-21|EUR,1000000.0
FAA.DE,ejected_below_floor,138456.95472,2026-08-21|EUR,1000000.0
CPH.TO,ejected_below_floor,306228.580182,2026-08-21|CAD,1000000.0
KSB.DE,ejected_below_floor,164583.97032000002,2026-08-21|EUR,1000000.0
POLN.L,ejected_below_floor,858433.6021799999,2026-08-21|GBp,1000000.0
ALSTW.PA,ejected_below_floor,34310.544,2026-08-21|EUR,1000000.0
ALITL.PA,ejected_below_floor,27291.9513,2026-08-21|EUR,1000000.0
DR.TO,ejected_below_floor,380667.14935200004,2026-08-21|CAD,1000000.0
GPE.PA,ejected_below_floor,25728.27144,2026-08-21|EUR,1000000.0
ALDNX.PA,ejected_below_floor,27995.781108000003,2026-08-21|EUR,1000000.0
185.DE,ejected_below_floor,91696.43572200001,2026-08-21|EUR,1000000.0
0HPW.L,ejected_below_floor,628380.0,2026-08-21|USD,1000000.0
AINN.DE,ejected_below_floor,6581.1564468000015,2026-08-21|EUR,1000000.0
LAS-A.TO,ejected_below_floor,225887.41728,2026-08-21|CAD,1000000.0
HP3A.DE,ejected_below_floor,6710.029632000001,2026-08-21|EUR,1000000.0
0RPZ.L,ejected_below_floor,281556.5634,2026-08-21|SEK,1000000.0
PMTA.DE,ejected_below_floor,2450.7001536,2026-08-21|EUR,1000000.0
ALERS.PA,ejected_below_floor,29248.811447999997,2026-08-21|EUR,1000000.0
0R9T.L,ejected_below_floor,40061.15345400001,2026-08-21|EUR,1000000.0
DKUPL.PA,ejected_below_floor,33466.69008,2026-08-21|EUR,1000000.0
0LVJ.L,ejected_below_floor,16558.47,2026-08-21|USD,1000000.0
OZKAP,ejected_below_floor,391411.02,2026-08-21|USD,1000000.0
NTG.DE,ejected_below_floor,130144.18221000001,2026-08-21|EUR,1000000.0
016580.KS,ejected_below_floor,318751.501972416,2026-08-21|KRW,1000000.0
ABSO.ST,ejected_below_floor,54931.22775,2026-08-21|SEK,1000000.0
SDG.L,ejected_below_floor,112764.61368479999,2026-08-21|GBp,1000000.0
TM5.DE,ejected_below_floor,195520.07231760002,2026-08-21|EUR,1000000.0
ODF.OL,ejected_below_floor,467001.646608,2026-08-21|NOK,1000000.0
016880.KS,ejected_below_floor,445702.28417882696,2026-08-21|KRW,1000000.0
MACF.L,ejected_below_floor,206092.504475,2026-08-21|GBp,1000000.0
COMB.BR,ejected_below_floor,116493.57,2026-08-21|EUR,1000000.0
CEN.PA,ejected_below_floor,91063.19754000001,2026-08-21|EUR,1000000.0
0RQO.L,ejected_below_floor,379636.671928077,2026-08-21|SEK,1000000.0
VTAS.L,ejected_below_floor,19097.4884832,2026-08-21|GBp,1000000.0
0OPJ.L,ejected_below_floor,207876.6438144,2026-08-21|EUR,1000000.0
FCMC.PA,ejected_below_floor,59672.527200000004,2026-08-21|EUR,1000000.0
ZOE.DE,ejected_below_floor,184261.60050840004,2026-08-21|EUR,1000000.0
DECB.BR,ejected_below_floor,235977.81393119998,2026-08-21|EUR,1000000.0
ALLEX.PA,ejected_below_floor,166248.49536,2026-08-21|EUR,1000000.0
TEL2-A.ST,ejected_below_floor,19158.6681,2026-08-21|SEK,1000000.0
CHEF.ST,ejected_below_floor,476281.2348,2026-08-21|SEK,1000000.0
MEDI.OL,ejected_below_floor,525620.2788,2026-08-21|NOK,1000000.0
ARC.L,ejected_below_floor,12498.7979598,2026-08-21|GBp,1000000.0
CEVI.ST,ejected_below_floor,667793.13036,2026-08-21|SEK,1000000.0
UB5.DE,ejected_below_floor,5093.2843428,2026-08-21|EUR,1000000.0
0HTF.L,ejected_below_floor,28748.090250438003,2026-08-21|NOK,1000000.0
0EEV.L,ejected_below_floor,53624.830164,2026-08-21|EUR,1000000.0
0YG7.L,ejected_below_floor,26916.35625,2026-08-21|SEK,1000000.0
BERNER-B.ST,ejected_below_floor,330566.27085,2026-08-21|SEK,1000000.0
SEC.TO,ejected_below_floor,46944.765,2026-08-21|CAD,1000000.0
035150.KS,ejected_below_floor,238068.13245595,2026-08-21|KRW,1000000.0
OMV.DE,ejected_below_floor,565566.719445,2026-08-21|EUR,1000000.0
ELC,ejected_below_floor,373243.7588,2026-08-21|USD,1000000.0
COH.PA,ejected_below_floor,24938.31753,2026-08-21|EUR,1000000.0
ALMDG.PA,ejected_below_floor,63940.017024,2026-08-21|EUR,1000000.0
ORIA.PA,ejected_below_floor,6157.351680000001,2026-08-21|EUR,1000000.0
CAT1.DE,ejected_below_floor,880629.2592960001,2026-08-21|EUR,1000000.0
039570.KS,ejected_below_floor,113262.646871872,2026-08-21|KRW,1000000.0
0HW4.L,ejected_below_floor,311092.25,2026-08-21|USD,1000000.0
0KXA.L,ejected_below_floor,253565.83000000002,2026-08-21|USD,1000000.0
0MDP.L,ejected_below_floor,16276.138799999999,2026-08-21|USD,1000000.0
CX.ST,ejected_below_floor,32226.5493,2026-08-21|SEK,1000000.0
SIMINN.IC,ejected_below_floor,363386.730476,2026-08-21|ISK,1000000.0
0QUS.L,ejected_below_floor,6148.46871,2026-08-21|SEK,1000000.0
RNK.L,ejected_below_floor,642715.9030109601,2026-08-21|GBp,1000000.0
