as_of,logged_at,filter_commit,list,rank,ticker,company,aggscore
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN1,15,JGGI.L,JPMorgan Global Growth & Income plc,-1.0844217259458608
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN1,16,SOR,"Source Capital, Inc.",-1.1640293144711311
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN1,17,CVG.TO,Clairvest Group Inc.,-1.2203293260594923
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN1,18,FAS.L,Fidelity Asian Values PLC,-1.3002713145642226
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN1,19,SAIN.L,The Scottish American Investment Company PLC,-1.312403001954948
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN1,20,CYB.TO,Cymbria Corporation,-1.374903468177408
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,1,PLUS.L,Plus500 Ltd.,6.399268099555857
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,2,QLT.L,Quilter plc,6.23389191575656
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,3,POLR.L,Polar Capital Holdings plc,4.500331707425637
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,4,CLIG.L,City of London Investment Group PLC,1.1524255874134355
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,5,0OPJ.L,ABC arbitrage S.A.,1.1495382606916507
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,6,TCAP.L,TP ICAP Group plc,0.5692601233828459
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,7,AJB.L,AJ Bell plc,0.1926637239461384
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,8,EMG.L,Man Group plc,-0.17009543510341119
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,9,0QLD.L,Swissquote Group Holding Ltd,-0.3368372334326437
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,10,CASE.ST,Case Group AB (publ),-0.9366844220024495
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,11,MPCK.DE,MPC Münchmeyer Petersen Capital AG,-1.269598027055348
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,12,RAT.L,Rathbones Group Plc,-2.2016921706917225
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,13,AGF-B.TO,AGF Management Limited,-2.2422060515658933
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,14,HGBL,Heritage Global Inc.,-2.268818088407168
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,15,IHP.L,IntegraFin Holdings PLC,-3.300897597106122
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,16,SDR.L,Schroders plc,-3.7079434000095657
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,17,VCTR,"Victory Capital Holdings, Inc.",-5.166333312691401
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,18,TROW,"T. Rowe Price Group, Inc.",-5.4799312587972615
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,19,SEIC,SEI Investments Company,-5.585321673315975
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,20,FHI,"Federated Hermes, Inc.",-5.708787145997062
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,21,0KNY.L,"T. Rowe Price Group, Inc.",-5.714674503528738
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN2,22,PIPR,Piper Sandler Companies,-6.96778431645988
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,1,PAG.L,Paragon Banking Group PLC,12.655520980762716
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,2,FINV,FinVolution Group,9.22655893959767
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,3,ATLC,Atlanticus Holdings Corporation,5.066951234677035
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,4,QFIN,"Qfin Holdings, Inc.",3.245965242318696
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,5,SFE.DE,Synchrony Financial R,1.7581494103895432
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,6,SYF,Synchrony Financial,1.7524292595099262
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,7,OPBK,OP Bancorp,1.681081660974397
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,8,ACT,Enact Holdings Inc.,1.5386183571478458
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,9,PKBK,"Parke Bancorp, Inc.",0.65985467881395
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,10,ENVA,"Enova International, Inc.",0.4999148601961415
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,11,HBT,"HBT Financial, Inc.",-0.3666913373535307
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,12,RNR,RenaissanceRe Holdings Ltd.,-0.40376007119760526
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,13,PGC,Peapack-Gladstone Financial Corporation,-2.0587692190081985
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,14,BPOP,"Popular, Inc.",-2.293254112065159
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,15,FBP,First BanCorp.,-2.831020841003985
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,16,FSBC,Five Star Bancorp,-3.3402017817554808
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,17,FVCB,"FVCBankcorp, Inc.",-4.179252623762422
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,18,CPF,Central Pacific Financial Corp.,-4.264009729449694
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,19,HIG,"The Hartford Insurance Group, Inc.",-4.455435050890747
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,20,RRBI,"Red River Bancshares, Inc.",-4.540710147437012
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,21,0J3H.L,"The Hartford Financial Services Group, Inc.",-4.7081173986296925
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,22,AROW,Arrow Financial Corporation,-4.74403583506056
2026-07-17,2026-07-17T11:41:08.186515,12a7571-dirty,FIN3,23,MBB.DE,Mbb Se,-5.272851561141732
