pool,source,n_flags,flags,status,note
general,AGL,1,uInterestCoverage,EJECTED,
general,AI,1,returnOnAssets,EJECTED,
general,AKBM.OL,1,netDebtToEBITDA,EJECTED,
general,ALA.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ALMDT.PA,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ALO.PA,1,uCurrentRatio,EJECTED,
general,ALOT,1,netDebtToEBITDA,EJECTED,
general,ALT,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,AMBEA.ST,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AMBP,1,netDebtToEBITDA,EJECTED,
general,AMLX,1,returnOnAssets,EJECTED,
general,AMRX,1,netDebtToEBITDA,EJECTED,
general,AMX,1,uCurrentRatio,EJECTED,
general,ANOD-B.ST,1,uCurrentRatio,EJECTED,
general,AORT,1,netDebtToEBITDA,EJECTED,
general,AP,1,netDebtToEBITDA,EJECTED,
general,APPS,1,returnOnAssets,EJECTED,
general,AQN,1,netDebtToEBITDA,EJECTED,
general,AQST,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ARQQ,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ATEA.OL,1,uCurrentRatio,EJECTED,
general,ATOM,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ATS,1,netDebtToEBITDA,EJECTED,
general,ATT.ST,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AUNA,1,netDebtToEBITDA,EJECTED,
general,AUR,1,returnOnAssets,EJECTED,
general,AVA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AVT,1,netDebtToEBITDA,EJECTED,
general,AVTR,1,netDebtToEBITDA,EJECTED,
general,AWK,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,AXFO.ST,1,uCurrentRatio,EJECTED,
general,AYV.PA,1,uCurrentRatio,EJECTED,
general,AZN,1,uCurrentRatio,EJECTED,
general,AZO,1,uCurrentRatio,EJECTED,
general,BA,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,BAMNB.AS,1,uCurrentRatio,EJECTED,
general,BBUC,1,netDebtToEBITDA,EJECTED,
general,BCE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BEAM,1,returnOnAssets,EJECTED,
general,BEP,4,"netDebtToEBITDA, returnOnAssets, uCurrentRatio, uInterestCoverage",EJECTED,
general,BEPC,2,"uCurrentRatio, uInterestCoverage",EJECTED,
general,BFIT.AS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BHC,1,netDebtToEBITDA,EJECTED,
general,BIPC,1,uCurrentRatio,EJECTED,
general,BKH,1,netDebtToEBITDA,EJECTED,
general,BLCO,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,BLDP,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BLNK,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,BLZE,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,BMW.DE,1,netDebtToEBITDA,EJECTED,
general,BN.PA,1,uCurrentRatio,EJECTED,
general,BNTX,1,uInterestCoverage,EJECTED,
general,BORR,1,netDebtToEBITDA,EJECTED,
general,BRAV.ST,1,uCurrentRatio,EJECTED,
general,BT-A.L,1,uCurrentRatio,EJECTED,
general,BTI,1,uCurrentRatio,EJECTED,
general,BUD,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BWEN,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,BYD,1,uCurrentRatio,EJECTED,
general,BYD.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,BYND,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,CA.PA,1,uCurrentRatio,EJECTED,
general,CABO,1,netDebtToEBITDA,EJECTED,
general,CAE,1,uCurrentRatio,EJECTED,
general,CAKE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CAMT,1,CFOlessEarnings,EJECTED,
general,CAR,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CAS.TO,1,netDebtToEBITDA,EJECTED,
general,CCA.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CCL,1,uCurrentRatio,EJECTED,
general,CDXS,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,CEVA,1,returnOnAssets,EJECTED,
general,CGC,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CGX.TO,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CHTR,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CI,1,uCurrentRatio,EJECTED,
general,CJ.TO,1,uCurrentRatio,EJECTED,
general,CJT.TO,1,uCurrentRatio,EJECTED,
general,CLARI.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CMCSA,1,uCurrentRatio,EJECTED,
general,CNI,1,uCurrentRatio,EJECTED,
general,CNMD,1,netDebtToEBITDA,EJECTED,
general,CNNE,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CNQ,1,uCurrentRatio,EJECTED,
general,CNXC,1,netDebtToEBITDA,EJECTED,
general,COLR.BR,1,uCurrentRatio,EJECTED,
general,COOK,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,COOR.ST,1,uCurrentRatio,EJECTED,
general,CP,1,uCurrentRatio,EJECTED,
general,CPB,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,CPS,1,netDebtToEBITDA,EJECTED,
general,CRC,1,uCurrentRatio,EJECTED,
general,CRDL,1,returnOnAssets,EJECTED,
general,CRMT,1,netDebtToEBITDA,EJECTED,
general,CRSP,1,returnOnAssets,EJECTED,
general,CSCO,1,uCurrentRatio,EJECTED,
general,CSU.TO,1,uCurrentRatio,EJECTED,
general,CTC-A.TO,1,netDebtToEBITDA,EJECTED,
general,CTEV,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,CTT.LS,1,uCurrentRatio,EJECTED,
general,CU.TO,1,netDebtToEBITDA,EJECTED,
general,CURA.TO,2,"netDebtToEBITDA, uInterestCoverage",EJECTED,
general,CVS,1,uCurrentRatio,EJECTED,
general,CWH,1,netDebtToEBITDA,EJECTED,
general,CWR.L,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,CWT,1,uCurrentRatio,EJECTED,
general,D,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,DBV.PA,1,returnOnAssets,EJECTED,
general,DDD,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,DE,1,netDebtToEBITDA,EJECTED,
general,DELL,1,uCurrentRatio,EJECTED,
general,DEME.BR,1,uCurrentRatio,EJECTED,
general,DERM,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,DG.PA,1,uCurrentRatio,EJECTED,
general,DHER.DE,3,"netDebtToEBITDA, returnOnAssets, uInterestCoverage",EJECTED,
general,DIS,1,uCurrentRatio,EJECTED,
general,DIV.TO,1,netDebtToEBITDA,EJECTED,
general,DLX,1,netDebtToEBITDA,EJECTED,
general,DML.TO,1,uInterestCoverage,EJECTED,
general,DNA,1,returnOnAssets,EJECTED,
general,DOGZ,2,"netDebtToEBITDA, returnOnAssets",EJECTED,
general,DOU.DE,1,uCurrentRatio,EJECTED,
general,DRTS,1,returnOnAssets,EJECTED,
general,DTE,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,DTG.DE,1,netDebtToEBITDA,EJECTED,
general,DUOT,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EAT,1,uCurrentRatio,EJECTED,
general,ED,1,netDebtToEBITDA,EJECTED,
general,EDP.LS,1,netDebtToEBITDA,EJECTED,
general,EDPR.LS,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,EFN.TO,1,netDebtToEBITDA,EJECTED,
general,EFR.TO,1,returnOnAssets,EJECTED,
general,EIX,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,EL.PA,1,uCurrentRatio,EJECTED,
general,ELI.BR,1,netDebtToEBITDA,EJECTED,
general,ELIOR.PA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,ELIS.PA,1,uCurrentRatio,EJECTED,
general,ELOX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,ELTX,2,"returnOnAssets, uInterestCoverage",EJECTED,
general,EMA,2,"netDebtToEBITDA, uCurrentRatio",EJECTED,
general,EMEIS.PA,3,"netDebtToEBITDA, returnOnAssets, uCurrentRatio",EJECTED,
