source,verdict,dollarVolume_usd,dollarVolume_basis,floor_usd
KIN2.DE,ejected_below_floor,109857.356325,2026-08-21|EUR,1000000.0
SBI.TO,ejected_below_floor,145263.7296,2026-08-21|CAD,1000000.0
0J3H.L,ejected_below_floor,213985.19999999998,2026-08-21|USD,1000000.0
0VOA.L,ejected_below_floor,53222.90626799999,2026-08-21|CAD,1000000.0
HFF.DE,ejected_below_floor,4612.659299999999,2026-08-21|EUR,1000000.0
GMR.L,ejected_below_floor,116998.49618111998,2026-08-21|GBp,1000000.0
0LJL.L,ejected_below_floor,139234.94,2026-08-21|USD,1000000.0
0QYM.L,ejected_below_floor,459871.793856,2026-08-21|CAD,1000000.0
CFX.L,ejected_below_floor,95656.45982399999,2026-08-21|GBp,1000000.0
216050.KQ,ejected_below_floor,137147.281017288,2026-08-21|KRW,1000000.0
234080.KS,ejected_below_floor,270520.6409618476,2026-08-21|KRW,1000000.0
0JSU.L,ejected_below_floor,8441.03025,2026-08-21|EUR,1000000.0
001065.KS,ejected_below_floor,5197.83087726,2026-08-21|KRW,1000000.0
001067.KS,ejected_below_floor,2551.4840052,2026-08-21|KRW,1000000.0
0QNG.L,ejected_below_floor,268732.60994496004,2026-08-21|CHF,1000000.0
0HQU.L,ejected_below_floor,321226.80000000005,2026-08-21|USD,1000000.0
0VCO.L,ejected_below_floor,23741.640539999997,2026-08-21|CAD,1000000.0
ALNTG.PA,ejected_below_floor,20182.947592499997,2026-08-21|EUR,1000000.0
PA9.DE,ejected_below_floor,3611.2443749999998,2026-08-21|EUR,1000000.0
MOUR.BR,ejected_below_floor,43731.225,2026-08-21|EUR,1000000.0
LOUP.PA,ejected_below_floor,685421.946,2026-08-21|EUR,1000000.0
PRU.TO,ejected_below_floor,144956.27008800002,2026-08-21|CAD,1000000.0
007700.KS,ejected_below_floor,248738.0041287132,2026-08-21|KRW,1000000.0
EIN.DE,ejected_below_floor,294991.3305,2026-08-21|EUR,1000000.0
092730.KQ,ejected_below_floor,987602.368703874,2026-08-21|KRW,1000000.0
028100.KS,ejected_below_floor,454704.834920776,2026-08-21|KRW,1000000.0
EMBELL.ST,ejected_below_floor,37044.509376,2026-08-21|SEK,1000000.0
0EAQ.L,ejected_below_floor,121281.8106,2026-08-21|USD,1000000.0
SNFCA,ejected_below_floor,322424.775,2026-08-21|USD,1000000.0
0VL5.L,ejected_below_floor,23871.290495999998,2026-08-21|CAD,1000000.0
0RJ6.L,ejected_below_floor,7698.039749999999,2026-08-21|EUR,1000000.0
SFE.DE,ejected_below_floor,157.54365,2026-08-21|EUR,1000000.0
SEA1.OL,ejected_below_floor,489919.912001,2026-08-21|NOK,1000000.0
LNF.TO,ejected_below_floor,461538.8204399999,2026-08-21|CAD,1000000.0
0KAN.L,ejected_below_floor,18234.2,2026-08-21|USD,1000000.0
DBO.TO,ejected_below_floor,656827.6085519999,2026-08-21|CAD,1000000.0
HCL.DE,ejected_below_floor,416308.60845,2026-08-21|EUR,1000000.0
0QQF.L,ejected_below_floor,8386.266880000001,2026-08-21|CHF,1000000.0
0KGH.L,ejected_below_floor,92057.72,2026-08-21|USD,1000000.0
268280.KS,ejected_below_floor,322465.707750528,2026-08-21|KRW,1000000.0
