source,verdict,dollarVolume_usd,dollarVolume_basis,floor_usd
029460.KS,ejected_below_floor,995272.756067394,2026-08-21|KRW,1000000.0
AXA.DE,ejected_below_floor,951905.8568640002,2026-08-21|EUR,1000000.0
RNL.DE,ejected_below_floor,298716.47001600004,2026-08-21|EUR,1000000.0
0RVA.L,ejected_below_floor,67504.17007680002,2026-08-21|EUR,1000000.0
081580.KQ,ejected_below_floor,107051.244665085,2026-08-21|KRW,1000000.0
084010.KS,ejected_below_floor,219853.971462489,2026-08-21|KRW,1000000.0
0QOW.L,ejected_below_floor,172943.1,2026-08-21|USD,1000000.0
0R86.L,ejected_below_floor,32341.552600000003,2026-08-21|SEK,1000000.0
ENGCON-B.ST,ejected_below_floor,887636.2845000001,2026-08-21|SEK,1000000.0
0J46.L,ejected_below_floor,174834.0,2026-08-21|USD,1000000.0
ASCE.BR,ejected_below_floor,218385.73608000003,2026-08-21|EUR,1000000.0
MXG.TO,ejected_below_floor,31408.972775999995,2026-08-21|CAD,1000000.0
ALTRI.PA,ejected_below_floor,4542.326838400001,2026-08-21|EUR,1000000.0
RAY.TO,ejected_below_floor,435276.44708939997,2026-08-21|CAD,1000000.0
ALMGI.PA,ejected_below_floor,1293.0735136000003,2026-08-21|EUR,1000000.0
TEXF.BR,ejected_below_floor,10372.138304,2026-08-21|EUR,1000000.0
016610.KS,ejected_below_floor,654073.2543552466,2026-08-21|KRW,1000000.0
0JZ1.L,ejected_below_floor,101373.72,2026-08-21|USD,1000000.0
HMI.DE,ejected_below_floor,699007.3558400001,2026-08-21|EUR,1000000.0
VALUE.AS,ejected_below_floor,14063.818080000001,2026-08-21|EUR,1000000.0
KMY.DE,ejected_below_floor,121481.3566432,2026-08-21|EUR,1000000.0
BWO.OL,ejected_below_floor,340019.52544399997,2026-08-21|NOK,1000000.0
ALDEL.PA,ejected_below_floor,33566.712576000005,2026-08-21|EUR,1000000.0
JCSE,ejected_below_floor,38044.5425,2026-08-21|USD,1000000.0
0KU1.L,ejected_below_floor,635973.47,2026-08-21|USD,1000000.0
2HP.DE,ejected_below_floor,491879.9328192001,2026-08-21|EUR,1000000.0
FIRE.ST,ejected_below_floor,28634.522,2026-08-21|SEK,1000000.0
0OR2.L,ejected_below_floor,6207.722224,2026-08-21|EUR,1000000.0
WEB.BR,ejected_below_floor,23811.786768000005,2026-08-21|EUR,1000000.0
0LBY.L,ejected_below_floor,412003.54520000005,2026-08-21|EUR,1000000.0
145720.KS,ejected_below_floor,697232.086695536,2026-08-21|KRW,1000000.0
NRP.AS,ejected_below_floor,45758.369664,2026-08-21|EUR,1000000.0
2HRA.DE,ejected_below_floor,61157.02716800001,2026-08-21|EUR,1000000.0
0QO9.L,ejected_below_floor,41936.21586,2026-08-21|CHF,1000000.0
IAM.PA,ejected_below_floor,2077.3728416000004,2026-08-21|EUR,1000000.0
KEQU,ejected_below_floor,178825.68,2026-08-21|USD,1000000.0
IDIP.PA,ejected_below_floor,32354.086560000003,2026-08-21|EUR,1000000.0
0F2Z.L,ejected_below_floor,57566.68944,2026-08-21|EUR,1000000.0
085310.KS,ejected_below_floor,184897.889261435,2026-08-21|KRW,1000000.0
081000.KS,ejected_below_floor,260118.497821329,2026-08-21|KRW,1000000.0
INISS-B.ST,ejected_below_floor,137518.8199,2026-08-21|SEK,1000000.0
0LS8.L,ejected_below_floor,64338.75,2026-08-21|USD,1000000.0
GREEN.ST,ejected_below_floor,222755.695085,2026-08-21|SEK,1000000.0
ACRI-A.ST,ejected_below_floor,4021.3908,2026-08-21|SEK,1000000.0
ACRI-B.ST,ejected_below_floor,27855.884952000004,2026-08-21|SEK,1000000.0
SMCP.PA,ejected_below_floor,703738.8467712,2026-08-21|EUR,1000000.0
ALQWA.PA,ejected_below_floor,1417.5132,2026-08-21|EUR,1000000.0
0DH7.L,ejected_below_floor,38446.452055999995,2026-08-21|NOK,1000000.0
0VFA.L,ejected_below_floor,26362.8308988,2026-08-21|CAD,1000000.0
LSS.PA,ejected_below_floor,931080.413856,2026-08-21|EUR,1000000.0
SCA-A.ST,ejected_below_floor,167452.45055,2026-08-21|SEK,1000000.0
0IP1.L,ejected_below_floor,7078.521744000001,2026-08-21|EUR,1000000.0
BLC.PA,ejected_below_floor,64352.20048000001,2026-08-21|EUR,1000000.0
AO.L,ejected_below_floor,798676.33057128,2026-08-21|GBp,1000000.0
ODET.PA,ejected_below_floor,628854.0768,2026-08-21|EUR,1000000.0
0K8M.L,ejected_below_floor,982569.6,2026-08-21|USD,1000000.0
UBCP,ejected_below_floor,129074.22,2026-08-21|USD,1000000.0
PHAR.L,ejected_below_floor,336803.12954764,2026-08-21|GBp,1000000.0
ALPRI.PA,ejected_below_floor,7200.619200000001,2026-08-21|EUR,1000000.0
BORG.ST,ejected_below_floor,98985.34135,2026-08-21|SEK,1000000.0
TALK.ST,ejected_below_floor,17757.15844,2026-08-21|SEK,1000000.0
STF.PA,ejected_below_floor,326287.76848,2026-08-21|EUR,1000000.0
EXE.PA,ejected_below_floor,47583.39616800001,2026-08-21|EUR,1000000.0
BIG.PA,ejected_below_floor,13676.770304,2026-08-21|EUR,1000000.0
OLY.TO,ejected_below_floor,196590.94199999998,2026-08-21|CAD,1000000.0
TMI.L,ejected_below_floor,9643.140000000001,2026-08-21|USD,1000000.0
0NY3.L,ejected_below_floor,7616.654976000001,2026-08-21|EUR,1000000.0
060380.KQ,ejected_below_floor,34265.353734114164,2026-08-21|KRW,1000000.0
SJOVA.IC,ejected_below_floor,362165.74915755,2026-08-21|ISK,1000000.0
BSN.DE,ejected_below_floor,234075.34034240004,2026-08-21|EUR,1000000.0
VSSAB-B.ST,ejected_below_floor,13342.6818,2026-08-21|SEK,1000000.0
SFAST.ST,ejected_below_floor,115813.16593000002,2026-08-21|SEK,1000000.0
JAG.TO,ejected_below_floor,836374.6574495999,2026-08-21|CAD,1000000.0
NFS.DE,ejected_below_floor,6955.960480000001,2026-08-21|EUR,1000000.0
ZAL.OL,ejected_below_floor,62668.146,2026-08-21|NOK,1000000.0
MLHK.PA,ejected_below_floor,55162.65662400001,2026-08-21|EUR,1000000.0
QDT.PA,ejected_below_floor,991526.191456,2026-08-21|EUR,1000000.0
HDL,ejected_below_floor,11438.0,2026-08-21|USD,1000000.0
MKZ-UN.TO,ejected_below_floor,1566.4461453000001,2026-08-21|CAD,1000000.0
0KRX.L,ejected_below_floor,332010.612,2026-08-21|USD,1000000.0
005305.KS,ejected_below_floor,82663.03474198,2026-08-21|KRW,1000000.0
PACT.ST,ejected_below_floor,684336.20556,2026-08-21|SEK,1000000.0
AIL.DE,ejected_below_floor,184688.1600768,2026-08-21|EUR,1000000.0
EXS.ST,ejected_below_floor,89500.2472,2026-08-21|SEK,1000000.0
VP.L,ejected_below_floor,157262.62994259998,2026-08-21|GBp,1000000.0
008420.KS,ejected_below_floor,504513.7796715401,2026-08-21|KRW,1000000.0
DBM.TO,ejected_below_floor,904372.8175935,2026-08-21|CAD,1000000.0
ALAUD.PA,ejected_below_floor,30519.957824,2026-08-21|EUR,1000000.0
E4C.DE,ejected_below_floor,3474.153824,2026-08-21|EUR,1000000.0
MEKO.ST,ejected_below_floor,604728.6882,2026-08-21|SEK,1000000.0
MA10.DE,ejected_below_floor,14092.690128,2026-08-21|EUR,1000000.0
FREY.PA,ejected_below_floor,18430.802304,2026-08-21|EUR,1000000.0
MPN.DE,ejected_below_floor,29436.966144,2026-08-21|EUR,1000000.0
VOXR.TO,ejected_below_floor,117218.19293639998,2026-08-21|CAD,1000000.0
0RGB.L,ejected_below_floor,7251.019440000001,2026-08-21|SEK,1000000.0
ALRFG.PA,ejected_below_floor,2544.4506880000004,2026-08-21|EUR,1000000.0
ALHEX.PA,ejected_below_floor,107658.30129600002,2026-08-21|EUR,1000000.0
0DLI.L,ejected_below_floor,29491.231680000004,2026-08-21|EUR,1000000.0
P4O.DE,ejected_below_floor,202752.04387200004,2026-08-21|EUR,1000000.0
0S9E.L,ejected_below_floor,264.55400280000003,2026-08-21|CAD,1000000.0
0R8X.L,ejected_below_floor,18586.449,2026-08-21|CHF,1000000.0
ALFLE.PA,ejected_below_floor,35799.02048000001,2026-08-21|EUR,1000000.0
VIH1.DE,ejected_below_floor,54544.4701312,2026-08-21|EUR,1000000.0
MEMS.PA,ejected_below_floor,161029.83578080003,2026-08-21|EUR,1000000.0
PION-B.ST,ejected_below_floor,6463.037112,2026-08-21|SEK,1000000.0
001685.KS,ejected_below_floor,44245.4807499943,2026-08-21|KRW,1000000.0
PER.DE,ejected_below_floor,150303.1974272,2026-08-21|EUR,1000000.0
BASS.PA,ejected_below_floor,69202.47264,2026-08-21|EUR,1000000.0
VVD.DE,ejected_below_floor,160095.96996800002,2026-08-21|EUR,1000000.0
066670.KQ,ejected_below_floor,65220.972724047,2026-08-21|KRW,1000000.0
PPX.DE,ejected_below_floor,179432.12548800002,2026-08-21|EUR,1000000.0
EAST.ST,ejected_below_floor,386608.53882,2026-08-21|SEK,1000000.0
CTAC.AS,ejected_below_floor,3896.5669600000006,2026-08-21|EUR,1000000.0
FC9.DE,ejected_below_floor,4382.9856,2026-08-21|EUR,1000000.0
RBY.TO,ejected_below_floor,395315.82603,2026-08-21|CAD,1000000.0
PCE1.DE,ejected_below_floor,299206.59911999997,2026-08-21|EUR,1000000.0
PRCO-B.ST,ejected_below_floor,2611.52598,2026-08-21|SEK,1000000.0
ALWEC.PA,ejected_below_floor,17027.899056000002,2026-08-21|EUR,1000000.0
0OPN.L,ejected_below_floor,86515.26576000001,2026-08-21|EUR,1000000.0
MORE.AS,ejected_below_floor,7553.345184000001,2026-08-21|EUR,1000000.0
SAM.TO,ejected_below_floor,69108.8340609,2026-08-21|CAD,1000000.0
LUMEN.ST,ejected_below_floor,30645.801480000006,2026-08-21|SEK,1000000.0
003220.KS,ejected_below_floor,723976.9847942689,2026-08-21|KRW,1000000.0
4I1.DE,ejected_below_floor,83134.2445824,2026-08-21|EUR,1000000.0
033250.KS,ejected_below_floor,201185.50706190476,2026-08-21|KRW,1000000.0
EIK.IC,ejected_below_floor,261127.0023181,2026-08-21|ISK,1000000.0
STCM.L,ejected_below_floor,14627.742751999998,2026-08-21|GBp,1000000.0
0FRI.L,ejected_below_floor,13683.089688,2026-08-21|EUR,1000000.0
WDH,ejected_below_floor,197391.0,2026-08-21|USD,1000000.0
NMAN.ST,ejected_below_floor,428425.89244,2026-08-21|SEK,1000000.0
FNOVA-B.ST,ejected_below_floor,78698.1048,2026-08-21|SEK,1000000.0
ABO.BR,ejected_below_floor,2942.3051904000004,2026-08-21|EUR,1000000.0
0DUI.L,ejected_below_floor,692828.9537025279,2026-08-21|EUR,1000000.0
AUD.DE,ejected_below_floor,110484.80522400003,2026-08-21|EUR,1000000.0
WFC.TO,ejected_below_floor,8540.672076,2026-08-21|CAD,1000000.0
ALSOG.PA,ejected_below_floor,23073.984192000004,2026-08-21|EUR,1000000.0
001630.KS,ejected_below_floor,209433.22012956,2026-08-21|KRW,1000000.0
117580.KS,ejected_below_floor,632610.6245392304,2026-08-21|KRW,1000000.0
3E2.DE,ejected_below_floor,8532.3511104,2026-08-21|EUR,1000000.0
GOD.OL,ejected_below_floor,104741.33346,2026-08-21|NOK,1000000.0
007980.KS,ejected_below_floor,285814.2837443393,2026-08-21|KRW,1000000.0
ALVAP.PA,ejected_below_floor,2582.0655168000003,2026-08-21|EUR,1000000.0
ALMRB.PA,ejected_below_floor,19886.660830400004,2026-08-21|EUR,1000000.0
ENRO.ST,ejected_below_floor,47232.84951,2026-08-21|SEK,1000000.0
0W2Y.L,ejected_below_floor,118899.9,2026-08-21|USD,1000000.0
AFK.OL,ejected_below_floor,109914.59052,2026-08-21|NOK,1000000.0
0F0J.L,ejected_below_floor,254823.509865743,2026-08-21|NOK,1000000.0
DTOL.TO,ejected_below_floor,189599.26375530002,2026-08-21|CAD,1000000.0
0QLM.L,ejected_below_floor,2789.387577,2026-08-21|CHF,1000000.0
ALBKK.PA,ejected_below_floor,88095.11176000001,2026-08-21|EUR,1000000.0
SQU.DE,ejected_below_floor,331440.96524000005,2026-08-21|EUR,1000000.0
LBG.L,ejected_below_floor,207125.21347559997,2026-08-21|GBp,1000000.0
ALG.DE,ejected_below_floor,1283.8205440000002,2026-08-21|EUR,1000000.0
LTHM.L,ejected_below_floor,138282.383484,2026-08-21|GBp,1000000.0
QSP-UN.TO,ejected_below_floor,840.88422,2026-08-21|CAD,1000000.0
COVH.PA,ejected_below_floor,15705.698400000001,2026-08-21|EUR,1000000.0
CCEC,ejected_below_floor,301391.3,2026-08-21|USD,1000000.0
PHM7.DE,ejected_below_floor,185332.69086400003,2026-08-21|EUR,1000000.0
HVT-A,ejected_below_floor,33082.56,2026-08-21|USD,1000000.0
SOTK,ejected_below_floor,248422.65,2026-08-21|USD,1000000.0
USWE.ST,ejected_below_floor,4905.505394999999,2026-08-21|SEK,1000000.0
EMB.ST,ejected_below_floor,5852.26257,2026-08-21|SEK,1000000.0
FAR.TO,ejected_below_floor,368093.0143296,2026-08-21|CAD,1000000.0
ALMOU.PA,ejected_below_floor,18642.298752000002,2026-08-21|EUR,1000000.0
MALT.PA,ejected_below_floor,9566.04,2026-08-21|EUR,1000000.0
WRG.TO,ejected_below_floor,4766.861583,2026-08-21|CAD,1000000.0
ELON.ST,ejected_below_floor,5901.5026,2026-08-21|SEK,1000000.0
ALTXC.PA,ejected_below_floor,4512.388032000001,2026-08-21|EUR,1000000.0
0OQ2.L,ejected_below_floor,559450.7752960001,2026-08-21|EUR,1000000.0
PAT.PA,ejected_below_floor,29001.102576,2026-08-21|EUR,1000000.0
0Y3K.L,ejected_below_floor,680252.5800000001,2026-08-21|USD,1000000.0
SACI.PA,ejected_below_floor,876.5971200000001,2026-08-21|EUR,1000000.0
NSI.AS,ejected_below_floor,954392.679408,2026-08-21|EUR,1000000.0
ERAG.DE,ejected_below_floor,86885.384544,2026-08-21|EUR,1000000.0
IMDA.PA,ejected_below_floor,27963.448128000004,2026-08-21|EUR,1000000.0
0VL8.L,ejected_below_floor,78605.36649,2026-08-21|CAD,1000000.0
RATO-A.ST,ejected_below_floor,9108.414700000001,2026-08-21|SEK,1000000.0
GENT.OL,ejected_below_floor,18813.434016,2026-08-21|NOK,1000000.0
005945.KS,ejected_below_floor,989104.892527808,2026-08-21|KRW,1000000.0
AVT-B.ST,ejected_below_floor,45366.048476,2026-08-21|SEK,1000000.0
TST.L,ejected_below_floor,7927.536168999999,2026-08-21|GBp,1000000.0
VBNK.TO,ejected_below_floor,677786.5907334,2026-08-21|CAD,1000000.0
ORES.ST,ejected_below_floor,675884.52624,2026-08-21|SEK,1000000.0
SYP.DE,ejected_below_floor,116076.06864000001,2026-08-21|EUR,1000000.0
ENDUR.OL,ejected_below_floor,964117.990316,2026-08-21|NOK,1000000.0
MAGI.ST,ejected_below_floor,34184.621212,2026-08-21|SEK,1000000.0
NL,ejected_below_floor,360061.97,2026-08-21|USD,1000000.0
PHAR,ejected_below_floor,156265.94999999998,2026-08-21|USD,1000000.0
004080.KS,ejected_below_floor,54786.893107485,2026-08-21|KRW,1000000.0
0NHS.L,ejected_below_floor,106631.03880000001,2026-08-21|USD,1000000.0
0YG8.L,kept_no_reading,,not-captured,1000000.0
0IKW.L,ejected_below_floor,300193.02,2026-08-21|USD,1000000.0
FAS.DE,ejected_below_floor,9807.481052000001,2026-08-21|EUR,1000000.0
ROU.BR,ejected_below_floor,5470.267504,2026-08-21|EUR,1000000.0
STEF-B.ST,ejected_below_floor,397047.94668,2026-08-21|SEK,1000000.0
EMIL-B.ST,ejected_below_floor,154139.96360000002,2026-08-21|SEK,1000000.0
075130.KQ,ejected_below_floor,58845.06778673705,2026-08-21|KRW,1000000.0
GMM.DE,ejected_below_floor,23257.304304000005,2026-08-21|EUR,1000000.0
RCI-A.TO,ejected_below_floor,67122.89775,2026-08-21|CAD,1000000.0
ADVE.ST,ejected_below_floor,78532.39296000001,2026-08-21|SEK,1000000.0
GOS.DE,ejected_below_floor,333676.693728,2026-08-21|EUR,1000000.0
ALBOU.PA,ejected_below_floor,1563.0329600000002,2026-08-21|EUR,1000000.0
FLO.L,ejected_below_floor,79435.15965,2026-08-21|GBp,1000000.0
000860.KS,ejected_below_floor,204496.074277572,2026-08-21|KRW,1000000.0
CWL.TO,ejected_below_floor,11490.452091899999,2026-08-21|CAD,1000000.0
PBL.TO,ejected_below_floor,210384.2197125,2026-08-21|CAD,1000000.0
URB-A.TO,ejected_below_floor,67484.564505,2026-08-21|CAD,1000000.0
URB.TO,ejected_below_floor,7842.291047999999,2026-08-21|CAD,1000000.0
SLEEP.ST,ejected_below_floor,83170.932075,2026-08-21|SEK,1000000.0
159580.KQ,ejected_below_floor,91852.3983315218,2026-08-21|KRW,1000000.0
GDL.TO,ejected_below_floor,21972.932086499997,2026-08-21|CAD,1000000.0
0I5O.L,ejected_below_floor,13289.906,2026-08-21|SEK,1000000.0
ELIMP.OL,ejected_below_floor,363693.979744,2026-08-21|NOK,1000000.0
TFF.PA,ejected_below_floor,67473.62832,2026-08-21|EUR,1000000.0
NVM.DE,ejected_below_floor,17027.087392,2026-08-21|EUR,1000000.0
0GXK.L,ejected_below_floor,22735.0011,2026-08-21|SEK,1000000.0
MLL.DE,ejected_below_floor,1347.4550016000003,2026-08-21|EUR,1000000.0
MRC.TO,ejected_below_floor,159248.182464,2026-08-21|CAD,1000000.0
RBO.PA,ejected_below_floor,28026.062208000003,2026-08-21|EUR,1000000.0
RECT.BR,ejected_below_floor,616349.0246464,2026-08-21|EUR,1000000.0
ARION-SDB.ST,ejected_below_floor,48754.692896,2026-08-21|SEK,1000000.0
UNH.DE,ejected_below_floor,553914.2992,2026-08-21|EUR,1000000.0
0JR2.L,ejected_below_floor,881633.7000000001,2026-08-21|USD,1000000.0
ALGEV.PA,ejected_below_floor,2487.1704000000004,2026-08-21|EUR,1000000.0
DTD2.DE,ejected_below_floor,5688.373216000001,2026-08-21|EUR,1000000.0
ORCH.L,ejected_below_floor,35247.9360884,2026-08-21|GBp,1000000.0
0OHK.L,ejected_below_floor,220869.92316986,2026-08-21|NOK,1000000.0
BRIM.IC,ejected_below_floor,366755.799,2026-08-21|ISK,1000000.0
FORA.TO,ejected_below_floor,19346.10642,2026-08-21|CAD,1000000.0
FLOB.BR,ejected_below_floor,35469.7168,2026-08-21|EUR,1000000.0
KETL.L,ejected_below_floor,140342.69582332997,2026-08-21|GBp,1000000.0
GENO.ST,ejected_below_floor,130234.42446000002,2026-08-21|SEK,1000000.0
HLF.TO,ejected_below_floor,262198.589463,2026-08-21|CAD,1000000.0
FOU.BR,ejected_below_floor,1549.6984800000002,2026-08-21|EUR,1000000.0
0RNQ.L,ejected_below_floor,369618.7572,2026-08-21|SEK,1000000.0
YSN.DE,ejected_below_floor,760160.44064,2026-08-21|EUR,1000000.0
BOS.TO,ejected_below_floor,103831.88587829999,2026-08-21|CAD,1000000.0
3RB.DE,ejected_below_floor,324857.0599424,2026-08-21|EUR,1000000.0
0QNJ.L,ejected_below_floor,365988.79296,2026-08-21|CHF,1000000.0
002870.KS,ejected_below_floor,121019.49129913482,2026-08-21|KRW,1000000.0
018470.KS,ejected_below_floor,742218.8166623329,2026-08-21|KRW,1000000.0
003460.KS,ejected_below_floor,172150.8280430603,2026-08-21|KRW,1000000.0
003465.KS,ejected_below_floor,14086.0948809399,2026-08-21|KRW,1000000.0
VBG-B.ST,ejected_below_floor,586380.4408,2026-08-21|SEK,1000000.0
FQT.DE,ejected_below_floor,236090.331008,2026-08-21|EUR,1000000.0
CSH.DE,ejected_below_floor,68915.027632,2026-08-21|EUR,1000000.0
OPXS,ejected_below_floor,397506.79,2026-08-21|USD,1000000.0
ALT.L,ejected_below_floor,15734.2488296,2026-08-21|GBp,1000000.0
CNCJO-B.ST,ejected_below_floor,16861.138,2026-08-21|SEK,1000000.0
011500.KS,ejected_below_floor,904720.6301276752,2026-08-21|KRW,1000000.0
GGEO.ST,ejected_below_floor,4472.76991,2026-08-21|SEK,1000000.0
SCT.DE,ejected_below_floor,19860.838320000003,2026-08-21|EUR,1000000.0
ALCOF.PA,ejected_below_floor,9809.539200000001,2026-08-21|EUR,1000000.0
001750.KS,ejected_below_floor,330106.043499722,2026-08-21|KRW,1000000.0
001755.KS,ejected_below_floor,30331.531941158,2026-08-21|KRW,1000000.0
100250.KS,ejected_below_floor,319825.0861974224,2026-08-21|KRW,1000000.0
TRX.TO,ejected_below_floor,184324.99417199998,2026-08-21|CAD,1000000.0
SUS.ST,ejected_below_floor,858181.56816,2026-08-21|SEK,1000000.0
MBX.TO,ejected_below_floor,7514.519283,2026-08-21|CAD,1000000.0
ALEO2.PA,ejected_below_floor,1201.6337664000002,2026-08-21|EUR,1000000.0
CEDER.ST,ejected_below_floor,67369.68546,2026-08-21|SEK,1000000.0
THNC.TO,ejected_below_floor,20817.7764039,2026-08-21|CAD,1000000.0
ABS2.DE,ejected_below_floor,42265.19971200001,2026-08-21|EUR,1000000.0
STIL.ST,ejected_below_floor,134369.2728,2026-08-21|SEK,1000000.0
INFREA.ST,ejected_below_floor,16540.6241,2026-08-21|SEK,1000000.0
AW.TO,ejected_below_floor,210237.497676,2026-08-21|CAD,1000000.0
MLFMV.LS,ejected_below_floor,967.9093200000001,2026-08-21|EUR,1000000.0
0LD9.L,ejected_below_floor,265551.92000000004,2026-08-21|USD,1000000.0
0P2J.L,ejected_below_floor,21285.656496,2026-08-21|EUR,1000000.0
PARP.PA,ejected_below_floor,23088.942000000003,2026-08-21|EUR,1000000.0
CMG.TO,ejected_below_floor,425309.17815449997,2026-08-21|CAD,1000000.0
PRQ.TO,ejected_below_floor,76688.8355799,2026-08-21|CAD,1000000.0
HRPK.DE,ejected_below_floor,75054.57008,2026-08-21|EUR,1000000.0
BNT,ejected_below_floor,916642.4400000001,2026-08-21|USD,1000000.0
145990.KS,ejected_below_floor,394942.826627244,2026-08-21|KRW,1000000.0
145995.KS,ejected_below_floor,21134.287912878,2026-08-21|KRW,1000000.0
003300.KS,ejected_below_floor,262975.1058814208,2026-08-21|KRW,1000000.0
BERG-B.ST,ejected_below_floor,480173.73250000004,2026-08-21|SEK,1000000.0
OGD.TO,ejected_below_floor,18593.8828398,2026-08-21|CAD,1000000.0
VAF.LS,ejected_below_floor,84160.83720960002,2026-08-21|EUR,1000000.0
010770.KS,ejected_below_floor,183460.25179123846,2026-08-21|KRW,1000000.0
ALODC.PA,ejected_below_floor,50519.12688000001,2026-08-21|EUR,1000000.0
CIV.PA,ejected_below_floor,86514.686,2026-08-21|EUR,1000000.0
WYR.DE,ejected_below_floor,797.1004288000001,2026-08-21|EUR,1000000.0
ORIO.TO,ejected_below_floor,19004.8127175,2026-08-21|CAD,1000000.0
MULTI.OL,ejected_below_floor,91117.297812,2026-08-21|NOK,1000000.0
0HHU.L,ejected_below_floor,61787.520000000004,2026-08-21|USD,1000000.0
BNP.DE,ejected_below_floor,831025.6185792,2026-08-21|EUR,1000000.0
ALBFR.PA,ejected_below_floor,429189.834688,2026-08-21|EUR,1000000.0
UWS.DE,ejected_below_floor,122952.89188000001,2026-08-21|EUR,1000000.0
012800.KS,ejected_below_floor,581177.9287474692,2026-08-21|KRW,1000000.0
SKB.DE,ejected_below_floor,66043.708256,2026-08-21|EUR,1000000.0
SXP.TO,ejected_below_floor,30681.802641600003,2026-08-21|CAD,1000000.0
0Q3C.L,ejected_below_floor,506604.8678083361,2026-08-21|EUR,1000000.0
ALJXR.PA,ejected_below_floor,243006.68460384003,2026-08-21|EUR,1000000.0
TPGXL,ejected_below_floor,577565.6000000001,2026-08-21|USD,1000000.0
0UKH.L,ejected_below_floor,27105.751386,2026-08-21|CAD,1000000.0
NFGAB.ST,ejected_below_floor,2970.6726000000003,2026-08-21|SEK,1000000.0
CGN.DE,ejected_below_floor,7972.743568,2026-08-21|EUR,1000000.0
ALLAN.PA,ejected_below_floor,11511.134800000002,2026-08-21|EUR,1000000.0
0OQX.L,ejected_below_floor,77.919744,2026-08-21|EUR,1000000.0
BRY.TO,ejected_below_floor,1964.3516928000001,2026-08-21|CAD,1000000.0
CHMI,ejected_below_floor,992182.38,2026-08-21|USD,1000000.0
2KD.DE,ejected_below_floor,32194.281513600003,2026-08-21|EUR,1000000.0
PIERCE.ST,ejected_below_floor,163000.657456,2026-08-21|SEK,1000000.0
APM.DE,ejected_below_floor,8696.678284800002,2026-08-21|EUR,1000000.0
OXBR,ejected_below_floor,139501.04,2026-08-21|USD,1000000.0
ACWN.DE,ejected_below_floor,5389.448960000001,2026-08-21|EUR,1000000.0
UPSALE.ST,ejected_below_floor,304480.68497,2026-08-21|SEK,1000000.0
0NWC.L,ejected_below_floor,75011.43593600001,2026-08-21|EUR,1000000.0
KENH.ST,ejected_below_floor,3577.6485359999997,2026-08-21|SEK,1000000.0
SLL.DE,ejected_below_floor,24792.392832,2026-08-21|EUR,1000000.0
134380.KS,ejected_below_floor,51936.5413291641,2026-08-21|KRW,1000000.0
0KKZ.L,ejected_below_floor,594263.24,2026-08-21|USD,1000000.0
8GM.DE,ejected_below_floor,11081.242760000001,2026-08-21|EUR,1000000.0
ECONB.BR,ejected_below_floor,73057.36645120001,2026-08-21|EUR,1000000.0
0LF8.L,ejected_below_floor,51494.81999999999,2026-08-21|USD,1000000.0
002880.KS,ejected_below_floor,706083.7785833965,2026-08-21|KRW,1000000.0
4PN.DE,ejected_below_floor,37626.424000000006,2026-08-21|EUR,1000000.0
0RU6.L,ejected_below_floor,33858.162,2026-08-21|NOK,1000000.0
DIE.DE,ejected_below_floor,4027.708672,2026-08-21|EUR,1000000.0
HUMBLE.ST,ejected_below_floor,184436.02632000003,2026-08-21|SEK,1000000.0
084690.KS,ejected_below_floor,359448.806158904,2026-08-21|KRW,1000000.0
084695.KS,ejected_below_floor,71185.8239259356,2026-08-21|KRW,1000000.0
FIN.L,ejected_below_floor,25606.488930749998,2026-08-21|GBp,1000000.0
NACON.PA,ejected_below_floor,15760.086381312001,2026-08-21|EUR,1000000.0
FMC1.DE,ejected_below_floor,84532.20827520001,2026-08-21|EUR,1000000.0
HAGA.IC,ejected_below_floor,965869.6837620001,2026-08-21|ISK,1000000.0
VCM.TO,ejected_below_floor,25997.168862,2026-08-21|CAD,1000000.0
EKI.PA,ejected_below_floor,553650.2996864,2026-08-21|EUR,1000000.0
0QSV.L,ejected_below_floor,15654.233104800001,2026-08-21|EUR,1000000.0
003120.KS,ejected_below_floor,160623.29749389002,2026-08-21|KRW,1000000.0
CGO.TO,ejected_below_floor,910077.092001,2026-08-21|CAD,1000000.0
GBT.TO,ejected_below_floor,13566.505806,2026-08-21|CAD,1000000.0
HEIMAR.IC,ejected_below_floor,345728.136804,2026-08-21|ISK,1000000.0
MSAB-B.ST,ejected_below_floor,196323.72312,2026-08-21|SEK,1000000.0
0KJD.L,ejected_below_floor,99767.115,2026-08-21|USD,1000000.0
POL.OL,ejected_below_floor,76758.0288,2026-08-21|NOK,1000000.0
PWO.DE,ejected_below_floor,9226.532544000002,2026-08-21|EUR,1000000.0
NVJP.DE,ejected_below_floor,117865.43990400003,2026-08-21|EUR,1000000.0
GUI.PA,ejected_below_floor,27931.213472,2026-08-21|EUR,1000000.0
017390.KS,ejected_below_floor,208130.98126968,2026-08-21|KRW,1000000.0
LUC.ST,ejected_below_floor,58873.190516,2026-08-21|SEK,1000000.0
BTS-B.ST,ejected_below_floor,290727.40536,2026-08-21|SEK,1000000.0
SOAG.OL,ejected_below_floor,24105.8538,2026-08-21|NOK,1000000.0
0QN6.L,ejected_below_floor,2278.5380999999998,2026-08-21|CHF,1000000.0
FNTL.L,ejected_below_floor,402351.83022299997,2026-08-21|GBp,1000000.0
