source,verdict,dollarVolume_usd,dollarVolume_basis,floor_usd
0MDP.L,ejected_below_floor,16276.138799999999,2026-08-21|USD,1000000.0
CX.ST,ejected_below_floor,32288.463900000002,2026-08-21|SEK,1000000.0
SIMINN.IC,ejected_below_floor,363563.15321200003,2026-08-21|ISK,1000000.0
0QUS.L,ejected_below_floor,6160.28133,2026-08-21|SEK,1000000.0
RNK.L,ejected_below_floor,642801.34277828,2026-08-21|GBp,1000000.0
ACX.TO,ejected_below_floor,590492.193075,2026-08-21|CAD,1000000.0
NIVI-B.ST,ejected_below_floor,458667.06207,2026-08-21|SEK,1000000.0
HBANL,ejected_below_floor,548449.6,2026-08-21|USD,1000000.0
HBANM,ejected_below_floor,346919.04,2026-08-21|USD,1000000.0
0R23.L,ejected_below_floor,374003.08,2026-08-21|USD,1000000.0
ABCA.PA,ejected_below_floor,230197.9750336,2026-08-21|EUR,1000000.0
014830.KS,ejected_below_floor,832471.340265698,2026-08-21|KRW,1000000.0
KWG.DE,ejected_below_floor,11160.0553344,2026-08-21|EUR,1000000.0
005680.KS,ejected_below_floor,990518.9141730428,2026-08-21|KRW,1000000.0
ALFRE.PA,ejected_below_floor,41594.672486400006,2026-08-21|EUR,1000000.0
002960.KS,ejected_below_floor,731094.95831008,2026-08-21|KRW,1000000.0
CHR.TO,ejected_below_floor,948564.99738,2026-08-21|CAD,1000000.0
GENI.ST,ejected_below_floor,53758.63976,2026-08-21|SEK,1000000.0
HYSG.BR,ejected_below_floor,13204.613760000002,2026-08-21|EUR,1000000.0
015890.KS,ejected_below_floor,176894.0582930108,2026-08-21|KRW,1000000.0
CRON.TO,ejected_below_floor,554134.0613634,2026-08-21|CAD,1000000.0
RDEB.DE,ejected_below_floor,82087.290784,2026-08-21|EUR,1000000.0
HOLM-A.ST,ejected_below_floor,147488.544,2026-08-21|SEK,1000000.0
QBR-A.TO,ejected_below_floor,24372.156501,2026-08-21|CAD,1000000.0
RWL.DE,ejected_below_floor,10856.006000000001,2026-08-21|EUR,1000000.0
CYB.TO,ejected_below_floor,424812.5804925,2026-08-21|CAD,1000000.0
CBOT.PA,ejected_below_floor,56443.6711296,2026-08-21|EUR,1000000.0
SFAB.ST,ejected_below_floor,231569.4675,2026-08-21|SEK,1000000.0
MIKO.BR,ejected_below_floor,20198.8384,2026-08-21|EUR,1000000.0
GDP.L,ejected_below_floor,138511.2195796,2026-08-21|GBp,1000000.0
002240.KS,ejected_below_floor,308543.9832311606,2026-08-21|KRW,1000000.0
ELF.TO,ejected_below_floor,465532.615197,2026-08-21|CAD,1000000.0
G5EN.ST,ejected_below_floor,119634.81180000001,2026-08-21|SEK,1000000.0
MOG-B,ejected_below_floor,111186.6,2026-08-21|USD,1000000.0
ALLHB.PA,ejected_below_floor,2145.112,2026-08-21|EUR,1000000.0
0OCD.L,ejected_below_floor,2557.63634,2026-08-21|NOK,1000000.0
AAG.DE,ejected_below_floor,917946.298912,2026-08-21|EUR,1000000.0
FLK.L,ejected_below_floor,27246.8048335,2026-08-21|GBp,1000000.0
001380.KS,ejected_below_floor,62396.9424850975,2026-08-21|KRW,1000000.0
MMGR-B.ST,ejected_below_floor,487298.36120000004,2026-08-21|SEK,1000000.0
AKW.PA,ejected_below_floor,31317.058252800005,2026-08-21|EUR,1000000.0
CFW.TO,ejected_below_floor,504622.0917432,2026-08-21|CAD,1000000.0
0QNA.L,ejected_below_floor,389080.52754472796,2026-08-21|CHF,1000000.0
0F8V.L,ejected_below_floor,3685.1168928,2026-08-21|EUR,1000000.0
123690.KS,ejected_below_floor,487110.2677111314,2026-08-21|KRW,1000000.0
NORAM.OL,ejected_below_floor,493267.98673800007,2026-08-21|NOK,1000000.0
0OJJ.L,ejected_below_floor,282.5402384,2026-08-21|EUR,1000000.0
066310.KQ,ejected_below_floor,651575.796198166,2026-08-21|KRW,1000000.0
TTR1.DE,ejected_below_floor,261020.24291200005,2026-08-21|EUR,1000000.0
VTA.AS,ejected_below_floor,69330.01984000001,2026-08-21|EUR,1000000.0
000700.KS,ejected_below_floor,190104.878232878,2026-08-21|KRW,1000000.0
090350.KS,ejected_below_floor,342606.6480023278,2026-08-21|KRW,1000000.0
090355.KS,ejected_below_floor,2800.0757444856,2026-08-21|KRW,1000000.0
ALCIS.PA,ejected_below_floor,105612.79206400001,2026-08-21|EUR,1000000.0
ALI2S.PA,ejected_below_floor,618.02416,2026-08-21|EUR,1000000.0
BILN.L,ejected_below_floor,116042.97637799999,2026-08-21|GBp,1000000.0
284740.KS,ejected_below_floor,263382.834829149,2026-08-21|KRW,1000000.0
0RP8.L,ejected_below_floor,125798.4626258412,2026-08-21|CHF,1000000.0
0J72.L,ejected_below_floor,186114.355,2026-08-21|USD,1000000.0
OTL.OL,ejected_below_floor,282614.68914,2026-08-21|NOK,1000000.0
PERR.PA,ejected_below_floor,103721.38304000002,2026-08-21|EUR,1000000.0
0HS2.L,ejected_below_floor,843411.15,2026-08-21|USD,1000000.0
004700.KS,ejected_below_floor,118129.670321544,2026-08-21|KRW,1000000.0
W7L.L,ejected_below_floor,865615.7176827999,2026-08-21|GBp,1000000.0
4DS.DE,ejected_below_floor,80183.59084800002,2026-08-21|EUR,1000000.0
ENI.DE,ejected_below_floor,408553.90362880006,2026-08-21|EUR,1000000.0
ALATI.PA,ejected_below_floor,47388.190976,2026-08-21|EUR,1000000.0
CAMB.BR,ejected_below_floor,140253.22016000003,2026-08-21|EUR,1000000.0
034310.KS,ejected_below_floor,552460.5029367732,2026-08-21|KRW,1000000.0
GDC.TO,ejected_below_floor,4605.6151827,2026-08-21|CAD,1000000.0
TBL.TO,ejected_below_floor,16312.115383199998,2026-08-21|CAD,1000000.0
00806K.KS,ejected_below_floor,53005.6881729837,2026-08-21|KRW,1000000.0
TRVG,ejected_below_floor,553302.34,2026-08-21|USD,1000000.0
CQD.DE,ejected_below_floor,19996.850016,2026-08-21|EUR,1000000.0
126560.KS,ejected_below_floor,194472.38562385726,2026-08-21|KRW,1000000.0
CPA.DE,ejected_below_floor,60723.83049600001,2026-08-21|EUR,1000000.0
ALFPC.PA,ejected_below_floor,169324.70560000002,2026-08-21|EUR,1000000.0
CONTX.OL,ejected_below_floor,5959.979695999999,2026-08-21|NOK,1000000.0
SCST.ST,ejected_below_floor,984887.6905,2026-08-21|SEK,1000000.0
CSW-A.TO,ejected_below_floor,194894.95208759996,2026-08-21|CAD,1000000.0
CSW-B.TO,ejected_below_floor,57873.387681,2026-08-21|CAD,1000000.0
ACCB.BR,ejected_below_floor,3147.3338358400006,2026-08-21|EUR,1000000.0
IXX.DE,ejected_below_floor,286341.89864800003,2026-08-21|EUR,1000000.0
102260.KS,ejected_below_floor,315244.7960356891,2026-08-21|KRW,1000000.0
FGN,ejected_below_floor,783046.8,2026-08-21|USD,1000000.0
0QRA.L,ejected_below_floor,70529.49568,2026-08-21|SEK,1000000.0
KBL.TO,ejected_below_floor,369036.17487899994,2026-08-21|CAD,1000000.0
GLINT.LS,ejected_below_floor,17636.2992,2026-08-21|EUR,1000000.0
0M29.L,ejected_below_floor,229979.25,2026-08-21|USD,1000000.0
XY6.DE,ejected_below_floor,57269.4580832,2026-08-21|EUR,1000000.0
0VBE.L,ejected_below_floor,75065.68000000001,2026-08-21|USD,1000000.0
CBHD.DE,ejected_below_floor,132089.8746944,2026-08-21|EUR,1000000.0
HAL.DE,ejected_below_floor,98483.27463040002,2026-08-21|EUR,1000000.0
CLX.L,ejected_below_floor,101430.807156,2026-08-21|GBp,1000000.0
M4I.DE,ejected_below_floor,395923.2058880001,2026-08-21|EUR,1000000.0
SVN.IC,ejected_below_floor,378145.308717,2026-08-21|ISK,1000000.0
LOR.DE,ejected_below_floor,511608.86414400005,2026-08-21|EUR,1000000.0
LIN.PA,ejected_below_floor,44478.02768000001,2026-08-21|EUR,1000000.0
0EWR.L,ejected_below_floor,18675.576976,2026-08-21|EUR,1000000.0
SWP.PA,ejected_below_floor,759357.936848,2026-08-21|EUR,1000000.0
ALLIGO-B.ST,ejected_below_floor,201333.71104000002,2026-08-21|SEK,1000000.0
NXR.L,ejected_below_floor,843881.1096239999,2026-08-21|GBp,1000000.0
0JMU.L,ejected_below_floor,122543.87120000001,2026-08-21|EUR,1000000.0
0IX0.L,ejected_below_floor,67020.02409600001,2026-08-21|EUR,1000000.0
0F2S.L,ejected_below_floor,200.36505600000004,2026-08-21|EUR,1000000.0
VTA.L,ejected_below_floor,23712.357928000005,2026-08-21|EUR,1000000.0
0KFZ.L,ejected_below_floor,671162.71,2026-08-21|USD,1000000.0
CDS.DE,ejected_below_floor,73701.87404800001,2026-08-21|EUR,1000000.0
MRE.TO,ejected_below_floor,543120.6271679999,2026-08-21|CAD,1000000.0
001560.KS,ejected_below_floor,21666.1301291253,2026-08-21|KRW,1000000.0
0MN5.L,ejected_below_floor,28652.203008,2026-08-21|EUR,1000000.0
0HDU.L,ejected_below_floor,4610.40129,2026-08-21|NOK,1000000.0
SPA.BR,ejected_below_floor,32897.90144,2026-08-21|EUR,1000000.0
NITRO.ST,ejected_below_floor,8820.27552,2026-08-21|SEK,1000000.0
ARJO-B.ST,ejected_below_floor,942786.53658,2026-08-21|SEK,1000000.0
ITECH.ST,ejected_below_floor,96693.60960000001,2026-08-21|SEK,1000000.0
0OG6.L,ejected_below_floor,29720.81664,2026-08-21|EUR,1000000.0
ALNXT.PA,ejected_below_floor,10149.876872320001,2026-08-21|EUR,1000000.0
ENEA.ST,ejected_below_floor,290121.38064,2026-08-21|SEK,1000000.0
0QNN.L,ejected_below_floor,481889.196,2026-08-21|CHF,1000000.0
CENER.BR,ejected_below_floor,499667.4082816,2026-08-21|EUR,1000000.0
VWSB.DE,ejected_below_floor,910129.336856,2026-08-21|EUR,1000000.0
0QS5.L,ejected_below_floor,318713.77708469995,2026-08-21|CHF,1000000.0
0QY4.L,ejected_below_floor,168872.61,2026-08-21|USD,1000000.0
0K10.L,ejected_below_floor,89209.28,2026-08-21|USD,1000000.0
ALNSE.PA,ejected_below_floor,16659.519552,2026-08-21|EUR,1000000.0
NXQ.L,ejected_below_floor,28553.755784399997,2026-08-21|GBp,1000000.0
MSON-A.ST,ejected_below_floor,159.20352000000003,2026-08-21|SEK,1000000.0
MSON-B.ST,ejected_below_floor,210932.14800000002,2026-08-21|SEK,1000000.0
VAS.DE,ejected_below_floor,84470.93923840001,2026-08-21|EUR,1000000.0
OPC.DE,ejected_below_floor,423158.5218368,2026-08-21|EUR,1000000.0
0DTK.L,ejected_below_floor,1733.4824,2026-08-21|EUR,1000000.0
CBSM.PA,ejected_below_floor,1974.4306560000002,2026-08-21|EUR,1000000.0
NWF.L,ejected_below_floor,222841.9928672,2026-08-21|GBp,1000000.0
PREVA.AS,ejected_below_floor,1607.6744800000001,2026-08-21|EUR,1000000.0
0NZY.L,ejected_below_floor,456007.86257920007,2026-08-21|EUR,1000000.0
NFN.DE,ejected_below_floor,15029.466336000001,2026-08-21|EUR,1000000.0
0IF3.L,ejected_below_floor,97922.56,2026-08-21|USD,1000000.0
1U1.DE,ejected_below_floor,776141.5830160001,2026-08-21|EUR,1000000.0
FTLF,ejected_below_floor,259187.34,2026-08-21|USD,1000000.0
2X0.DE,ejected_below_floor,5103.986731200001,2026-08-21|EUR,1000000.0
BETCO.ST,ejected_below_floor,897690.9505200001,2026-08-21|SEK,1000000.0
006140.KQ,ejected_below_floor,193305.1156646029,2026-08-21|KRW,1000000.0
004360.KS,ejected_below_floor,324688.5040629531,2026-08-21|KRW,1000000.0
004365.KS,ejected_below_floor,23598.1558819174,2026-08-21|KRW,1000000.0
GLO.PA,ejected_below_floor,363262.54224000004,2026-08-21|EUR,1000000.0
CBE.PA,ejected_below_floor,14833.391504,2026-08-21|EUR,1000000.0
RBT.PA,ejected_below_floor,911440.6960000001,2026-08-21|EUR,1000000.0
EXPL.PA,ejected_below_floor,64805.57280000001,2026-08-21|EUR,1000000.0
0R13.L,ejected_below_floor,299000.4,2026-08-21|USD,1000000.0
SYK.DE,ejected_below_floor,112909.7094,2026-08-21|EUR,1000000.0
0RP0.L,ejected_below_floor,17800.997420800002,2026-08-21|EUR,1000000.0
0QPR.L,ejected_below_floor,9525.279230317801,2026-08-21|CHF,1000000.0
KAPIAB.ST,ejected_below_floor,42684.9836,2026-08-21|SEK,1000000.0
TGHN.DE,ejected_below_floor,26808.102400000003,2026-08-21|EUR,1000000.0
0J71.L,ejected_below_floor,258152.87,2026-08-21|USD,1000000.0
GOB.DE,ejected_below_floor,178859.43856,2026-08-21|EUR,1000000.0
SCHP.PA,ejected_below_floor,373832.14680000005,2026-08-21|EUR,1000000.0
6MK.DE,ejected_below_floor,267921.28852480004,2026-08-21|EUR,1000000.0
SELER.PA,ejected_below_floor,1096.9059200000002,2026-08-21|EUR,1000000.0
003650.KS,ejected_below_floor,369666.71995129803,2026-08-21|KRW,1000000.0
CIT.DE,ejected_below_floor,19644.611030400003,2026-08-21|EUR,1000000.0
PDV.TO,ejected_below_floor,18334.622224799998,2026-08-21|CAD,1000000.0
TENG.L,ejected_below_floor,187662.8172993,2026-08-21|GBp,1000000.0
ALGIR.PA,ejected_below_floor,4526.9979840000005,2026-08-21|EUR,1000000.0
ACFN,ejected_below_floor,398038.41,2026-08-21|USD,1000000.0
GLV.L,ejected_below_floor,240122.35309440002,2026-08-21|EUR,1000000.0
LCR.DE,ejected_below_floor,1025.4794880000002,2026-08-21|EUR,1000000.0
0QZ2.L,ejected_below_floor,109572.57937080001,2026-08-21|CAD,1000000.0
ASG.DE,ejected_below_floor,40445.34466720001,2026-08-21|EUR,1000000.0
DLX.DE,ejected_below_floor,10887.057945600001,2026-08-21|EUR,1000000.0
VIVA.ST,ejected_below_floor,715568.8196999999,2026-08-21|SEK,1000000.0
FC.TO,ejected_below_floor,506431.9976688,2026-08-21|CAD,1000000.0
LIV.L,ejected_below_floor,1922.5915508799999,2026-08-21|GBp,1000000.0
PRU.DE,ejected_below_floor,96866.64285840001,2026-08-21|EUR,1000000.0
SECARE.ST,ejected_below_floor,588200.93472,2026-08-21|SEK,1000000.0
TCS.TO,ejected_below_floor,173484.6552,2026-08-21|CAD,1000000.0
WYN.L,ejected_below_floor,133275.5613,2026-08-21|GBp,1000000.0
MEQ.TO,ejected_below_floor,932242.0356,2026-08-21|CAD,1000000.0
SAVE.PA,ejected_below_floor,85813.75616,2026-08-21|EUR,1000000.0
0HYJ.L,ejected_below_floor,227622.26,2026-08-21|USD,1000000.0
002350.KS,ejected_below_floor,585784.911892544,2026-08-21|KRW,1000000.0
002355.KS,ejected_below_floor,35200.5505991006,2026-08-21|KRW,1000000.0
LIK.DE,ejected_below_floor,84007.224,2026-08-21|EUR,1000000.0
AXR,ejected_below_floor,233519.0,2026-08-21|USD,1000000.0
002690.KS,ejected_below_floor,81187.41749000148,2026-08-21|KRW,1000000.0
RET.BR,ejected_below_floor,864092.8563199999,2026-08-21|EUR,1000000.0
091700.KQ,ejected_below_floor,801640.8789573296,2026-08-21|KRW,1000000.0
BP-A.L,ejected_below_floor,10854.784265499999,2026-08-21|GBp,1000000.0
BP-B.L,ejected_below_floor,6522.397497,2026-08-21|GBp,1000000.0
SWA.DE,ejected_below_floor,27140.594760000004,2026-08-21|EUR,1000000.0
151860.KQ,ejected_below_floor,601387.4668391002,2026-08-21|KRW,1000000.0
0QPF.L,ejected_below_floor,1474.3438236,2026-08-21|CHF,1000000.0
TVA-B.TO,ejected_below_floor,32935.437256499994,2026-08-21|CAD,1000000.0
CH1A.DE,ejected_below_floor,10145.1506688,2026-08-21|EUR,1000000.0
CXU.DE,ejected_below_floor,16193.392512000002,2026-08-21|EUR,1000000.0
EC.PA,ejected_below_floor,255485.15824000002,2026-08-21|EUR,1000000.0
0IUV.L,ejected_below_floor,1036.6108800000002,2026-08-21|EUR,1000000.0
ALBLD.PA,ejected_below_floor,110122.51320000002,2026-08-21|EUR,1000000.0
BAIN.PA,ejected_below_floor,89619.30080000001,2026-08-21|EUR,1000000.0
DEDI.ST,ejected_below_floor,71729.11256000001,2026-08-21|SEK,1000000.0
FVA.L,ejected_below_floor,81698.33211399999,2026-08-21|GBp,1000000.0
IGE.L,ejected_below_floor,9318.815753519999,2026-08-21|GBp,1000000.0
208140.KQ,ejected_below_floor,86402.1791085992,2026-08-21|KRW,1000000.0
BEK-B.TO,ejected_below_floor,4748.414054399999,2026-08-21|CAD,1000000.0
GUD.TO,ejected_below_floor,689969.3443902,2026-08-21|CAD,1000000.0
RUG.ST,ejected_below_floor,212328.6207,2026-08-21|SEK,1000000.0
SFPI.PA,ejected_below_floor,70019.2037424,2026-08-21|EUR,1000000.0
MUM.DE,ejected_below_floor,505963.5091200001,2026-08-21|EUR,1000000.0
FMM-B.ST,ejected_below_floor,147349.3035,2026-08-21|SEK,1000000.0
OEWA.DE,ejected_below_floor,54880.719336,2026-08-21|EUR,1000000.0
ADW-A.TO,ejected_below_floor,848038.2263999999,2026-08-21|CAD,1000000.0
ADW-B.TO,ejected_below_floor,26472.70836,2026-08-21|CAD,1000000.0
0IZM.L,ejected_below_floor,25206.372680999997,2026-08-21|NOK,1000000.0
FLUX.BR,ejected_below_floor,63206.82662400001,2026-08-21|EUR,1000000.0
PREV-B.ST,ejected_below_floor,175513.0153,2026-08-21|SEK,1000000.0
HOLCO.AS,ejected_below_floor,22209.44608,2026-08-21|EUR,1000000.0
SKF-A.ST,ejected_below_floor,170367.42695,2026-08-21|SEK,1000000.0
ALEXA.PA,ejected_below_floor,3524.9408000000003,2026-08-21|EUR,1000000.0
Y.TO,ejected_below_floor,30379.574718,2026-08-21|CAD,1000000.0
008700.KS,ejected_below_floor,921371.6468588455,2026-08-21|KRW,1000000.0
MSN.DE,ejected_below_floor,8377.300095999999,2026-08-21|EUR,1000000.0
0HQW.L,ejected_below_floor,230453.55000000002,2026-08-21|USD,1000000.0
ILM1.DE,ejected_below_floor,420905.9687136,2026-08-21|EUR,1000000.0
EG7.ST,ejected_below_floor,317385.822012,2026-08-21|SEK,1000000.0
0HJH.L,ejected_below_floor,12611.87,2026-08-21|USD,1000000.0
DNG.TO,ejected_below_floor,564290.2335681,2026-08-21|CAD,1000000.0
IBS.LS,ejected_below_floor,585261.6325200001,2026-08-21|EUR,1000000.0
LEI.DE,ejected_below_floor,83363.11064000001,2026-08-21|EUR,1000000.0
BIRG.DE,ejected_below_floor,94483.5335808,2026-08-21|EUR,1000000.0
CAG.ST,ejected_below_floor,45588.6956,2026-08-21|SEK,1000000.0
CHH.L,ejected_below_floor,252524.11183999997,2026-08-21|GBp,1000000.0
083420.KS,ejected_below_floor,259380.8974952916,2026-08-21|KRW,1000000.0
48Z.DE,ejected_below_floor,64597.90276800001,2026-08-21|EUR,1000000.0
0LOZ.L,ejected_below_floor,228033.86,2026-08-21|USD,1000000.0
0RPY.L,ejected_below_floor,86534.15492407,2026-08-21|SEK,1000000.0
STO3.DE,ejected_below_floor,250672.33857600004,2026-08-21|EUR,1000000.0
ALTUV.PA,ejected_below_floor,25677.384876800003,2026-08-21|EUR,1000000.0
0KBK.L,ejected_below_floor,187519.44,2026-08-21|USD,1000000.0
POLYG.ST,ejected_below_floor,3723.37441,2026-08-21|SEK,1000000.0
018500.KS,ejected_below_floor,164520.27277333374,2026-08-21|KRW,1000000.0
CTC.TO,ejected_below_floor,59037.86088,2026-08-21|CAD,1000000.0
WEHB.BR,ejected_below_floor,82154.542944,2026-08-21|EUR,1000000.0
MCB.TO,ejected_below_floor,123654.00776850001,2026-08-21|CAD,1000000.0
VRLA.PA,ejected_below_floor,565174.7921568,2026-08-21|EUR,1000000.0
0KIZ.L,ejected_below_floor,222738.5559875,2026-08-21|SEK,1000000.0
GLW.DE,ejected_below_floor,791268.3214848002,2026-08-21|EUR,1000000.0
PHI1.DE,ejected_below_floor,231767.47811520004,2026-08-21|EUR,1000000.0
TESB.BR,ejected_below_floor,344314.478064,2026-08-21|EUR,1000000.0
OPTER.ST,ejected_below_floor,23891.7924,2026-08-21|SEK,1000000.0
CLEM.ST,ejected_below_floor,7495.1064719999995,2026-08-21|SEK,1000000.0
PSD.TO,ejected_below_floor,57104.5844025,2026-08-21|CAD,1000000.0
0SGO.L,ejected_below_floor,334005.125,2026-08-21|USD,1000000.0
AHOG.DE,ejected_below_floor,112041.42603840001,2026-08-21|EUR,1000000.0
HSD.L,ejected_below_floor,25577.613574799998,2026-08-21|GBp,1000000.0
NNH.ST,ejected_below_floor,17958.63475,2026-08-21|SEK,1000000.0
003535.KS,ejected_below_floor,98589.0299879121,2026-08-21|KRW,1000000.0
0OGG.L,ejected_below_floor,21400.073291520006,2026-08-21|EUR,1000000.0
068290.KS,ejected_below_floor,110193.4130228176,2026-08-21|KRW,1000000.0
ALPAS.PA,ejected_below_floor,4227.146112,2026-08-21|EUR,1000000.0
BUR.PA,ejected_below_floor,53399.374560000004,2026-08-21|EUR,1000000.0
5UR.DE,ejected_below_floor,157693.792384,2026-08-21|EUR,1000000.0
BOUV.OL,ejected_below_floor,737732.099571,2026-08-21|NOK,1000000.0
0LO3.L,ejected_below_floor,297259.51,2026-08-21|USD,1000000.0
KNOW.ST,ejected_below_floor,449932.08309,2026-08-21|SEK,1000000.0
VEE.DE,ejected_below_floor,77980.61880000001,2026-08-21|EUR,1000000.0
006805.KS,ejected_below_floor,766819.3395888179,2026-08-21|KRW,1000000.0
NELLY.ST,ejected_below_floor,742562.7027000001,2026-08-21|SEK,1000000.0
VRS.DE,ejected_below_floor,4748.582256000001,2026-08-21|EUR,1000000.0
004720.KS,ejected_below_floor,103603.7347975,2026-08-21|KRW,1000000.0
HFPC-U.TO,ejected_below_floor,38798.68,2026-08-21|USD,1000000.0
EBO.DE,ejected_below_floor,114818.56920000001,2026-08-21|EUR,1000000.0
MLB1.DE,ejected_below_floor,419846.190624,2026-08-21|EUR,1000000.0
NTEK-B.ST,ejected_below_floor,56614.21731,2026-08-21|SEK,1000000.0
WSTEP.OL,ejected_below_floor,21705.745264999998,2026-08-21|NOK,1000000.0
RING.OL,ejected_below_floor,34351.854516,2026-08-21|NOK,1000000.0
0RRC.L,ejected_below_floor,8283.703641600001,2026-08-21|EUR,1000000.0
0HDK.L,ejected_below_floor,13836.9595,2026-08-21|SEK,1000000.0
0GOX.L,ejected_below_floor,188241.172856,2026-08-21|EUR,1000000.0
WIL.L,ejected_below_floor,464737.292362,2026-08-21|GBp,1000000.0
SBT.PA,ejected_below_floor,40264.6102848,2026-08-21|EUR,1000000.0
0JZS.L,ejected_below_floor,364372.38,2026-08-21|USD,1000000.0
OGUN-B.ST,ejected_below_floor,20079.0016,2026-08-21|SEK,1000000.0
0QB4.L,ejected_below_floor,112624.06164800002,2026-08-21|EUR,1000000.0
OBS.DE,ejected_below_floor,3367.9881728,2026-08-21|EUR,1000000.0
0J66.L,ejected_below_floor,137237.1,2026-08-21|USD,1000000.0
SAMS.PA,ejected_below_floor,33809.28416,2026-08-21|EUR,1000000.0
0O2W.L,ejected_below_floor,93904.42291200001,2026-08-21|EUR,1000000.0
ALPDX.PA,ejected_below_floor,28115.809056000002,2026-08-21|EUR,1000000.0
PAT.DE,ejected_below_floor,897881.3850720001,2026-08-21|EUR,1000000.0
PROF-B.ST,ejected_below_floor,25008.845400000002,2026-08-21|SEK,1000000.0
ARBB.L,ejected_below_floor,252979.12975999998,2026-08-21|GBp,1000000.0
0IQE.L,ejected_below_floor,13048.199999999999,2026-08-21|USD,1000000.0
MFX.L,ejected_below_floor,16034.1814752,2026-08-21|GBp,1000000.0
0RS2.L,ejected_below_floor,45323.02788,2026-08-21|EUR,1000000.0
PAY.BR,ejected_below_floor,36687.2128,2026-08-21|EUR,1000000.0
RPL.DE,ejected_below_floor,11925.941484800001,2026-08-21|EUR,1000000.0
SWEC-A.ST,ejected_below_floor,18663.8592,2026-08-21|SEK,1000000.0
UPAB.DE,ejected_below_floor,128185.38821280001,2026-08-21|EUR,1000000.0
WSU.DE,ejected_below_floor,195064.77412800005,2026-08-21|EUR,1000000.0
0O80.L,ejected_below_floor,2734.14816,2026-08-21|EUR,1000000.0
097870.KQ,ejected_below_floor,146977.6186300471,2026-08-21|KRW,1000000.0
AFG.OL,ejected_below_floor,608344.934112,2026-08-21|NOK,1000000.0
MKC-V,ejected_below_floor,262890.6,2026-08-21|USD,1000000.0
REACH.OL,ejected_below_floor,177225.77412,2026-08-21|NOK,1000000.0
BYGGP.ST,ejected_below_floor,174461.09765,2026-08-21|SEK,1000000.0
0RG7.L,ejected_below_floor,17850.092174999998,2026-08-21|CHF,1000000.0
VIO.BR,ejected_below_floor,103904.5872,2026-08-21|EUR,1000000.0
002030.KS,ejected_below_floor,749807.941362963,2026-08-21|KRW,1000000.0
ALC.TO,ejected_below_floor,96376.581864,2026-08-21|CAD,1000000.0
NOAH,ejected_below_floor,866580.0000000001,2026-08-21|USD,1000000.0
0I6K.L,ejected_below_floor,295284.528,2026-08-21|USD,1000000.0
0QU6.L,ejected_below_floor,35668.540926752394,2026-08-21|CHF,1000000.0
0R08.L,ejected_below_floor,894425.4,2026-08-21|USD,1000000.0
MMM.DE,ejected_below_floor,169459.20992000002,2026-08-21|EUR,1000000.0
0JXQ.L,ejected_below_floor,93748.04999999999,2026-08-21|USD,1000000.0
ALCAT.PA,ejected_below_floor,96257.59454272002,2026-08-21|EUR,1000000.0
EIM.IC,ejected_below_floor,179853.14324200002,2026-08-21|ISK,1000000.0
0O0E.L,ejected_below_floor,521.7526929600001,2026-08-21|EUR,1000000.0
037270.KS,ejected_below_floor,761913.3149149521,2026-08-21|KRW,1000000.0
PRG.DE,ejected_below_floor,569620.4614080001,2026-08-21|EUR,1000000.0
ENJ,ejected_below_floor,32471.0,2026-08-21|USD,1000000.0
ENO,ejected_below_floor,154888.83,2026-08-21|USD,1000000.0
LNA.PA,ejected_below_floor,154322.140128,2026-08-21|EUR,1000000.0
0O33.L,ejected_below_floor,326.98464,2026-08-21|EUR,1000000.0
0QQA.L,ejected_below_floor,17173.63188,2026-08-21|CHF,1000000.0
O4B.DE,ejected_below_floor,2159.490048,2026-08-21|EUR,1000000.0
CVG.TO,ejected_below_floor,29619.9086634,2026-08-21|CAD,1000000.0
BRNL.AS,ejected_below_floor,714681.8863424001,2026-08-21|EUR,1000000.0
0JQZ.L,ejected_below_floor,177953.75,2026-08-21|USD,1000000.0
CRAD-B.ST,ejected_below_floor,65495.77951,2026-08-21|SEK,1000000.0
PRH,ejected_below_floor,978040.79,2026-08-21|USD,1000000.0
XANO-B.ST,ejected_below_floor,52117.75044,2026-08-21|SEK,1000000.0
FTE.DE,ejected_below_floor,84474.30184640002,2026-08-21|EUR,1000000.0
SPOL.OL,ejected_below_floor,740124.8362655999,2026-08-21|NOK,1000000.0
DXT.TO,ejected_below_floor,422301.4593408,2026-08-21|CAD,1000000.0
0UKI.L,ejected_below_floor,146139.042672,2026-08-21|CAD,1000000.0
KABE-B.ST,ejected_below_floor,95596.16500000001,2026-08-21|SEK,1000000.0
0G5B.L,ejected_below_floor,74191.88720000001,2026-08-21|EUR,1000000.0
TCBIO,ejected_below_floor,314786.49,2026-08-21|USD,1000000.0
UNI.TO,ejected_below_floor,8842.308640199999,2026-08-21|CAD,1000000.0
TEQ.ST,ejected_below_floor,223215.51728000003,2026-08-21|SEK,1000000.0
ALNSC.PA,ejected_below_floor,495.11504,2026-08-21|EUR,1000000.0
REITIR.IC,ejected_below_floor,768719.693096,2026-08-21|ISK,1000000.0
0I35.L,ejected_below_floor,309316.7,2026-08-21|USD,1000000.0
001790.KS,ejected_below_floor,936810.5887481093,2026-08-21|KRW,1000000.0
001795.KS,ejected_below_floor,140076.983536035,2026-08-21|KRW,1000000.0
FPMB.DE,ejected_below_floor,534048.2430400001,2026-08-21|EUR,1000000.0
