dropped,survivor,name,orig_sector,propagated_sector,issuer_group,non_canonical_tag,dropped_price,dropped_shares,dropped_marketCap,decided_by,dropped_vol_t,survivor_vol_t,dropped_isin_t,survivor_isin_t,dropped_volAvg,dropped_volAvg_asof,survivor_volAvg,survivor_volAvg_asof
IPVIW,IPVI,,,,IPVI|IPVIU|IPVIW,symbol-extension,9.845,35937500.0,353804687.5,canonicity,0,0,0,0,,not-captured,,not-captured
ISPOW,ISPO,,,,ISPO|ISPOW,symbol-extension,2.96,12630008.0,37384823.68,canonicity,0,0,0,0,,not-captured,,not-captured
ITAQU,ITAQ,,,,ITAQ|ITAQU|ITAQW,symbol-extension,10.47,7408762.0,77569738.14,canonicity,0,0,0,0,,not-captured,,not-captured
ITAQW,ITAQ,,,,ITAQ|ITAQU|ITAQW,symbol-extension,10.47,7408762.0,77569738.14,canonicity,0,0,0,0,,not-captured,,not-captured
ITQRU,ITQ,,,,ITQ|ITQRU|ITQRW,symbol-extension,9.93,28750000.0,285487500.0,canonicity,0,0,0,0,,not-captured,,not-captured
ITQRW,ITQ,,,,ITQ|ITQRU|ITQRW,symbol-extension,9.93,28750000.0,285487500.0,canonicity,0,0,0,0,,not-captured,,not-captured
IVCBU,IVCB,,,,IVCB|IVCBU|IVCBW,symbol-extension,11.79,18011000.0,212349690.0,canonicity,0,0,0,0,,not-captured,,not-captured
IVCBW,IVCB,,,,IVCB|IVCBU|IVCBW,symbol-extension,11.79,18011000.0,212349690.0,canonicity,0,0,0,0,,not-captured,,not-captured
IVCPW,IVCPU,,,,IVCPU|IVCPW,,11.11,26650300.0,296084833.0,alphabetical,0,0,0,0,,not-captured,,not-captured
IXAQW,IXAQ,,,,IXAQ|IXAQW,symbol-extension,12.06,1418542.0,17107616.52,canonicity,0,0,0,0,,not-captured,,not-captured
JAQCU,JAQC,,,,JAQC|JAQCU|JAQCW,symbol-extension,10.27,5011000.0,51462970.0,canonicity,0,0,0,0,,not-captured,,not-captured
JAQCW,JAQC,,,,JAQC|JAQCU|JAQCW,symbol-extension,10.27,5011000.0,51462970.0,canonicity,0,0,0,0,,not-captured,,not-captured
JCICU,JCIC,,,,JCIC|JCICU|JCICW,symbol-extension,9.95,43125000.0,429093750.0,canonicity,0,0,0,0,,not-captured,,not-captured
JCICW,JCIC,,,,JCIC|JCICU|JCICW,symbol-extension,9.95,43125000.0,429093750.0,canonicity,0,0,0,0,,not-captured,,not-captured
JFBRW,JFBR,,,,JFBR|JFBRW,symbol-extension,3.94,250725.0,987856.5,canonicity,0,0,0,0,,not-captured,,not-captured
JGGCU,JGGC,,,,JGGC|JGGCU,symbol-extension,10.58,30666667.0,324453336.86,canonicity,0,0,0,0,,not-captured,,not-captured
JMACU,JMAC,,,,JMAC|JMACU,symbol-extension,10.36,10840025.0,112302659.0,canonicity,0,0,0,0,,not-captured,,not-captured
JUGGU,JUGG,,,,JUGG|JUGGU,symbol-extension,10.23,34500000.0,352935000.0,canonicity,0,0,0,0,,not-captured,,not-captured
JUN-UN,JUN,,,,JUN|JUN-UN,,10.3913,27971000.0,290655052.3,punctuation,0,0,0,0,,not-captured,,not-captured
JWSM-UN,JWSM,,,,JWSM|JWSM-UN,,11.3,1405000.0,15876500.0,punctuation,0,0,0,0,,not-captured,,not-captured
K.TO,KGC,Kinross Gold Corporation,Basic Materials,Basic Materials,K.TO|KGC,,23.62,1191629000.0,28146276980.0,punctuation,0,0,0,0,3485969.0,2026-08-21,8401264.0,2026-08-21
KACLR,KACL,,,,KACL|KACLR|KACLU,symbol-extension,12.63,3164938.0,39973166.94,canonicity,0,0,0,0,,not-captured,,not-captured
KACLU,KACL,,,,KACL|KACLR|KACLU,symbol-extension,12.63,3164938.0,39973166.94,canonicity,0,0,0,0,,not-captured,,not-captured
KAIIU,KAII,,,,KAII|KAIIU|KAIIW,symbol-extension,10.09,29250000.0,295132500.0,canonicity,0,0,0,0,,not-captured,,not-captured
KAIIW,KAII,,,,KAII|KAIIU|KAIIW,symbol-extension,10.09,29250000.0,295132500.0,canonicity,0,0,0,0,,not-captured,,not-captured
KALWW,KAL,,,,KAL|KALWW,symbol-extension,1.33,23688000.0,31505040.0,canonicity,0,0,0,0,,not-captured,,not-captured
KCGI-UN,KCGI,,,,KCGI|KCGI-UN,,11.09,11442733.0,126899908.97,punctuation,0,0,0,0,,not-captured,,not-captured
KEEL.TO,KEEL,Keel Infrastructure Corp.,Technology,Technology,KEEL|KEEL.TO,,5.74,605370634.0,3474827439.16,volavg,1,0,0,0,5396500.0,2026-08-21,72545179.0,2026-08-21
KEI.TO,KGEI,Kolibri Global Energy Inc.,Energy,Energy,KEI.TO|KGEI,,4.98,35642000.0,177497160.0,punctuation,0,0,0,0,20863.0,2026-08-21,190954.0,2026-08-21
KERNW,KERN,,,,KERN|KERNW,symbol-extension,4.39,5969086.0,26204287.54,canonicity,0,0,0,0,,not-captured,,not-captured
KIIIU,KIII,,,,KIII|KIIIU,symbol-extension,9.79,36437500.0,356723125.0,canonicity,0,0,0,0,,not-captured,,not-captured
KINZW,KINZU,,,,KINZU|KINZW,,10.07,16758000.0,168753060.0,alphabetical,0,0,0,0,,not-captured,,not-captured
KNSW-UN,KNSW,,,,KNSW|KNSW-UN,,10.51,14384.941,151185.7299,punctuation,0,0,0,0,,not-captured,,not-captured
KRNLU,KRNL,,,,KRNL|KRNLU|KRNLW,symbol-extension,10.79,25512000.0,275274480.0,canonicity,0,0,0,0,,not-captured,,not-captured
KRNLW,KRNL,,,,KRNL|KRNLU|KRNLW,symbol-extension,10.79,25512000.0,275274480.0,canonicity,0,0,0,0,,not-captured,,not-captured
KWESW,KWE,,,,KWE|KWESW,symbol-extension,15.52,625323.0,9705012.96,canonicity,0,0,0,0,,not-captured,,not-captured
KYCHU,KYCHR,,,,KYCHR|KYCHU|KYCHW,,10.87,5912000.0,64263440.0,alphabetical,0,0,0,0,,not-captured,,not-captured
KYCHW,KYCHR,,,,KYCHR|KYCHU|KYCHW,,10.87,5912000.0,64263440.0,alphabetical,0,0,0,0,,not-captured,,not-captured
LAAC.TO,LAAC,,,,LAAC|LAAC.TO,,3.26,161451000.0,526330260.0,punctuation,0,0,0,0,,not-captured,,not-captured
LAC,LAC.TO,Lithium Americas Corp.,Basic Materials,Basic Materials,LAC|LAC.TO,,3.85,243658000.0,938083300.0,shares,0,0,0,0,10566929.0,2026-08-21,1230639.0,2026-08-21
LAR.TO,LAR,Lithium Argentina AG,Basic Materials,Basic Materials,LAR|LAR.TO,,8.27,163901000.0,1355461270.0,volavg,1,0,0,0,188847.0,2026-08-21,1909677.0,2026-08-21
LATGU,LATG,,,,LATG|LATGU,symbol-extension,11.59,7192000.0,83355280.0,canonicity,0,0,0,0,,not-captured,,not-captured
LBBBR,LBBB,,,,LBBB|LBBBR|LBBBU|LBBBW,symbol-extension,10.85,5729422.0,62164228.7,canonicity,0,0,0,0,,not-captured,,not-captured
LBBBU,LBBB,,,,LBBB|LBBBR|LBBBU|LBBBW,symbol-extension,10.85,5729422.0,62164228.7,canonicity,0,0,0,0,,not-captured,,not-captured
LBBBW,LBBB,,,,LBBB|LBBBR|LBBBU|LBBBW,symbol-extension,10.85,5729422.0,62164228.7,canonicity,0,0,0,0,,not-captured,,not-captured
LCAHU,LCA,,,,LCA|LCAHU,symbol-extension,10.42,13844536.0,144260065.12,canonicity,0,0,0,0,,not-captured,,not-captured
LCAAU,LCAA,,,,LCAA|LCAAU|LCAAW,symbol-extension,10.67,28946000.0,308853820.0,canonicity,0,0,0,0,,not-captured,,not-captured
LCAAW,LCAA,,,,LCAA|LCAAU|LCAAW,symbol-extension,10.67,28946000.0,308853820.0,canonicity,0,0,0,0,,not-captured,,not-captured
LCW-UN,LCW,,,,LCW|LCW-UN,,10.93,15088000.0,164911840.0,punctuation,0,0,0,0,,not-captured,,not-captured
LEGAU,LEGA,,,,LEGA|LEGAU|LEGAW,symbol-extension,9.9,43125000.0,426937500.0,canonicity,0,0,0,0,,not-captured,,not-captured
LEGAW,LEGA,,,,LEGA|LEGAU|LEGAW,symbol-extension,9.9,43125000.0,426937500.0,canonicity,0,0,0,0,,not-captured,,not-captured
LEV.TO,LEV,,,,LEV|LEV.TO,,0.7174,214060388.0,153556466.8308,shares,0,0,0,0,,not-captured,,not-captured
LGACU,LGAC,,,,LGAC|LGACU|LGACW,symbol-extension,9.92,71875000.0,713000000.0,canonicity,0,0,0,0,,not-captured,,not-captured
LGACW,LGAC,,,,LGAC|LGACU|LGACW,symbol-extension,9.92,71875000.0,713000000.0,canonicity,0,0,0,0,,not-captured,,not-captured
LGF,LGF-A,,,,LGF|LGF-A|LGF-B,,17.5578,108350000.0,1902384000.0,shares,0,0,0,0,,not-captured,,not-captured
LGF-B,LGF-A,,,,LGF|LGF-A|LGF-B,,7.92,240200000.0,1902384000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
LGO.TO,LGO,Largo Inc.,Basic Materials,Basic Materials,LGO|LGO.TO,,0.88,103118000.0,90743840.0,punctuation,0,0,0,0,157396.0,2026-08-21,1522058.0,2026-08-21
LGSTU,LGST,,,,LGST|LGSTU|LGSTW,symbol-extension,10.83,95058545.0,1029484042.35,canonicity,0,0,0,0,,not-captured,,not-captured
LGSTW,LGST,,,,LGST|LGSTU|LGSTW,symbol-extension,10.83,95058545.0,1029484042.35,canonicity,0,0,0,0,,not-captured,,not-captured
LGVCU,LGVC,,,,LGVC|LGVCU,symbol-extension,10.77,12491949.0,134538290.73,canonicity,0,0,0,0,,not-captured,,not-captured
LHC-UN,LHC,,,,LHC|LHC-UN,,11.04,13951000.0,154019040.0,punctuation,0,0,0,0,,not-captured,,not-captured
LIVBU,LIVB,,,,LIVB|LIVBU,symbol-extension,10.6,8682966.0,92039439.6,canonicity,0,0,0,0,,not-captured,,not-captured
LOCC-UN,LOCC,,,,LOCC|LOCC-UN,,10.25,25000000.0,256250000.0,punctuation,0,0,0,0,,not-captured,,not-captured
LSPD.TO,LSPD,Lightspeed Commerce Inc.,Technology,Technology,LSPD|LSPD.TO,,10.49,138206060.0,1449781569.4,punctuation,0,0,0,0,716757.0,2026-08-21,1100885.0,2026-08-21
LSXMB,LSXMA,,,,LSXMA|LSXMB|LSXMK,,22.27,497004674.0,11068294089.98,alphabetical,0,0,0,0,,not-captured,,not-captured
LSXMK,LSXMA,,,,LSXMA|LSXMB|LSXMK,,22.27,497004674.0,11068294089.98,alphabetical,0,0,0,0,,not-captured,,not-captured
LVACU,LVAC,,,,LVAC|LVACU,symbol-extension,10.19,14375000.0,146481250.0,canonicity,0,0,0,0,,not-captured,,not-captured
LVOXU,LVOX,,,,LVOX|LVOXU,symbol-extension,3.34,94372000.0,315202480.0,canonicity,0,0,0,0,,not-captured,,not-captured
MACAU,MACA,,,,MACA|MACAU|MACAW,symbol-extension,11.32,3870019.0,43808615.08,canonicity,0,0,0,0,,not-captured,,not-captured
MACAW,MACA,,,,MACA|MACAU|MACAW,symbol-extension,11.32,3870019.0,43808615.08,canonicity,0,0,0,0,,not-captured,,not-captured
MAXR,MAXR.TO,,,,MAXR|MAXR.TO,,51.06,74300000.0,3793758000.0,shares,0,0,0,0,,not-captured,,not-captured
MBSC-UN,MBSC,,,,MBSC|MBSC-UN,,10.45,37500000.0,391875000.0,punctuation,0,0,0,0,,not-captured,,not-captured
MBTCR,MBTC,,,,MBTC|MBTCR|MBTCU,symbol-extension,11.75,5191416.0,60999138.0,canonicity,0,0,0,0,,not-captured,,not-captured
MBTCU,MBTC,,,,MBTC|MBTCR|MBTCU,symbol-extension,11.75,5191416.0,60999138.0,canonicity,0,0,0,0,,not-captured,,not-captured
MCAAU,MCAA,,,,MCAA|MCAAU,symbol-extension,11.5,17263000.0,198524500.0,canonicity,0,0,0,0,,not-captured,,not-captured
MCACU,MCAC,,,,MCAC|MCACU,symbol-extension,73.28,298056.0,21841543.68,canonicity,0,0,0,0,,not-captured,,not-captured
MCAEU,MCAE,,,,MCAE|MCAEU,symbol-extension,9.95,7051084.0,70158285.8,canonicity,0,0,0,0,,not-captured,,not-captured
MDA.TO,MDA,MDA Ltd.,Industrials,Industrials,MDA|MDA.TO,,58.6,138845290.0,8136333994.0,punctuation,0,0,0,0,1268017.0,2026-08-21,1614366.0,2026-08-21
MEOAU,MEOA,,,,MEOA|MEOAU,symbol-extension,10.75,4280000.0,46010000.0,canonicity,0,0,0,0,,not-captured,,not-captured
MX.TO,MEOH,Methanex Corporation,Basic Materials,Basic Materials,MEOH|MX.TO,,46.15,77364263.0,3570360737.45,punctuation,0,0,0,0,262085.0,2026-08-21,898695.0,2026-08-21
MG.TO,MGA,Magna International Inc.,Consumer Cyclical,Consumer Cyclical,MG.TO|MGA,,65.66,271200000.0,17806992000.0,punctuation,0,0,0,0,1159522.0,2026-08-21,1218090.0,2026-08-21
MIT-WT,MIT,,,,MIT|MIT-WT,,9.8,50000000.0,490000000.0,punctuation,0,0,0,0,,not-captured,,not-captured
MITAU,MITA,,,,MITA|MITAU|MITAW,symbol-extension,11.14,3750000.0,41775000.0,canonicity,0,0,0,0,,not-captured,,not-captured
MITAW,MITA,,,,MITA|MITAU|MITAW,symbol-extension,11.14,3750000.0,41775000.0,canonicity,0,0,0,0,,not-captured,,not-captured
MKC-V,MKC,"McCormick & Company, Incorporated",Consumer Defensive,Consumer Defensive,MKC|MKC-V,,46.58,269200000.0,12539336000.0,volavg,1,0,0,0,4724.0,2026-08-21,3976556.0,2026-08-21
MOBVU,MOBV,,,,MOBV|MOBVU,symbol-extension,10.11,9169741.0,92706081.51,canonicity,0,0,0,0,,not-captured,,not-captured
MOG-B,MOG-A,Moog Inc.,Industrials,Industrials,MOG-A|MOG-B,,425.36,31654223.0,13464440295.28,volavg,1,0,0,0,280.0,2026-08-21,322216.0,2026-08-21
MPRAU,MPRA,,,,MPRA|MPRAU,symbol-extension,10.51,13459689.0,141461331.39,canonicity,0,0,0,0,,not-captured,,not-captured
MSACW,MSAC,,,,MSAC|MSACW,symbol-extension,9.9,11615000.0,114988500.0,canonicity,0,0,0,0,,not-captured,,not-captured
MSCL.TO,MSLE,Satellos Bioscience Inc.,Healthcare,Healthcare,MSCL.TO|MSLE,,10.66,20831350.0,222062191.0,punctuation,0,0,0,0,22482.0,2026-08-21,55603.0,2026-08-21
MSDAW,MSDA,,,,MSDA|MSDAW,symbol-extension,10.09,57500000.0,580175000.0,canonicity,0,0,0,0,,not-captured,,not-captured
MSSAW,MSSAR,,,,MSSAR|MSSAW,,11.76,208775.0,2455194.0,alphabetical,0,0,0,0,,not-captured,,not-captured
MTACW,MTACU,,,,MTACU|MTACW,,10.48,26465686.0,277360389.28,alphabetical,0,0,0,0,,not-captured,,not-captured
MTBCP,MTBC,,,,MTBC|MTBCP,symbol-extension,2.81,15224347.0,42780415.07,canonicity,0,0,0,0,,not-captured,,not-captured
MTRYU,MTRY,,,,MTRY|MTRYU,symbol-extension,10.92,4894000.0,53442480.0,canonicity,0,0,0,0,,not-captured,,not-captured
MTVC-UN,MTVC,,,,MTVC|MTVC-UN,,10.435,42671805.0,445280285.175,punctuation,0,0,0,0,,not-captured,,not-captured
MUX.TO,MUX,McEwen Mining Inc.,Basic Materials,Basic Materials,MUX|MUX.TO,,18.1773,59998000.0,1090600445.44,volavg,1,0,0,0,50511.0,2026-08-21,1160479.0,2026-08-21
NAACU,NAAC,,,,NAAC|NAACU|NAACW,symbol-extension,9.94,37950000.0,377223000.0,canonicity,0,0,0,0,,not-captured,,not-captured
NAACW,NAAC,,,,NAAC|NAACU|NAACW,symbol-extension,9.94,37950000.0,377223000.0,canonicity,0,0,0,0,,not-captured,,not-captured
NCACU,NCAC,,,,NCAC|NCACU,symbol-extension,11.25,7695000.0,86568750.0,canonicity,0,0,0,0,,not-captured,,not-captured
NETC-UN,NETC,,,,NETC|NETC-UN,,10.87,16751000.0,182083370.0,punctuation,0,0,0,0,,not-captured,,not-captured
NFNT-UN,NFNT,,,,NFNT|NFNT-UN,,10.76,34500000.0,371220000.0,punctuation,0,0,0,0,,not-captured,,not-captured
NFYS-UN,NFYS,,,,NFYS|NFYS-UN,,10.98,16311000.0,179094780.0,punctuation,0,0,0,0,,not-captured,,not-captured
NLSPW,NLSP,,,,NLSP|NLSPW,symbol-extension,29.0,400487.0,11614123.0,canonicity,0,0,0,0,,not-captured,,not-captured
NM-PG,NM,,,,NM|NM-PG|NM-PH,preferred-suffix,2.0,308066.84,616133.68,canonicity,0,0,0,0,,not-captured,,not-captured
NM-PH,NM,,,,NM|NM-PG|NM-PH,preferred-suffix,2.0,308066.84,616133.68,canonicity,0,0,0,0,,not-captured,,not-captured
NMK-PC,NMK-PB,,,,NMK-PB|NMK-PC,preferred-suffix,9.0073,4006031427.0,36083526872.4171,alphabetical,0,0,0,0,,not-captured,,not-captured
NOA.TO,NOA,North American Construction Group Ltd.,Energy,Energy,NOA|NOA.TO,,18.86,27062861.0,510405558.46,punctuation,0,0,0,0,89763.0,2026-08-21,103137.0,2026-08-21
NOVVU,NOVV,,,,NOVV|NOVVU,symbol-extension,37.0,3318000.0,122766000.0,canonicity,0,0,0,0,,not-captured,,not-captured
NPABU,NPAB,,,,NPAB|NPABU,symbol-extension,11.9,9150000.0,108885000.0,canonicity,0,0,0,0,,not-captured,,not-captured
NRACU,NRAC,,,,NRAC|NRACU,symbol-extension,10.8101,8413000.0,90945371.3,canonicity,0,0,0,0,,not-captured,,not-captured
NS-PA,NS,,,,NS|NS-PA|NS-PB|NS-PC|NSS,preferred-suffix,23.02,126533909.0,2912810585.18,canonicity,0,0,0,0,,not-captured,,not-captured
NS-PB,NS,,,,NS|NS-PA|NS-PB|NS-PC|NSS,preferred-suffix,23.02,126533909.0,2912810585.18,canonicity,0,0,0,0,,not-captured,,not-captured
NS-PC,NS,,,,NS|NS-PA|NS-PB|NS-PC|NSS,preferred-suffix,23.02,126533909.0,2912810585.18,canonicity,0,0,0,0,,not-captured,,not-captured
NSS,NS,,,,NS|NS-PA|NS-PB|NS-PC|NSS,symbol-extension,23.02,126533909.0,2912810585.18,canonicity,0,0,0,0,,not-captured,,not-captured
NSTB-UN,NSTB,,,,NSTB|NSTB-UN,,10.21,11329323.0,115672387.83,punctuation,0,0,0,0,,not-captured,,not-captured
NSTC-UN,NSTC,,,,NSTC|NSTC-UN,,10.4,14000000.0,145600000.0,punctuation,0,0,0,0,,not-captured,,not-captured
NSTD-UN,NSTD,,,,NSTD|NSTD-UN,,10.32,10000000.0,103200000.0,punctuation,0,0,0,0,,not-captured,,not-captured
NTR.TO,NTR,Nutrien Ltd.,Basic Materials,Basic Materials,NTR|NTR.TO,,62.95,479600000.0,30190820000.0,punctuation,0,0,0,0,1610019.0,2026-08-21,2759866.0,2026-08-21
NVSAU,NVSA,,,,NVSA|NVSAU|NVSAW,symbol-extension,9.93,27600000.0,274068000.0,canonicity,0,0,0,0,,not-captured,,not-captured
NVSAW,NVSA,,,,NVSA|NVSAU|NVSAW,symbol-extension,9.93,27600000.0,274068000.0,canonicity,0,0,0,0,,not-captured,,not-captured
NXE.TO,NXE,NexGen Energy Ltd.,Energy,Energy,NXE|NXE.TO,,13.32,665698655.0,8867106084.6,punctuation,0,0,0,0,1565069.0,2026-08-21,5600311.0,2026-08-21
NYCB-PA,NYCB,,,,NYCB|NYCB-PA,preferred-suffix,11.23,366638000.0,4117344740.0,canonicity,0,0,0,0,,not-captured,,not-captured
NYMTG,NYMT,,,,NYMT|NYMTG|NYMTL|NYMTM|NYMTN|NYMTP|NYMTZ,symbol-extension,6.7,90324000.0,605170800.0,canonicity,0,0,0,0,,not-captured,,not-captured
NYMTL,NYMT,,,,NYMT|NYMTG|NYMTL|NYMTM|NYMTN|NYMTP|NYMTZ,symbol-extension,6.7,90324000.0,605170800.0,canonicity,0,0,0,0,,not-captured,,not-captured
NYMTM,NYMT,,,,NYMT|NYMTG|NYMTL|NYMTM|NYMTN|NYMTP|NYMTZ,symbol-extension,6.7,90324000.0,605170800.0,canonicity,0,0,0,0,,not-captured,,not-captured
NYMTN,NYMT,,,,NYMT|NYMTG|NYMTL|NYMTM|NYMTN|NYMTP|NYMTZ,symbol-extension,6.7,90324000.0,605170800.0,canonicity,0,0,0,0,,not-captured,,not-captured
NYMTP,NYMT,,,,NYMT|NYMTG|NYMTL|NYMTM|NYMTN|NYMTP|NYMTZ,symbol-extension,6.7,90324000.0,605170800.0,canonicity,0,0,0,0,,not-captured,,not-captured
NYMTZ,NYMT,,,,NYMT|NYMTG|NYMTL|NYMTM|NYMTN|NYMTP|NYMTZ,symbol-extension,6.7,90324000.0,605170800.0,canonicity,0,0,0,0,,not-captured,,not-captured
OGI.TO,OGI,Organigram Global Inc.,Healthcare,Healthcare,OGI|OGI.TO,,1.45,135131882.0,195941228.9,shares,0,0,0,0,212225.0,2026-08-21,893598.0,2026-08-21
OHAAU,OHAA,,,,OHAA|OHAAU,symbol-extension,10.43,5642000.0,58846060.0,canonicity,0,0,0,0,,not-captured,,not-captured
OLITU,OLIT,,,,OLIT|OLITU,symbol-extension,10.6,5348000.0,56688800.0,canonicity,0,0,0,0,,not-captured,,not-captured
OR.TO,OR,OR Royalties Inc.,Basic Materials,Basic Materials,OR|OR.TO,,44.91,187714000.0,8430235740.0,punctuation,0,0,0,0,421833.0,2026-08-21,1018617.0,2026-08-21
ORIAU,ORIA,,,,ORIA|ORIAU,symbol-extension,10.05,20000000.0,201000000.0,canonicity,0,0,0,0,,not-captured,,not-captured
ORIO.TO,ORIO,Orion Digital Corp.,Technology,Technology,ORIO|ORIO.TO,,1.24,23805000.0,29518200.0,punctuation,0,0,0,0,21425.0,2026-08-21,38574.0,2026-08-21
OSI-UN,OSI,,,,OSI|OSI-UN,,10.6,3104000.0,32902400.0,punctuation,0,0,0,0,,not-captured,,not-captured
OTECU,OTEC,,,,OTEC|OTECU|OTECW,symbol-extension,11.35,2680000.0,30418000.0,canonicity,0,0,0,0,,not-captured,,not-captured
OTECW,OTEC,,,,OTEC|OTECU|OTECW,symbol-extension,11.35,2680000.0,30418000.0,canonicity,0,0,0,0,,not-captured,,not-captured
OTEX.TO,OTEX,Open Text Corporation,Technology,Technology,OTEX|OTEX.TO,,22.742,242544000.0,5515925900.0,shares,0,0,0,0,1978420.0,2026-08-21,2120154.0,2026-08-21
OVV.TO,OVV,Ovintiv Inc,Energy,Energy,OVV|OVV.TO,,52.65,280000000.0,14742000000.0,volavg,1,0,0,0,194120.0,2026-08-21,3343851.0,2026-08-21
OXACW,OXACU,,,,OXACU|OXACW,,489154.34,100.4582,49139579.1932,alphabetical,0,0,0,0,,not-captured,,not-captured
OXUSU,OXUS,,,,OXUS|OXUSU|OXUSW,symbol-extension,11.04,6562000.0,72444480.0,canonicity,0,0,0,0,,not-captured,,not-captured
OXUSW,OXUS,,,,OXUS|OXUSU|OXUSW,symbol-extension,11.04,6562000.0,72444480.0,canonicity,0,0,0,0,,not-captured,,not-captured
OXY-WT,OXY,Occidental Petroleum Corporation,Energy,Energy,OXY|OXY-WT,,48.57,997100000.0,48429147000.0,volavg,1,0,0,0,57370.0,2026-08-21,9399016.0,2026-08-21
OZKAP,OZK,Bank OZK,Financial Services,Financial Services,OZK|OZKAP,symbol-extension,52.09,109702000.0,5714377180.0,canonicity,1,0,0,0,24206.0,2026-08-21,1169743.0,2026-08-21
PAAS,PAAS.TO,Pan American Silver Corp.,Basic Materials,Basic Materials,PAAS|PAAS.TO,,44.79,420271000.0,18823938090.0,shares,0,0,0,0,4459188.0,2026-08-21,928112.0,2026-08-21
PACXU,PACX,,,,PACX|PACXU|PACXW,symbol-extension,9.96,40250000.0,400890000.0,canonicity,0,0,0,0,,not-captured,,not-captured
PACXW,PACX,,,,PACX|PACXU|PACXW,symbol-extension,9.96,40250000.0,400890000.0,canonicity,0,0,0,0,,not-captured,,not-captured
PPL.TO,PBA,Pembina Pipeline Corporation,Energy,Energy,PBA|PPL.TO,,65.62,581000000.0,38125220000.0,punctuation,0,0,0,0,2547173.0,2026-08-21,1136633.0,2026-08-21
PBAXU,PBAX,,,,PBAX|PBAXU,symbol-extension,10.86,56992248.0,618935813.28,canonicity,0,0,0,0,,not-captured,,not-captured
PD.TO,PDS,Precision Drilling Corporation,Energy,Energy,PD.TO|PDS,,108.92,12927000.0,1408008840.0,punctuation,0,0,0,0,81301.0,2026-08-21,108700.0,2026-08-21
PETWW,PET,,,,PET|PETWW,symbol-extension,0.2312,50798000.0,11744497.6,canonicity,0,0,0,0,,not-captured,,not-captured
PFTAU,PFTA,,,,PFTA|PFTAU,symbol-extension,10.81,8100000.0,87561000.0,canonicity,0,0,0,0,,not-captured,,not-captured
PGSS-UN,PGSS,,,,PGSS|PGSS-UN,,11.05,10125017.0,111881437.85,punctuation,0,0,0,0,,not-captured,,not-captured
PHYT-UN,PHYT,,,,PHYT|PHYT-UN,,11.54,6291000.0,72598140.0,punctuation,0,0,0,0,,not-captured,,not-captured
PICC-UN,PICC,,,,PICC|PICC-UN,,10.121,27547841.0,278811698.761,punctuation,0,0,0,0,,not-captured,,not-captured
PLMIU,PLMI,,,,PLMI|PLMIU,symbol-extension,10.0,10654000.0,106540000.0,canonicity,0,0,0,0,,not-captured,,not-captured
PNACU,PNAC,,,,PNAC|PNACU,symbol-extension,10.55,7675456.0,80976060.8,canonicity,0,0,0,0,,not-captured,,not-captured
PNTM-UN,PNTM,,,,PNTM|PNTM-UN,,10.33,86250000.0,890962500.0,punctuation,0,0,0,0,,not-captured,,not-captured
POWRW,POWRU,,,,POWRU|POWRW,,9.97,27600000.0,275172000.0,alphabetical,0,0,0,0,,not-captured,,not-captured
PPHPR,PPHP,,,,PPHP|PPHPR|PPHPU|PPHPW,symbol-extension,10.98,3040000.0,33379200.0,canonicity,0,0,0,0,,not-captured,,not-captured
PPHPU,PPHP,,,,PPHP|PPHPR|PPHPU|PPHPW,symbol-extension,10.98,3040000.0,33379200.0,canonicity,0,0,0,0,,not-captured,,not-captured
PPHPW,PPHP,,,,PPHP|PPHPR|PPHPU|PPHPW,symbol-extension,10.98,3040000.0,33379200.0,canonicity,0,0,0,0,,not-captured,,not-captured
PPLC,PPL,PPL Corporation,Utilities,Utilities,PPL|PPLC,symbol-extension,49.07,752358000.0,36918207060.0,canonicity,1,0,0,0,261541.0,2026-08-21,9089825.0,2026-08-21
PPTA.TO,PPTA,Perpetua Resources Corp.,Basic Materials,Basic Materials,PPTA|PPTA.TO,,20.76,125085630.0,2596777678.8,volavg,1,0,0,0,123926.0,2026-08-21,1527370.0,2026-08-21
PRH,PRU,"Prudential Financial, Inc. 5.95",Financial Services,Financial Services,PRH|PRU,,107.93,323487544.0,34914010623.92,volavg,1,0,0,0,45767.0,2026-08-21,1856656.0,2026-08-21
PRLHU,PRLH,,,,PRLH|PRLHU|PRLHW,symbol-extension,11.16,5000000.0,55800000.0,canonicity,0,0,0,0,,not-captured,,not-captured
PRLHW,PRLH,,,,PRLH|PRLHU|PRLHW,symbol-extension,11.16,5000000.0,55800000.0,canonicity,0,0,0,0,,not-captured,,not-captured
PRN.TO,PROF,Profound Medical Corp.,Healthcare,Healthcare,PRN.TO|PROF,,6.6387,36350665.0,241321886.7488,punctuation,0,0,0,0,13009.0,2026-08-21,92130.0,2026-08-21
PRPC-UN,PRPC,,,,PRPC|PRPC-UN,,10.9,19600000.0,213640000.0,punctuation,0,0,0,0,,not-captured,,not-captured
PRSRU,PRSR,,,,PRSR|PRSRU|PRSRW,symbol-extension,10.75,10319000.0,110929250.0,canonicity,0,0,0,0,,not-captured,,not-captured
PRSRW,PRSR,,,,PRSR|PRSRU|PRSRW,symbol-extension,10.75,10319000.0,110929250.0,canonicity,0,0,0,0,,not-captured,,not-captured
